Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,24.582194,[23 47] ; [70 28],[38.75 31.25] ; [54.25 43.75],1
d5,1,4.7e-05,16.570487,[33 37] ; [76 22],[45.41666667 24.58333333] ; [63.58333333 34.41666667],1
d4,1,0.000192,13.903972,[37 32] ; [79 19],[47.92814371 21.07185629] ; [68.07185629 29.92814371],1
a2,1,0.000361,12.723714,[ 4 66] ; [27 72],[12.84023669 57.15976331] ; [18.15976331 80.84023669],1
r1,1,0.000452,12.30363,[32 38] ; [71 27],[42.91666667 27.08333333] ; [60.08333333 37.91666667],1
d1,1,0.000775,11.298984,[18 52] ; [51 48],[28.57988166 41.42011834] ; [40.42011834 58.57988166],1
a6,1,0.001352,10.27073,[29 41] ; [65 33],[39.16666667 30.83333333] ; [54.83333333 43.16666667],0
u1,1,0.00371,8.420385,[ 2 68] ; [17 82],[ 7.86982249 62.13017751] ; [11.13017751 87.86982249],0
r4,1,0.005033,7.867665,[37 33] ; [73 26],[45.56213018 24.43786982] ; [64.43786982 34.56213018],0
a3,1,0.005153,7.825071,[32 37] ; [66 31],[40.73493976 28.26506024] ; [57.26506024 39.73493976],0
a5,1,0.011025,6.461243,[30 40] ; [62 37],[38.10650888 31.89349112] ; [53.89349112 45.10650888],0
r3,1,0.011717,6.353251,[48 22] ; [84 15],[54.67455621 15.32544379] ; [77.32544379 21.67455621],0
s6,1,0.015631,5.843963,[19 51] ; [45 54],[26.50887574 43.49112426] ; [37.49112426 61.50887574],0
b5,1,0.032951,4.5483,[36 34] ; [67 32],[42.66272189 27.33727811] ; [60.33727811 38.66272189],0
r2,1,0.034219,4.483721,[50 19] ; [84 14],[55.36526946 13.63473054] ; [78.63473054 19.36526946],0
v1,1,0.046433,3.96582,[16 53] ; [37 61],[21.89820359 47.10179641] ; [31.10179641 66.89820359],0
v2,1,0.048786,3.882686,[18 49] ; [41 57],[23.95757576 43.04242424] ; [35.04242424 62.95757576],0
v4,1,0.064228,3.424693,[48 21] ; [81 18],[52.98214286 16.01785714] ; [76.01785714 22.98214286],0
p2,1,0.083087,3.003449,[33 37] ; [60 39],[38.52071006 31.47928994] ; [54.47928994 44.52071006],0
a4,1,0.103109,2.656784,[23 46] ; [45 53],[28.09580838 40.90419162] ; [39.90419162 58.09580838],0
p8,1,0.139914,2.178906,[13 56] ; [28 69],[17.04216867 51.95783133] ; [23.95783133 73.04216867],0
n3,1,0.141645,2.16,[17 15] ; [28 12],[20. 12.] ; [25. 15.],0
p4,1,0.160576,1.968796,[18 51] ; [36 63],[22.17857143 46.82142857] ; [31.82142857 67.17857143],0
p12,1,0.171112,1.873171,[ 3 67] ; [ 1 97],[ 1.66666667 68.33333333] ; [ 2.33333333 95.66666667],0
p6,1,0.19096,1.710199,[ 9 58] ; [21 77],[12.18181818 54.81818182] ; [17.81818182 80.18181818],0
b1,1,0.20733,1.589971,[38 32] ; [44 55],[33.96449704 36.03550296] ; [48.03550296 50.96449704],0
u3,1,0.229667,1.442922,[12 26] ; [15 18],[14.45070423 23.54929577] ; [12.54929577 20.45070423],0
n4,1,0.277202,1.180756,[38 32] ; [62 37],[41.42011834 28.57988166] ; [58.57988166 40.42011834],0
s5,1,0.34851,0.878873,[13 57] ; [13 85],[10.83333333 59.16666667] ; [15.16666667 82.83333333],0
n1,1,0.422766,0.642612,[11 22] ; [17 23],[12.65753425 20.34246575] ; [15.34246575 24.65753425],0
n2,1,0.422766,0.642612,[22 11] ; [23 17],[20.34246575 12.65753425] ; [24.65753425 15.34246575],0
n6,1,0.443913,0.586148,[38 32] ; [59 39],[40.41666667 29.58333333] ; [56.58333333 41.41666667],0
p11,1,0.459654,0.546738,[33 37] ; [41 58],[30.65088757 39.34911243] ; [43.34911243 55.65088757],0
d2,1,0.529933,0.394519,[29 40] ; [46 52],[30.98802395 38.01197605] ; [44.01197605 53.98802395],0
v3,1,0.544197,0.367817,[13 53] ; [23 74],[14.57668712 51.42331288] ; [21.42331288 75.57668712],0
p3,1,0.635091,0.22522,[17 53] ; [27 71],[18.33333333 51.66666667] ; [25.66666667 72.33333333],0
s4,1,0.674273,0.176644,[11 59] ; [13 84],[10.05988024 59.94011976] ; [13.94011976 83.05988024],0
p1,1,0.69938,0.149118,[ 4 66] ; [ 7 90],[ 4.61077844 65.38922156] ; [ 6.38922156 90.61077844],0
s2,1,0.705373,0.142943,[15 54] ; [24 75],[16.01785714 52.98214286] ; [22.98214286 76.01785714],0
p5,1,0.732231,0.117073,[ 2 68] ; [ 2 96],[ 1.66666667 68.33333333] ; [ 2.33333333 95.66666667],0
s1,1,0.732614,0.116725,[ 6 64] ; [ 7 91],[ 5.41666667 64.58333333] ; [ 7.58333333 90.41666667],0
u2,1,0.765378,0.089058,[14 23] ; [11 21],[13.4057971 23.5942029] ; [11.5942029 20.4057971],0
u4,1,0.774181,0.082317,[ 1 69] ; [ 2 97],[ 1.24260355 68.75739645] ; [ 1.75739645 97.24260355],0
p7,1,0.811437,0.056917,[28 42] ; [41 57],[28.75 41.25] ; [40.25 57.75],0
a1,1,0.821667,0.050806,[ 5 65] ; [ 8 91],[ 5.38461538 64.61538462] ; [ 7.61538462 91.38461538],0
s3,1,0.857069,0.032438,[25 43] ; [37 60],[25.55151515 42.44848485] ; [36.44848485 60.55151515],0
s7,1,0.882658,0.021786,[12 51] ; [19 76],[12.36075949 50.63924051] ; [18.63924051 76.36075949],0
b4,1,0.897218,0.016687,[41 29] ; [57 42],[40.59171598 29.40828402] ; [57.40828402 41.59171598],0
n5,1,0.905833,0.013994,[36 34] ; [50 49],[35.62130178 34.37869822] ; [50.37869822 48.62130178],0
a8,1,0.907746,0.013429,[ 6 59] ; [ 8 84],[ 5.79617834 59.20382166] ; [ 8.20382166 83.79617834],0
p9,1,0.970885,0.001332,[20 49] ; [27 67],[19.89570552 49.10429448] ; [27.10429448 66.89570552],0
b3,1,0.976133,0.000895,[13 30] ; [18 41],[13.06862745 29.93137255] ; [17.93137255 41.06862745],0
b2,1,0.976133,0.000895,[13 30] ; [18 41],[13.06862745 29.93137255] ; [17.93137255 41.06862745],0
