Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,68.850219,[15 55] ; [78 12],[40.6875 29.3125] ; [52.3125 37.6875],1
s8,1,0.0,26.545892,[15 55] ; [56 34],[31.0625 38.9375] ; [39.9375 50.0625],1
s7,1,1e-06,25.191349,[21 47] ; [59 23],[36.26666667 31.73333333] ; [43.73333333 38.26666667],1
s6,1,3e-06,21.583212,[35 35] ; [75 14],[48.42767296 21.57232704] ; [61.57232704 27.42767296],1
d2,1,0.003864,8.346649,[27 42] ; [56 34],[36.01886792 32.98113208] ; [46.98113208 43.01886792],0
d1,1,0.004572,8.041317,[31 39] ; [60 30],[39.8125 30.1875] ; [51.1875 38.8125],0
s5,1,0.005863,7.591909,[15 53] ; [36 47],[22.96688742 45.03311258] ; [28.03311258 54.96688742],0
a4,1,0.006347,7.44918,[26 44] ; [53 37],[34.5625 35.4375] ; [44.4375 45.5625],0
d5,1,0.01287,6.186921,[55 15] ; [83  7],[60.375  9.625] ; [77.625 12.375],0
u1,1,0.013102,6.155279,[10 60] ; [28 62],[16.625 53.375] ; [21.375 68.625],0
d4,1,0.016827,5.714286,[50 20] ; [78 12],[56. 14.] ; [72. 18.],0
a2,1,0.025703,4.975867,[13 57] ; [31 59],[19.25 50.75] ; [24.75 65.25],0
n1,1,0.026625,4.914935,[ 3 11] ; [13  9],[6.22222222 7.77777778] ; [ 9.77777778 12.22222222],0
r2,1,0.034154,4.486959,[63  7] ; [88  2],[66.0625  3.9375] ; [84.9375  5.0625],0
p5,1,0.034243,4.482521,[10 60] ; [ 4 83],[ 6.24203822 63.75796178] ; [ 7.75796178 79.24203822],0
p4,1,0.035214,4.434747,[42 28] ; [68 22],[48.125 21.875] ; [61.875 28.125],0
a5,1,0.041615,4.150813,[46 24] ; [72 18],[51.625 18.375] ; [66.375 23.625],0
s4,1,0.059598,3.548523,[ 7 62] ; [19 70],[11.35443038 57.64556962] ; [14.64556962 74.35443038],0
s1,1,0.065304,3.397276,[ 1 69] ; [ 7 82],[ 3.52201258 66.47798742] ; [ 4.47798742 84.52201258],0
b5,1,0.066115,3.376941,[40 30] ; [64 26],[45.5 24.5] ; [58.5 31.5],0
p9,1,0.121498,2.397909,[53 17] ; [76 13],[56.79245283 13.20754717] ; [72.20754717 16.79245283],0
u3,1,0.141478,2.161815,[12  9] ; [15  4],[14.175  6.825] ; [12.825  6.175],0
p10,1,0.154979,2.022543,[49 21] ; [71 18],[52.83018868 17.16981132] ; [67.16981132 21.83018868],0
p12,1,0.180208,1.795905,[ 2 68] ; [ 7 83],[ 3.9375 66.0625] ; [ 5.0625 84.9375],0
p6,1,0.18187,1.78228,[17 52] ; [31 59],[20.83018868 48.16981132] ; [27.16981132 62.83018868],0
a3,1,0.197703,1.659259,[49 21] ; [71 19],[52.5 17.5] ; [67.5 22.5],0
a8,1,0.223146,1.484024,[ 9 52] ; [ 7 77],[ 6.73103448 54.26896552] ; [ 9.26896552 74.73103448],0
r3,1,0.284693,1.14455,[64  6] ; [86  4],[65.625  4.375] ; [84.375  5.625],0
u2,1,0.320634,0.986358,[ 9 11] ; [11  7],[10.52631579  9.47368421] ; [9.47368421 8.52631579],0
d3,1,0.365335,0.819471,[41 29] ; [59 31],[43.75 26.25] ; [56.25 33.75],0
b4,1,0.543864,0.368426,[43 27] ; [51 39],[41.125 28.875] ; [52.875 37.125],0
r4,1,0.546949,0.362812,[60 10] ; [80 10],[61.25  8.75] ; [78.75 11.25],0
v1,1,0.54733,0.362121,[35 32] ; [48 36],[36.82781457 30.17218543] ; [46.17218543 37.82781457],0
p7,1,0.562707,0.335039,[39 31] ; [46 44],[37.1875 32.8125] ; [47.8125 42.1875],0
b1,1,0.576522,0.311891,[35 35] ; [49 41],[36.75 33.25] ; [47.25 42.75],0
a6,1,0.619188,0.247011,[50 20] ; [61 29],[48.5625 21.4375] ; [62.4375 27.5625],0
p2,1,0.633331,0.22757,[53 17] ; [71 19],[54.25 15.75] ; [69.75 20.25],0
v4,1,0.649984,0.20592,[64  6] ; [84  6],[64.75  5.25] ; [83.25  6.75],0
r1,1,0.659768,0.193806,[49 20] ; [66 23],[50.22151899 18.77848101] ; [64.77848101 24.22151899],0
a1,1,0.714659,0.133668,[ 3 67] ; [ 5 85],[ 3.5 66.5] ; [ 4.5 85.5],0
b2,1,0.718695,0.129746,[20 24] ; [26 36],[19.09433962 24.90566038] ; [26.90566038 35.09433962],0
b3,1,0.718695,0.129746,[20 24] ; [26 36],[19.09433962 24.90566038] ; [26.90566038 35.09433962],0
p11,1,0.763536,0.090505,[49 21] ; [61 29],[48.125 21.875] ; [61.875 28.125],0
v3,1,0.788548,0.07193,[26 41] ; [34 49],[26.8 40.2] ; [33.2 49.8],0
n4,1,0.852592,0.034526,[55 15] ; [71 18],[55.47169811 14.52830189] ; [70.52830189 18.47169811],0
a7,1,0.87834,0.023431,[49 21] ; [64 26],[49.4375 20.5625] ; [63.5625 26.4375],0
n5,1,0.893501,0.017923,[50 20] ; [62 26],[49.62025316 20.37974684] ; [62.37974684 25.62025316],0
n2,1,0.927197,0.008349,[11  3] ; [17  5],[10.88888889  3.11111111] ; [17.11111111  4.88888889],0
n6,1,0.932464,0.007182,[57 13] ; [72 17],[56.79245283 13.20754717] ; [72.20754717 16.79245283],0
v2,1,0.965613,0.001859,[37 31] ; [46 38],[37.13157895 30.86842105] ; [45.86842105 38.13157895],0
p1,1,1.0,0.0,[ 7 63] ; [ 9 81],[ 7. 63.] ; [ 9. 81.],0
