Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,2e-06,22.4461,[92 79] ; [13 53],[75.75949367 95.24050633] ; [29.24050633 36.75949367],1
b5,1,0.178239,1.812244,[87 84] ; [40 26],[91.63291139 79.36708861] ; [35.36708861 30.63291139],0
p11,1,0.180546,1.793123,[138  33] ; [48 18],[134.20253165  36.79746835] ; [51.79746835 14.20253165],0
s4,1,0.243179,1.362073,[ 12 159] ; [ 2 64],[ 10.10126582 160.89873418] ; [ 3.89873418 62.10126582],0
a1,1,0.253435,1.30427,[  8 163] ; [ 1 65],[  6.49367089 164.50632911] ; [ 2.50632911 63.49367089],0
p7,1,0.258345,1.277605,[101  68] ; [33 31],[97.19313305 71.80686695] ; [36.80686695 27.19313305],0
r3,1,0.262202,1.257094,[160  11] ; [58  7],[157.95762712  13.04237288] ; [60.04237288  4.95762712],0
r2,1,0.269465,1.219467,[161   9] ; [59  6],[159.14893617  10.85106383] ; [60.85106383  4.14893617],0
a7,1,0.359574,0.839379,[126  45] ; [44 21],[123.1779661  47.8220339] ; [46.8220339 18.1779661],0
v4,1,0.362015,0.830893,[160  10] ; [59  6],[158.42553191  11.57446809] ; [60.57446809  4.42553191],0
s5,1,0.469487,0.523182,[ 25 144] ; [ 7 56],[ 23.31034483 145.68965517] ; [ 8.68965517 54.31034483],0
u4,1,0.482772,0.492594,[  1 170] ; [ 1 65],[  1.44303797 169.55696203] ; [ 0.55696203 65.44303797],0
p1,1,0.574172,0.315752,[ 11 159] ; [ 3 63],[ 10.08474576 159.91525424] ; [ 3.91525424 62.08474576],0
u2,1,0.601781,0.272318,[19 18] ; [19 14],[20.08571429 16.91428571] ; [17.91428571 15.08571429],0
s7,1,0.622517,0.242345,[ 39 117] ; [14 50],[ 37.58181818 118.41818182] ; [15.41818182 48.58181818],0
n2,1,0.623553,0.240905,[26 16] ; [13  6],[26.85245902 15.14754098] ; [12.14754098  6.85245902],0
n3,1,0.650555,0.205201,[25 14] ; [14  6],[25.77966102 13.22033898] ; [13.22033898  6.77966102],0
d4,1,0.747423,0.103709,[142  29] ; [52 12],[141.16595745  29.83404255] ; [52.83404255 11.16595745],0
b4,1,0.797994,0.065507,[99 72] ; [37 29],[98.12658228 72.87341772] ; [37.87341772 28.12658228],0
a8,1,0.852145,0.034738,[ 16 135] ; [ 7 54],[ 16.38207547 134.61792453] ; [ 6.61792453 54.38207547],0
u3,1,0.871884,0.026007,[20 18] ; [18 15],[20.33802817 17.66197183] ; [17.66197183 15.33802817],0
s3,1,0.891863,0.018482,[ 45 124] ; [17 49],[ 44.58723404 124.41276596] ; [17.41276596 48.58723404],0
s2,1,0.9097,0.012863,[ 32 136] ; [13 53],[ 32.30769231 135.69230769] ; [12.69230769 53.30769231],0
n1,1,0.947478,0.004339,[14 27] ; [ 7 13],[14.1147541 26.8852459] ; [ 6.8852459 13.1147541],0
