Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.319049,[ 6 51] ; [37 36],[18.85384615 38.14615385] ; [24.14615385 48.85384615],1
s3,1,5e-06,20.867665,[15 41] ; [48 23],[27.77952756 28.22047244] ; [35.22047244 35.77952756],1
s8,1,1.4e-05,18.812973,[ 7 50] ; [36 39],[18.56818182 38.43181818] ; [24.43181818 50.56818182],1
s7,1,4.3e-05,16.732371,[ 9 42] ; [39 33],[19.90243902 31.09756098] ; [28.09756098 43.90243902],1
s5,1,0.000182,14.012167,[ 4 53] ; [25 47],[12.81395349 44.18604651] ; [16.18604651 55.81395349],1
v4,1,0.000992,10.842758,[43 13] ; [71  3],[49.10769231  6.89230769] ; [64.89230769  9.10769231],1
r1,1,0.001005,10.817829,[31 26] ; [60 14],[39.59541985 17.40458015] ; [51.40458015 22.59541985],0
u3,1,0.002203,9.372395,[ 6 23] ; [21 15],[12.04615385 16.95384615] ; [14.95384615 21.04615385],0
p10,1,0.003362,8.600056,[31 25] ; [58 15],[38.63565891 17.36434109] ; [50.36434109 22.63565891],0
r4,1,0.005979,7.556746,[38 19] ; [65 10],[44.47727273 12.52272727] ; [58.52272727 16.47727273],0
p9,1,0.008292,6.969224,[33 22] ; [60 14],[39.65116279 15.34883721] ; [53.34883721 20.65116279],0
r3,1,0.008773,6.868512,[40 16] ; [67  8],[45.74045802 10.25954198] ; [61.25954198 13.74045802],0
u2,1,0.010616,6.528497,[ 7 22] ; [20 16],[12.04615385 16.95384615] ; [14.95384615 21.04615385],0
s4,1,0.031109,4.646963,[ 5 52] ; [17 57],[ 9.57251908 47.42748092] ; [12.42748092 61.57251908],0
p5,1,0.031139,4.645264,[ 2 55] ; [11 63],[ 5.65648855 51.34351145] ; [ 7.34351145 66.65648855],0
a1,1,0.042125,4.130192,[ 5 52] ; [ 1 74],[ 2.59090909 54.40909091] ; [ 3.40909091 71.59090909],0
p11,1,0.04941,3.861353,[36 21] ; [59 16],[41.02272727 15.97727273] ; [53.97727273 21.02272727],0
r2,1,0.054569,3.695203,[47 10] ; [69  5],[50.47328244  6.52671756] ; [65.52671756  8.47328244],0
s1,1,0.068554,3.317301,[ 1 55] ; [ 7 66],[ 3.47286822 52.52713178] ; [ 4.52713178 68.47286822],0
d5,1,0.0832,3.001263,[21 36] ; [39 36],[25.90909091 31.09090909] ; [34.09090909 40.90909091],0
a8,1,0.08456,2.975,[ 3 48] ; [11 57],[ 6. 45.] ; [ 8. 60.],0
a4,1,0.095894,2.772531,[20 37] ; [16 57],[15.78461538 41.21538462] ; [20.21538462 52.78461538],0
b4,1,0.109937,2.555122,[27 30] ; [46 29],[31.52272727 25.47727273] ; [41.47727273 33.52272727],0
n6,1,0.14556,2.118175,[42 15] ; [63 12],[45.34090909 11.65909091] ; [59.65909091 15.34090909],0
p7,1,0.172341,1.862457,[27 29] ; [44 29],[30.82170543 25.17829457] ; [40.17829457 32.82170543],0
b3,1,0.182055,1.780766,[14 23] ; [12 37],[11.18604651 25.81395349] ; [14.81395349 34.18604651],0
b2,1,0.182055,1.780766,[14 23] ; [12 37],[11.18604651 25.81395349] ; [14.81395349 34.18604651],0
p4,1,0.201058,1.634675,[24 33] ; [40 35],[27.63636364 29.36363636] ; [36.36363636 38.63636364],0
p2,1,0.250552,1.320225,[39 18] ; [58 17],[41.88636364 15.11363636] ; [55.11363636 19.88636364],0
u1,1,0.286017,1.138274,[ 1 56] ; [ 4 71],[ 2.15909091 54.84090909] ; [ 2.84090909 72.15909091],0
