Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.461982,[137  17] ; [25 22],[124.11940299  29.88059701] ; [37.88059701  9.11940299],1
p8,1,5.8e-05,16.176059,[106  48] ; [17 30],[94.23880597 59.76119403] ; [28.76119403 18.23880597],1
p9,1,6.9e-05,15.849764,[137  19] ; [30 18],[127.70588235  28.29411765] ; [39.29411765  8.70588235],1
p6,1,0.000418,12.45103,[77 78] ; [10 38],[66.42857143 88.57142857] ; [20.57142857 27.42857143],1
p3,1,0.001854,9.688726,[107  49] ; [21 27],[97.88235294 58.11764706] ; [30.11764706 17.88235294],0
n4,1,0.002779,8.946973,[121  35] ; [26 21],[112.96551724  43.03448276] ; [34.03448276 12.96551724],0
v4,1,0.004924,7.906984,[148   7] ; [40  8],[143.54679803  11.45320197] ; [44.45320197  3.54679803],0
b3,1,0.005305,7.772299,[38 59] ; [ 2 21],[32.33333333 64.66666667] ; [ 7.66666667 15.33333333],0
b2,1,0.005305,7.772299,[38 59] ; [ 2 21],[32.33333333 64.66666667] ; [ 7.66666667 15.33333333],0
n5,1,0.01036,6.571955,[124  31] ; [29 18],[117.4009901  37.5990099] ; [35.5990099 11.4009901],0
b1,1,0.015062,5.909211,[60 96] ; [28 20],[67.29411765 88.70588235] ; [20.70588235 27.29411765],0
a3,1,0.015062,5.909211,[96 60] ; [20 28],[88.70588235 67.29411765] ; [27.29411765 20.70588235],0
n6,1,0.052288,3.766525,[132  23] ; [35 13],[127.51231527  27.48768473] ; [39.48768473  8.51231527],0
a6,1,0.066696,3.362524,[101  55] ; [24 24],[95.58823529 60.41176471] ; [29.41176471 18.58823529],0
p2,1,0.078609,3.093419,[138  17] ; [38 10],[134.38423645  20.61576355] ; [41.61576355  6.38423645],0
a4,1,0.084752,2.971331,[ 49 106] ; [ 9 39],[ 44.28571429 110.71428571] ; [13.71428571 34.28571429],0
d4,1,0.092237,2.834888,[93 63] ; [22 26],[87.94117647 68.05882353] ; [27.05882353 20.94117647],0
u2,1,0.095406,2.780709,[36 24] ; [11 16],[32.4137931 27.5862069] ; [14.5862069 12.4137931],0
r3,1,0.118199,2.441026,[147   9] ; [42  6],[144.52941176  11.47058824] ; [44.47058824  3.52941176],0
r1,1,0.159095,1.982807,[116  40] ; [30 17],[112.19704433  43.80295567] ; [33.80295567 13.19704433],0
v2,1,0.178641,1.808897,[78 73] ; [19 28],[73.97474747 77.02525253] ; [23.02525253 23.97474747],0
p7,1,0.209386,1.575667,[116  37] ; [32 16],[112.65671642  40.34328358] ; [35.34328358 12.65671642],0
r4,1,0.21345,1.547871,[135  21] ; [38 10],[132.29411765  23.70588235] ; [40.70588235  7.29411765],0
s2,1,0.229382,1.44469,[65 89] ; [25 23],[68.61386139 85.38613861] ; [21.38613861 26.61386139],0
n1,1,0.234782,1.411655,[17 14] ; [5 9],[15.15555556 15.84444444] ; [6.84444444 7.15555556],0
d3,1,0.272283,1.205209,[64 92] ; [24 24],[67.29411765 88.70588235] ; [20.70588235 27.29411765],0
b5,1,0.27952,1.169423,[87 69] ; [31 17],[90.23529412 65.76470588] ; [27.76470588 20.23529412],0
p1,1,0.286388,1.136523,[ 18 137] ; [ 3 45],[ 16.03448276 138.96551724] ; [ 4.96551724 43.03448276],0
r2,1,0.301235,1.068717,[137  17] ; [40  8],[134.94059406  19.05940594] ; [42.05940594  5.94059406],0
s3,1,0.31297,1.018099,[77 77] ; [28 20],[80.04950495 73.95049505] ; [24.95049505 23.04950495],0
s1,1,0.315308,1.008312,[  5 150] ; [ 3 43],[  6.16915423 148.83084577] ; [ 1.83084577 44.16915423],0
s8,1,0.339805,0.911166,[64 92] ; [16 32],[61.17647059 94.82352941] ; [18.82352941 29.17647059],0
u3,1,0.362062,0.830728,[30 29] ; [16 10],[31.92941176 27.07058824] ; [14.07058824 11.92941176],0
d5,1,0.362333,0.829791,[96 60] ; [26 22],[93.29411765 62.70588235] ; [28.70588235 19.29411765],0
u4,1,0.375143,0.786558,[  1 155] ; [ 1 47],[  1.52941176 154.47058824] ; [ 0.47058824 47.52941176],0
s4,1,0.384363,0.756699,[ 21 133] ; [ 9 39],[ 22.87128713 131.12871287] ; [ 7.12871287 40.87128713],0
