Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.038989,4.261364,[9 1] ; [2 3],[7.33333333 2.66666667] ; [3.66666667 1.33333333],0
b5,1,0.121335,2.4,[8 2] ; [2 3],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
v4,1,0.121335,2.4,[8 2] ; [2 3],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
a7,1,0.143235,2.142857,[6 4] ; [1 4],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
s6,1,0.143235,2.142857,[6 4] ; [1 4],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
n3,1,0.186858,1.742222,[4 1] ; [1 2],[3.125 1.875] ; [1.875 1.125],0
s7,1,0.236724,1.4,[6 4] ; [1 3],[5. 5.] ; [2. 2.],0
b1,1,0.263552,1.25,[7 3] ; [2 3],[6. 4.] ; [3. 2.],0
p10,1,0.263552,1.25,[5 5] ; [1 4],[4. 6.] ; [2. 3.],0
p9,1,0.263552,1.25,[5 5] ; [1 4],[4. 6.] ; [2. 3.],0
a5,1,0.263552,1.25,[7 3] ; [2 3],[6. 4.] ; [3. 2.],0
p6,1,0.263552,1.25,[5 5] ; [1 4],[4. 6.] ; [2. 3.],0
d5,1,0.263552,1.25,[7 3] ; [2 3],[6. 4.] ; [3. 2.],0
u3,1,0.270289,1.215278,[3 1] ; [1 2],[2.28571429 1.71428571] ; [1.71428571 1.28571429],0
p8,1,0.438578,0.6,[4 6] ; [1 4],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
b4,1,0.438578,0.6,[4 6] ; [1 4],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
r1,1,0.438578,0.6,[4 6] ; [1 4],[3.33333333 6.66666667] ; [1.66666667 3.33333333],0
a3,1,0.464214,0.535714,[6 4] ; [2 3],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
r2,1,0.568618,0.325,[6 3] ; [2 2],[5.53846154 3.46153846] ; [2.46153846 1.53846154],0
v3,1,0.591208,0.288462,[1 9] ; [1 4],[1.33333333 8.66666667] ; [0.66666667 4.33333333],0
s5,1,0.596701,0.28,[3 6] ; [1 4],[2.57142857 6.42857143] ; [1.42857143 3.57142857],0
p7,1,0.596701,0.28,[4 6] ; [1 3],[3.57142857 6.42857143] ; [1.42857143 2.57142857],0
u2,1,0.659243,0.194444,[2 2] ; [2 1],[2.28571429 1.71428571] ; [1.71428571 1.28571429],0
p3,1,0.679708,0.170455,[3 7] ; [1 4],[2.66666667 7.33333333] ; [1.33333333 3.66666667],0
p2,1,0.698535,0.15,[7 3] ; [3 2],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
d3,1,0.698535,0.15,[7 3] ; [3 2],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
d4,1,0.698535,0.15,[7 3] ; [3 2],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
n4,1,0.698535,0.15,[7 3] ; [3 2],[6.66666667 3.33333333] ; [3.33333333 1.66666667],0
s2,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
d2,1,0.714393,0.133929,[5 5] ; [3 2],[5.33333333 4.66666667] ; [2.66666667 2.33333333],0
d1,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
a4,1,0.714393,0.133929,[5 5] ; [2 3],[4.66666667 5.33333333] ; [2.33333333 2.66666667],0
b2,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
b3,1,0.782252,0.076389,[2 6] ; [1 2],[2.18181818 5.81818182] ; [0.81818182 2.18181818],0
n1,1,0.850436,0.035556,[2 3] ; [1 2],[1.875 3.125] ; [1.125 1.875],0
s3,1,1.0,0.0,[4 6] ; [2 3],[4. 6.] ; [2. 3.],0
s1,1,1.0,0.0,[2 8] ; [1 4],[2. 8.] ; [1. 4.],0
s8,1,1.0,0.0,[2 8] ; [1 4],[2. 8.] ; [1. 4.],0
v1,1,1.0,0.0,[2 8] ; [1 4],[2. 8.] ; [1. 4.],0
p11,1,1.0,0.0,[4 6] ; [2 3],[4. 6.] ; [2. 3.],0
