Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,54.720767,[67 33] ; [535  44],[88.65979381 11.34020619] ; [513.34020619  65.65979381],1
p10,1,0.0,35.844265,[62 37] ; [498  75],[82.5 16.5] ; [477.5  95.5],1
p9,1,4e-06,21.273294,[70 29] ; [505  67],[84.83606557 14.16393443] ; [490.16393443  81.83606557],1
p4,1,7.3e-05,15.721442,[45 54] ; [381 194],[62.5727003 36.4272997] ; [363.4272997 211.5727003],1
v1,1,0.000274,13.24119,[39 58] ; [339 226],[55.38670695 41.61329305] ; [322.61329305 242.38670695],1
s6,1,0.000393,12.564366,[53 46] ; [405 162],[68.08108108 30.91891892] ; [389.91891892 177.08108108],1
s5,1,0.000525,12.024153,[16 75] ; [201 356],[30.47376543 60.52623457] ; [186.52623457 370.47376543],1
p8,1,0.000887,11.050554,[38 61] ; [320 247],[53.21621622 45.78378378] ; [304.78378378 262.21621622],1
s2,1,0.00151,10.066209,[37 62] ; [313 260],[51.5625 47.4375] ; [298.4375 274.5625],0
p5,1,0.003583,8.483924,[ 4 96] ; [ 84 490],[13.05637982 86.94362018] ; [ 74.94362018 499.05637982],0
v3,1,0.003968,8.298189,[29 67] ; [258 303],[41.93607306 54.06392694] ; [245.06392694 315.93607306],0
n1,1,0.009228,6.778084,[ 4 18] ; [49 52],[ 9.4796748 12.5203252] ; [43.5203252 57.4796748],0
p7,1,0.015337,5.877325,[55 45] ; [382 184],[65.61561562 34.38438438] ; [371.38438438 194.61561562],0
p3,1,0.015906,5.81325,[42 58] ; [317 259],[53.10650888 46.89349112] ; [305.89349112 270.10650888],0
s3,1,0.024797,5.037985,[47 52] ; [340 231],[57.18358209 41.81641791] ; [329.81641791 241.18358209],0
d1,1,0.025104,5.016708,[51 49] ; [365 216],[61.0866373 38.9133627] ; [354.9133627 226.0866373],0
p2,1,0.036461,4.375401,[78 22] ; [496  80],[84.9112426 15.0887574] ; [489.0887574  86.9112426],0
p12,1,0.058865,3.569088,[ 4 95] ; [ 57 516],[ 8.98660714 90.01339286] ; [ 52.01339286 520.98660714],0
u1,1,0.059064,3.563478,[13 87] ; [123 458],[19.97063142 80.02936858] ; [116.02936858 464.97063142],0
r2,1,0.064424,3.419657,[89  8] ; [553  23],[92.53194651  4.46805349] ; [549.46805349  26.53194651],0
