Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,8e-06,20.061026,[ 6 23] ; [32 11],[15.30555556 13.69444444] ; [22.69444444 20.30555556],1
p9,1,0.003552,8.499674,[17 12] ; [38  5],[22.15277778  6.84722222] ; [32.84722222 10.15277778],0
b1,1,0.005894,7.582466,[ 7 22] ; [25 19],[12.71232877 16.28767123] ; [19.28767123 24.71232877],0
u3,1,0.007832,7.071429,[4 7] ; [10  1],[7. 4.] ; [7. 4.],0
n4,1,0.010627,6.526711,[14 15] ; [34 10],[19.06849315  9.93150685] ; [28.93150685 15.06849315],0
d1,1,0.01876,5.523759,[11 18] ; [29 15],[15.89041096 13.10958904] ; [24.10958904 19.89041096],0
d5,1,0.020776,5.345485,[17 12] ; [35  7],[21.23943662  7.76056338] ; [30.76056338 11.23943662],0
r2,1,0.022694,5.191739,[24  5] ; [43  1],[26.61643836  2.38356164] ; [40.38356164  3.61643836],0
a5,1,0.026368,4.931739,[16 13] ; [35  9],[20.26027397  8.73972603] ; [30.73972603 13.26027397],0
s6,1,0.036945,4.352964,[21  8] ; [40  4],[24.23287671  4.76712329] ; [36.76712329  7.23287671],0
v4,1,0.056541,3.636034,[25  4] ; [43  1],[27.01369863  1.98630137] ; [40.98630137  3.01369863],0
r1,1,0.059869,3.541,[18 11] ; [36  8],[21.45205479  7.54794521] ; [32.54794521 11.45205479],0
d2,1,0.060276,3.529788,[10 19] ; [24 18],[13.88732394 15.11267606] ; [20.11267606 21.88732394],0
n5,1,0.066694,3.362564,[15 14] ; [32 12],[18.67123288 10.32876712] ; [28.32876712 15.67123288],0
b3,1,0.076967,3.127802,[ 2 11] ; [15 20],[4.60416667 8.39583333] ; [12.39583333 22.60416667],0
b2,1,0.076967,3.127802,[ 2 11] ; [15 20],[4.60416667 8.39583333] ; [12.39583333 22.60416667],0
s3,1,0.086143,2.945011,[22  7] ; [39  4],[24.56944444  4.43055556] ; [36.43055556  6.56944444],0
u2,1,0.086768,2.933333,[4 7] ; [8 3],[6. 5.] ; [6. 5.],0
p6,1,0.087375,2.922078,[ 6 22] ; [18 26],[ 9.33333333 18.66666667] ; [14.66666667 29.33333333],0
p10,1,0.089228,2.88824,[17 12] ; [34 10],[20.26027397  8.73972603] ; [30.73972603 13.26027397],0
v3,1,0.095789,2.774284,[ 7 20] ; [18 21],[10.22727273 16.77272727] ; [14.77272727 24.22727273],0
u1,1,0.119642,2.422007,[ 3 26] ; [11 33],[ 5.56164384 23.43835616] ; [ 8.43835616 35.56164384],0
a2,1,0.119642,2.422007,[ 3 26] ; [11 33],[ 5.56164384 23.43835616] ; [ 8.43835616 35.56164384],0
a6,1,0.121229,2.401374,[14 15] ; [28 14],[17.15492958 11.84507042] ; [24.84507042 17.15492958],0
r4,1,0.158436,1.989093,[23  6] ; [40  4],[25.02739726  3.97260274] ; [37.97260274  6.02739726],0
s1,1,0.159925,1.974939,[ 1 27] ; [ 6 38],[ 2.72222222 25.27777778] ; [ 4.27777778 39.72222222],0
p8,1,0.160262,1.971755,[11 18] ; [10 34],[ 8.34246575 20.65753425] ; [12.65753425 31.34246575],0
a3,1,0.238712,1.388185,[18 11] ; [33 11],[20.26027397  8.73972603] ; [30.73972603 13.26027397],0
n6,1,0.296881,1.08815,[19 10] ; [33 10],[20.94444444  8.05555556] ; [31.05555556 11.94444444],0
a4,1,0.310659,1.027874,[11 18] ; [22 22],[13.10958904 15.89041096] ; [19.89041096 24.10958904],0
a1,1,0.337103,0.921418,[ 3 26] ; [ 2 42],[ 1.98630137 27.01369863] ; [ 3.01369863 40.98630137],0
b5,1,0.337439,0.920136,[18 11] ; [32 12],[19.8630137  9.1369863] ; [30.1369863 13.8630137],0
a8,1,0.350044,0.873296,[ 2 27] ; [ 6 37],[ 3.22222222 25.77777778] ; [ 4.77777778 38.22222222],0
s5,1,0.428098,0.627979,[10 19] ; [18 23],[11.6 17.4] ; [16.4 24.6],0
a7,1,0.469581,0.522961,[16 13] ; [28 16],[17.47945205 11.52054795] ; [26.52054795 17.47945205],0
s4,1,0.523113,0.407751,[ 6 23] ; [12 32],[ 7.15068493 21.84931507] ; [10.84931507 33.15068493],0
p1,1,0.52589,0.402328,[ 2 27] ; [ 5 39],[ 2.78082192 26.21917808] ; [ 4.21917808 39.78082192],0
p12,1,0.52589,0.402328,[ 2 27] ; [ 5 39],[ 2.78082192 26.21917808] ; [ 4.21917808 39.78082192],0
v1,1,0.570526,0.321804,[16 13] ; [26 16],[17.15492958 11.84507042] ; [24.84507042 17.15492958],0
d3,1,0.570526,0.321804,[16 13] ; [26 16],[17.15492958 11.84507042] ; [24.84507042 17.15492958],0
b4,1,0.598819,0.276781,[16 13] ; [27 17],[17.08219178 11.91780822] ; [25.91780822 18.08219178],0
p7,1,0.621489,0.243781,[12 16] ; [21 22],[13.01408451 14.98591549] ; [19.98591549 23.01408451],0
p11,1,0.656788,0.197449,[19 10] ; [31 13],[19.8630137  9.1369863] ; [30.1369863 13.8630137],0
v2,1,0.656791,0.197445,[16 12] ; [25 15],[16.88235294 11.11764706] ; [24.11764706 15.88235294],0
r3,1,0.6658,0.186554,[27  2] ; [42  2],[27.4109589  1.5890411] ; [41.5890411  2.4109589],0
n3,1,0.679109,0.171131,[5 2] ; [10  6],[4.56521739 2.43478261] ; [10.43478261  5.56521739],0
p4,1,0.738815,0.111171,[11 18] ; [18 25],[11.68055556 17.31944444] ; [17.31944444 25.68055556],0
p3,1,0.791758,0.069711,[11 18] ; [15 28],[10.47222222 18.52777778] ; [15.52777778 27.47222222],0
n1,1,0.867258,0.027937,[3 4] ; [7 8],[3.18181818 3.81818182] ; [6.81818182 8.18181818],0
d4,1,0.940236,0.005621,[23  6] ; [33  9],[22.87323944  6.12676056] ; [33.12676056  8.87323944],0
