Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2e-06,22.890724,[41 70] ; [35  9],[54.42580645 56.57419355] ; [21.57419355 22.42580645],1
s7,1,1.5e-05,18.799933,[22 81] ; [25 18],[33.15753425 69.84246575] ; [13.84246575 29.15753425],1
s2,1,0.000243,13.462316,[35 76] ; [28 16],[45.11612903 65.88387097] ; [17.88387097 26.11612903],1
p11,1,0.000611,11.743026,[53 58] ; [35 10],[62.61538462 48.38461538] ; [25.38461538 19.61538462],1
s5,1,0.000765,11.324444,[14 91] ; [16 26],[21.42857143 83.57142857] ; [ 8.57142857 33.42857143],1
p10,1,0.001722,9.824888,[53 54] ; [34 10],[61.64900662 45.35099338] ; [25.35099338 18.64900662],0
s3,1,0.007908,7.054112,[51 60] ; [30 13],[58.38311688 52.61688312] ; [22.61688312 20.38311688],0
p9,1,0.010416,6.562387,[65 43] ; [36  8],[71.76315789 36.23684211] ; [29.23684211 14.76315789],0
v1,1,0.011357,6.408518,[40 69] ; [26 18],[47.01960784 61.98039216] ; [18.98039216 25.01960784],0
s4,1,0.012893,6.183784,[12 99] ; [12 33],[17.07692308 93.92307692] ; [ 6.92307692 38.07692308],0
r4,1,0.016927,5.703959,[82 29] ; [41  4],[87.51923077 23.48076923] ; [35.48076923  9.51923077],0
p4,1,0.01966,5.441799,[38 70] ; [25 20],[44.47058824 63.52941176] ; [18.52941176 26.47058824],0
p6,1,0.022156,5.233512,[17 86] ; [15 30],[22.27027027 80.72972973] ; [ 9.72972973 35.27027027],0
p5,1,0.030323,4.690881,[  3 106] ; [ 5 39],[  5.69934641 103.30065359] ; [ 2.30065359 41.69934641],0
d1,1,0.031668,4.616387,[48 63] ; [28 17],[54.07692308 56.92307692] ; [21.92307692 23.07692308],0
r3,1,0.034155,4.486936,[91 19] ; [43  2],[95.09677419 14.90322581] ; [38.90322581  6.09677419],0
p3,1,0.037882,4.310296,[34 75] ; [22 23],[39.63636364 69.36363636] ; [16.36363636 28.63636364],0
d5,1,0.038451,4.284955,[78 32] ; [39  6],[83.03225806 26.96774194] ; [33.96774194 11.03225806],0
p7,1,0.041339,4.162081,[43 62] ; [25 17],[48.57142857 56.42857143] ; [19.42857143 22.57142857],0
u2,1,0.069944,3.284342,[23 16] ; [12  2],[25.75471698 13.24528302] ; [9.24528302 4.75471698],0
p2,1,0.093404,2.814708,[69 39] ; [35 10],[73.41176471 34.58823529] ; [30.58823529 14.41176471],0
d4,1,0.113917,2.499023,[79 30] ; [38  7],[82.81168831 26.18831169] ; [34.18831169 10.81168831],0
n2,1,0.115109,2.482639,[26 13] ; [14  2],[28.36363636 10.63636364] ; [11.63636364  4.36363636],0
b3,1,0.134764,2.236747,[14 40] ; [14 20],[17.18181818 36.81818182] ; [10.81818182 23.18181818],0
b2,1,0.134764,2.236747,[14 40] ; [14 20],[17.18181818 36.81818182] ; [10.81818182 23.18181818],0
p8,1,0.146937,2.103764,[34 72] ; [20 25],[37.90728477 68.09271523] ; [16.09271523 28.90728477],0
p12,1,0.148495,2.087639,[  1 106] ; [ 2 42],[  2.12582781 104.87417219] ; [ 0.87417219 43.12582781],0
u1,1,0.225186,1.47101,[  8 103] ; [ 6 39],[  9.96153846 101.03846154] ; [ 4.03846154 40.96153846],0
n4,1,0.233902,1.416973,[61 50] ; [20 25],[57.63461538 53.36538462] ; [23.36538462 21.63461538],0
a8,1,0.254501,1.298428,[ 7 98] ; [ 5 35],[ 8.68965517 96.31034483] ; [ 3.31034483 36.68965517],0
