Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,35.080389,[60 32] ; [153  10],[76.84705882 15.15294118] ; [136.15294118  26.84705882],1
p9,1,0.0,33.778797,[38 50] ; [128  33],[58.66666667 29.33333333] ; [107.33333333  53.66666667],1
p11,1,0.0,33.091069,[39 54] ; [128  37],[60.19767442 32.80232558] ; [106.80232558  58.19767442],1
v4,1,0.0,30.906481,[62 30] ; [152  10],[77.51181102 14.48818898] ; [136.48818898  25.51181102],1
p7,1,0.0,30.524913,[16 75] ; [86 76],[36.68774704 54.31225296] ; [65.31225296 96.68774704],1
r4,1,4e-06,21.14262,[52 41] ; [136  29],[67.76744186 25.23255814] ; [120.23255814  44.76744186],1
p8,1,1.3e-05,18.986784,[12 81] ; [62 98],[27.20158103 65.79841897] ; [ 46.79841897 113.20158103],1
p10,1,3.3e-05,17.236081,[38 53] ; [111  51],[53.59288538 37.40711462] ; [95.40711462 66.59288538],1
v1,1,7.4e-05,15.715779,[19 73] ; [73 87],[33.58730159 58.41269841] ; [ 58.41269841 101.58730159],1
a1,1,0.001633,9.922436,[10 83] ; [  3 162],[ 4.68604651 88.31395349] ; [  8.31395349 156.68604651],0
r1,1,0.001718,9.828621,[50 42] ; [120  43],[61.33333333 30.66666667] ; [108.66666667  54.33333333],0
s6,1,0.002852,8.899948,[21 71] ; [67 95],[31.87401575 60.12598425] ; [ 56.12598425 105.87401575],0
n3,1,0.006381,7.439556,[19 18] ; [41 11],[24.94382022 12.05617978] ; [35.05617978 16.94382022],0
v2,1,0.011276,6.421272,[28 61] ; [75 81],[37.41632653 51.58367347] ; [65.58367347 90.41632653],0
b1,1,0.014344,5.995309,[46 47] ; [ 56 109],[36.76744186 56.23255814] ; [65.23255814 99.76744186],0
p6,1,0.021636,5.274797,[ 5 86] ; [ 24 134],[10.59839357 80.40160643] ; [ 18.40160643 139.59839357],0
b5,1,0.022438,5.211505,[48 45] ; [109  56],[56.59302326 36.40697674] ; [100.40697674  64.59302326],0
r2,1,0.031632,4.618312,[71 18] ; [146  17],[76.63888889 12.36111111] ; [140.36111111  22.63888889],0
s3,1,0.039217,4.251425,[16 75] ; [ 48 116],[22.83921569 68.16078431] ; [ 41.16078431 122.83921569],0
n6,1,0.052746,3.751955,[58 34] ; [123  42],[64.79377432 27.20622568] ; [116.20622568  48.79377432],0
d2,1,0.068952,3.307793,[41 50] ; [ 55 109],[34.25882353 56.74117647] ; [ 61.74117647 102.25882353],0
n1,1,0.070178,3.278848,[19 22] ; [14 36],[14.86813187 26.13186813] ; [18.13186813 31.86813187],0
d5,1,0.084042,2.98495,[58 35] ; [120  45],[64.1627907 28.8372093] ; [113.8372093  51.1627907],0
d3,1,0.085051,2.965637,[47 46] ; [101  63],[53.55642023 39.44357977] ; [94.44357977 69.55642023],0
p3,1,0.088648,2.898763,[14 78] ; [ 40 125],[19.3307393 72.6692607] ; [ 34.6692607 130.3307393],0
s1,1,0.116346,2.465834,[ 4 88] ; [  2 160],[ 2.17322835 89.82677165] ; [  3.82677165 158.17322835],0
s5,1,0.137237,2.208674,[ 9 81] ; [ 27 133],[12.96 77.04] ; [ 23.04 136.96],0
p1,1,0.154407,2.028162,[ 8 85] ; [  7 157],[ 5.42801556 87.57198444] ; [  9.57198444 154.42801556],0
u2,1,0.171825,1.866947,[13 22] ; [30 28],[16.1827957 18.8172043] ; [26.8172043 31.1827957],0
