Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000206,13.775091,[42 85] ; [21  9],[50.96178344 76.03821656] ; [12.03821656 17.96178344],1
s5,1,0.002061,9.494407,[23 99] ; [13 15],[29.28 92.72] ; [ 6.72 21.28],0
s6,1,0.024963,5.026479,[56 70] ; [19  9],[61.36363636 64.63636364] ; [13.63636364 14.36363636],0
d3,1,0.034611,4.464259,[68 57] ; [22  7],[73.05194805 51.94805195] ; [16.94805195 12.05194805],0
d5,1,0.037823,4.312958,[84 42] ; [25  4],[88.60645161 37.39354839] ; [20.39354839  8.60645161],0
n6,1,0.064248,3.424194,[73 52] ; [23  7],[77.41935484 47.58064516] ; [18.58064516 11.41935484],0
n4,1,0.068637,3.315322,[77 48] ; [13 17],[72.58064516 52.41935484] ; [17.41935484 12.58064516],0
s8,1,0.072373,3.228357,[30 96] ; [12 18],[33.92307692 92.07692308] ; [ 8.07692308 21.92307692],0
s7,1,0.082007,3.024667,[39 81] ; [14 14],[42.97297297 77.02702703] ; [10.02702703 17.97297297],0
s3,1,0.088832,2.895419,[53 71] ; [18 12],[57.16883117 66.83116883] ; [13.83116883 16.16883117],0
a7,1,0.103815,2.645929,[80 46] ; [23  6],[83.72903226 42.27096774] ; [19.27096774  9.72903226],0
v2,1,0.115245,2.480778,[43 77] ; [15 14],[46.7114094 73.2885906] ; [11.2885906 17.7114094],0
n1,1,0.15649,2.007819,[23 35] ; [ 3 12],[20.65753425 37.34246575] ; [5.34246575 9.65753425],0
v4,1,0.173154,1.855419,[99 26] ; [27  3],[101.61290323  23.38709677] ; [24.38709677  5.61290323],0
n5,1,0.173512,1.852336,[80 46] ; [15 15],[76.73076923 49.26923077] ; [18.26923077 11.73076923],0
p10,1,0.181664,1.783955,[57 65] ; [17 11],[60.18666667 61.81333333] ; [13.81333333 14.18666667],0
p8,1,0.195839,1.673138,[31 93] ; [ 4 25],[28.36601307 95.63398693] ; [ 6.63398693 22.36601307],0
a8,1,0.239506,1.383501,[ 14 103] ; [ 1 24],[ 12.35915493 104.64084507] ; [ 2.64084507 22.35915493],0
b1,1,0.270544,1.213985,[65 62] ; [12 18],[62.2866242 64.7133758] ; [14.7133758 15.2866242],0
s1,1,0.283016,1.152551,[ 12 113] ; [ 1 28],[ 10.55194805 114.44805195] ; [ 2.44805195 26.55194805],0
u1,1,0.29353,1.103358,[ 16 111] ; [ 6 24],[ 17.79617834 109.20382166] ; [ 4.20382166 25.79617834],0
r4,1,0.321797,0.981627,[81 46] ; [22  8],[83.31847134 43.68152866] ; [19.68152866 10.31847134],0
a1,1,0.323206,0.975927,[ 11 116] ; [ 1 29],[  9.70700637 117.29299363] ; [ 2.29299363 27.70700637],0
b4,1,0.353138,0.86215,[67 60] ; [13 17],[64.7133758 62.2866242] ; [15.2866242 14.7133758],0
d1,1,0.367122,0.813384,[52 75] ; [15 15],[54.19745223 72.80254777] ; [12.80254777 17.19745223],0
p9,1,0.382258,0.763429,[65 56] ; [17 10],[67.04054054 53.95945946] ; [14.95945946 12.04054054],0
n3,1,0.392732,0.730465,[31 26] ; [10  5],[32.45833333 24.54166667] ; [8.54166667 6.45833333],0
b5,1,0.443048,0.588377,[75 52] ; [20 10],[76.84713376 50.15286624] ; [18.15286624 11.84713376],0
v3,1,0.470149,0.521626,[36 84] ; [ 7 23],[34.4 85.6] ; [ 8.6 21.4],0
n2,1,0.476877,0.505997,[38 22] ; [8 7],[36.8 23.2] ; [9.2 5.8],0
u3,1,0.4795,0.5,[19 31] ; [5 5],[20. 30.] ; [4. 6.],0
d2,1,0.500946,0.452932,[54 71] ; [15 15],[55.64516129 69.35483871] ; [13.35483871 16.64516129],0
a3,1,0.531925,0.390713,[75 49] ; [20 10],[76.49350649 47.50649351] ; [18.50649351 11.49350649],0
r2,1,0.598488,0.277282,[106  18] ; [25  3],[106.86842105  17.13157895] ; [24.13157895  3.86842105],0
d4,1,0.6276,0.23533,[86 39] ; [22  8],[87.09677419 37.90322581] ; [20.90322581  9.09677419],0
p7,1,0.630078,0.231955,[44 79] ; [ 9 20],[42.88815789 80.11184211] ; [10.11184211 18.88815789],0
a4,1,0.678144,0.172222,[49 76] ; [13 17],[50. 75.] ; [12. 18.],0
p2,1,0.699309,0.149192,[67 60] ; [17 13],[67.94904459 59.05095541] ; [16.05095541 13.94904459],0
a6,1,0.774933,0.081755,[75 51] ; [17 13],[74.30769231 51.69230769] ; [17.69230769 12.30769231],0
v1,1,0.792721,0.069053,[43 83] ; [11 19],[43.61538462 82.38461538] ; [10.38461538 19.61538462],0
p1,1,0.806665,0.059893,[  7 120] ; [ 2 28],[  7.28025478 119.71974522] ; [ 1.71974522 28.28025478],0
u2,1,0.854458,0.033648,[22 29] ; [4 6],[21.73770492 29.26229508] ; [4.26229508 5.73770492],0
p4,1,0.864371,0.029177,[35 89] ; [ 8 22],[34.62337662 89.37662338] ; [ 8.37662338 21.62337662],0
a2,1,0.878933,0.023202,[ 27 100] ; [ 6 24],[ 26.69426752 100.30573248] ; [ 6.30573248 23.69426752],0
a5,1,0.924534,0.008973,[75 52] ; [18 12],[75.22929936 51.77070064] ; [17.77070064 12.22929936],0
r3,1,0.958122,0.002757,[95 31] ; [22  7],[95.10967742 30.89032258] ; [21.89032258  7.10967742],0
b3,1,0.96669,0.001744,[25 45] ; [4 7],[25.0617284 44.9382716] ; [3.9382716 7.0617284],0
b2,1,0.96669,0.001744,[25 45] ; [4 7],[25.0617284 44.9382716] ; [3.9382716 7.0617284],0
p6,1,0.968503,0.001559,[ 21 103] ; [ 5 24],[ 21.07189542 102.92810458] ; [ 4.92810458 24.07189542],0
r1,1,0.977604,0.000788,[83 41] ; [20 10],[82.93506494 41.06493506] ; [20.06493506  9.93506494],0
