Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,60.193117,[ 15 149] ; [36 27],[ 36.84581498 127.15418502] ; [14.15418502 48.84581498],1
r2,1,0.022443,5.211114,[144  18] ; [61  1],[148.25892857  13.74107143] ; [56.74107143  5.25892857],0
s8,1,0.028517,4.796537,[ 30 134] ; [20 43],[ 36.12334802 127.87665198] ; [13.87665198 49.12334802],0
s7,1,0.031561,4.622186,[ 36 119] ; [23 38],[ 42.33796296 112.66203704] ; [16.66203704 44.33796296],0
a4,1,0.070076,3.281241,[71 93] ; [19 44],[65.02202643 98.97797357] ; [24.97797357 38.02202643],0
a1,1,0.077747,3.11139,[  3 161] ; [ 4 59],[  5.05726872 158.94273128] ; [ 1.94273128 61.05726872],0
p12,1,0.079382,3.077515,[  3 160] ; [ 4 59],[  5.04867257 157.95132743] ; [ 1.95132743 61.04867257],0
p8,1,0.122453,2.385658,[88 74] ; [27 36],[82.8 79.2] ; [32.2 30.8],0
n4,1,0.16165,1.958721,[115  49] ; [50 13],[119.20704846  44.79295154] ; [45.79295154 17.20704846],0
p1,1,0.182261,1.779091,[ 17 147] ; [ 3 60],[ 14.44933921 149.55066079] ; [ 5.55066079 57.44933921],0
b5,1,0.204822,1.607651,[96 68] ; [31 32],[91.75330396 72.24669604] ; [35.24669604 27.75330396],0
n1,1,0.205292,1.604319,[12 24] ; [6 5],[13.78723404 22.21276596] ; [4.21276596 6.78723404],0
n6,1,0.254754,1.297045,[135  28] ; [48 15],[131.98672566  31.01327434] ; [51.01327434 11.98672566],0
p9,1,0.266056,1.236969,[148  15] ; [54  9],[145.69026549  17.30973451] ; [56.30973451  6.69026549],0
a2,1,0.26717,1.231218,[ 31 133] ; [ 8 55],[ 28.17621145 135.82378855] ; [10.82378855 52.17621145],0
n2,1,0.348443,0.879121,[25 11] ; [10  2],[26.25  9.75] ; [8.75 3.25],0
v4,1,0.349171,0.876469,[154  10] ; [56  6],[152.38938053  11.61061947] ; [57.61061947  4.38938053],0
r4,1,0.359368,0.840102,[132  32] ; [54  9],[134.37885463  29.62114537] ; [51.62114537 11.37885463],0
