Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,95.57832,[ 37 131] ; [259 127],[89.76173285 78.23826715] ; [206.23826715 179.76173285],1
s3,1,0.0,95.494971,[ 44 124] ; [271 111],[96.21818182 71.78181818] ; [218.78181818 163.21818182],1
s7,1,0.0,63.437887,[ 38 123] ; [227 144],[80.19736842 80.80263158] ; [184.80263158 186.19736842],1
s5,1,0.0,54.206059,[ 19 145] ; [167 210],[ 56.3844732 107.6155268] ; [129.6155268 247.3844732],1
s8,1,0.0,50.790415,[ 39 130] ; [215 170],[77.48375451 91.51624549] ; [176.51624549 208.48375451],1
p4,1,0.000228,13.580901,[86 83] ; [260 126],[105.35855856  63.64144144] ; [240.64144144 145.35855856],1
s4,1,0.000538,11.979167,[ 14 155] ; [ 77 305],[ 27.91107078 141.08892922] ; [ 63.08892922 318.91107078],1
u1,1,0.001464,10.123069,[ 23 146] ; [100 288],[ 37.31956912 131.68043088] ; [ 85.68043088 302.31956912],0
r4,1,0.00199,9.558372,[147  22] ; [367  21],[155.95332136  13.04667864] ; [358.04667864  29.95332136],0
n6,1,0.003324,8.620279,[133  36] ; [339  45],[144.24593128  24.75406872] ; [327.75406872  56.24593128],0
p12,1,0.003665,8.442981,[  7 161] ; [ 47 341],[ 16.31654676 151.68345324] ; [ 37.68345324 350.31654676],0
v1,1,0.005904,7.579446,[78 88] ; [224 151],[92.66543438 73.33456562] ; [209.33456562 165.66543438],0
p7,1,0.007127,7.240679,[95 71] ; [260 116],[108.72693727  57.27306273] ; [246.27306273 129.72693727],0
r1,1,0.007245,7.211142,[128  41] ; [328  57],[139.10469314  29.89530686] ; [316.89530686  68.10469314],0
p5,1,0.008772,6.868658,[ 11 156] ; [ 56 330],[ 20.23327306 146.76672694] ; [ 46.76672694 339.23327306],0
p6,1,0.016352,5.764579,[ 52 115] ; [162 224],[ 64.62567812 102.37432188] ; [149.37432188 236.62567812],0
a5,1,0.017632,5.63237,[118  51] ; [307  81],[128.9497307  40.0502693] ; [296.0502693  91.9497307],0
v4,1,0.017906,5.605278,[158  10] ; [378   8],[162.54151625   5.45848375] ; [373.45848375  12.54151625],0
r3,1,0.024977,5.025508,[157  11] ; [376  10],[161.63176895   6.36823105] ; [371.36823105  14.63176895],0
