Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,27.63411,[120  73] ; [40 85],[97.10691824 95.89308176] ; [62.89308176 62.10691824],1
v2,1,0.0,26.198983,[146  48] ; [60 67],[124.49844237  69.50155763] ; [81.50155763 45.49844237],1
s8,1,0.000477,12.204255,[151  46] ; [76 54],[136.75535168  60.24464832] ; [90.24464832 39.75535168],1
b5,1,0.001403,10.20183,[125  75] ; [58 72],[110.90909091  89.09090909] ; [72.09090909 57.90909091],0
p6,1,0.004193,8.198179,[100  96] ; [45 84],[ 87.44615385 108.55384615] ; [57.55384615 71.44615385],0
p8,1,0.011788,6.34253,[119  77] ; [60 69],[107.95076923  88.04923077] ; [71.04923077 57.95076923],0
s6,1,0.014329,5.997191,[169  28] ; [96 32],[160.63076923  36.36923077] ; [104.36923077  23.63076923],0
s2,1,0.021401,5.29387,[145  54] ; [79 51],[135.4893617  63.5106383] ; [88.5106383 41.4893617],0
d3,1,0.028369,4.805531,[149  50] ; [82 47],[140.14939024  58.85060976] ; [90.85060976 38.14939024],0
n5,1,0.028635,4.789449,[171  26] ; [100  29],[163.76380368  33.23619632] ; [107.23619632  21.76380368],0
p3,1,0.045866,3.986525,[121  78] ; [64 65],[112.24085366  86.75914634] ; [72.75914634 56.24085366],0
p12,1,0.056641,3.633117,[ 25 173] ; [  8 122],[ 19.92073171 178.07926829] ; [ 13.07926829 116.92073171],0
a6,1,0.062362,3.473426,[138  60] ; [77 52],[130.18348624  67.81651376] ; [84.81651376 44.18348624],0
s5,1,0.085696,2.95343,[ 85 106] ; [45 84],[ 77.59375 113.40625] ; [52.40625 76.59375],0
u4,1,0.100719,2.694122,[ 10 190] ; [  2 128],[  7.27272727 192.72727273] ; [  4.72727273 125.27272727],0
p4,1,0.112493,2.51884,[140  58] ; [81 49],[133.40853659  64.59146341] ; [87.59146341 42.40853659],0
a5,1,0.116392,2.465208,[165  35] ; [98 32],[159.39393939  40.60606061] ; [103.60606061  26.39393939],0
b1,1,0.129194,2.302161,[ 74 126] ; [59 71],[ 80.60606061 119.39393939] ; [52.39393939 77.60606061],0
p9,1,0.152112,2.050939,[180  19] ; [110  19],[175.94512195  23.05487805] ; [114.05487805  14.94512195],0
n2,1,0.227256,1.457957,[32  7] ; [26 11],[29.76315789  9.23684211] ; [28.23684211  8.76315789],0
a2,1,0.232027,1.428393,[ 63 137] ; [33 97],[ 58.18181818 141.81818182] ; [37.81818182 92.18181818],0
p5,1,0.309896,1.031118,[ 39 158] ; [ 20 110],[ 35.54434251 161.45565749] ; [ 23.45565749 106.54434251],0
b4,1,0.31035,1.029187,[119  81] ; [70 60],[114.54545455  85.45454545] ; [74.45454545 55.54545455],0
a8,1,0.332711,0.938317,[ 39 136] ; [21 98],[ 35.71428571 139.28571429] ; [24.28571429 94.71428571],0
