Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,55.834243,[224  20] ; [20 22],[208.16783217  35.83216783] ; [35.83216783  6.16783217],1
n6,1,0.0,27.134785,[233  12] ; [29 12],[224.44055944  20.55944056] ; [37.55944056  3.44055944],1
p9,1,0.010136,6.610911,[228  17] ; [34  8],[223.65853659  21.34146341] ; [38.34146341  3.65853659],0
v3,1,0.010734,6.508813,[119 118] ; [11 28],[111.63043478 125.36956522] ; [18.36956522 20.63043478],0
n2,1,0.011587,6.373064,[37  8] ; [5 6],[33.75 11.25] ; [8.25 2.75],0
p5,1,0.015713,5.834678,[ 57 184] ; [ 3 39],[ 51.09540636 189.90459364] ; [ 8.90459364 33.09540636],0
v1,1,0.017044,5.691795,[152  87] ; [18 23],[145.10714286  93.89285714] ; [24.89285714 16.10714286],0
b4,1,0.020594,5.360823,[134 111] ; [31 11],[140.85365854 104.14634146] ; [24.14634146 17.85365854],0
s6,1,0.032493,4.572274,[208  32] ; [31 11],[203.40425532  36.59574468] ; [35.59574468  6.40425532],0
p8,1,0.032631,4.565043,[163  80] ; [21 21],[156.88421053  86.11578947] ; [27.11578947 14.88421053],0
s2,1,0.06723,3.349394,[184  60] ; [26 16],[179.16083916  64.83916084] ; [30.83916084 11.16083916],0
p2,1,0.082546,3.014052,[228  16] ; [36  6],[225.23076923  18.76923077] ; [38.76923077  3.23076923],0
s4,1,0.085676,2.953798,[ 47 197] ; [13 29],[ 51.18881119 192.81118881] ; [ 8.81118881 33.18881119],0
s8,1,0.102236,2.670304,[175  68] ; [25 17],[170.52631579  72.47368421] ; [29.47368421 12.52631579],0
u3,1,0.104264,2.639072,[26 15] ; [9 1],[28.1372549 12.8627451] ; [6.8627451 3.1372549],0
s3,1,0.104371,2.637444,[185  58] ; [27 15],[180.75789474  62.24210526] ; [31.24210526 10.75789474],0
r1,1,0.119699,2.421257,[209  35] ; [32 10],[205.60839161  38.39160839] ; [35.39160839  6.60839161],0
p12,1,0.122373,2.386684,[ 32 212] ; [ 2 40],[ 29.00699301 214.99300699] ; [ 4.99300699 37.00699301],0
p11,1,0.141568,2.160832,[204  41] ; [31 11],[200.6097561  44.3902439] ; [34.3902439  7.6097561],0
p3,1,0.16067,1.967912,[177  67] ; [26 16],[173.18881119  70.81118881] ; [29.81118881 12.18881119],0
v4,1,0.19215,1.701052,[240   4] ; [40  2],[238.88111888   5.11888112] ; [41.11888112  0.88111888],0
r2,1,0.23419,1.415232,[234   8] ; [39  3],[232.62676056   9.37323944] ; [40.37323944  1.62676056],0
a3,1,0.242489,1.366067,[204  40] ; [32 10],[201.34265734  42.65734266] ; [34.65734266  7.34265734],0
d5,1,0.2793,1.170491,[205  39] ; [38  4],[207.31468531  36.68531469] ; [35.68531469  6.31468531],0
d3,1,0.316157,1.004779,[187  58] ; [35  7],[189.51219512  55.48780488] ; [32.48780488  9.51219512],0
b3,1,0.323588,0.974389,[ 76 101] ; [10 20],[ 73.53623188 103.46376812] ; [12.46376812 17.53623188],0
b2,1,0.323588,0.974389,[ 76 101] ; [10 20],[ 73.53623188 103.46376812] ; [12.46376812 17.53623188],0
v2,1,0.335086,0.929144,[146  95] ; [21 19],[143.22775801  97.77224199] ; [23.77224199 16.22775801],0
p10,1,0.343023,0.899101,[216  28] ; [35  7],[214.13986014  29.86013986] ; [36.86013986  5.13986014],0
a7,1,0.400049,0.708179,[171  74] ; [32 10],[173.29268293  71.70731707] ; [29.70731707 12.29268293],0
a4,1,0.414728,0.665207,[127 117] ; [19 23],[124.55944056 119.44055944] ; [21.44055944 20.55944056],0
u2,1,0.466299,0.530732,[28 13] ; [8 2],[28.94117647 12.05882353] ; [7.05882353 2.94117647],0
a8,1,0.504707,0.445024,[ 38 184] ; [ 5 34],[ 36.57471264 185.42528736] ; [ 6.42528736 32.57471264],0
b5,1,0.531174,0.392144,[139 106] ; [26 16],[140.85365854 104.14634146] ; [24.14634146 17.85365854],0
p7,1,0.549277,0.358614,[185  56] ; [34  8],[186.49823322  54.50176678] ; [32.50176678  9.49823322],0
r4,1,0.552258,0.353288,[228  17] ; [38  4],[227.07317073  17.92682927] ; [38.92682927  3.07317073],0
s5,1,0.586987,0.295075,[113 120] ; [18 23],[111.39781022 121.60218978] ; [19.60218978 21.39781022],0
n1,1,0.589084,0.291777,[24 20] ; [5 6],[23.2 20.8] ; [5.8 5.2],0
r3,1,0.59582,0.281346,[235  10] ; [41  1],[235.6097561   9.3902439] ; [40.3902439  1.6097561],0
p6,1,0.630024,0.232029,[137 106] ; [22 20],[135.56842105 107.43157895] ; [23.43157895 18.56842105],0
a2,1,0.684471,0.165136,[ 74 171] ; [14 28],[ 75.12195122 169.87804878] ; [12.87804878 29.12195122],0
a5,1,0.686494,0.162908,[199  46] ; [33  9],[198.04878049  46.95121951] ; [33.95121951  8.04878049],0
n3,1,0.69963,0.148857,[30 15] ; [8 3],[30.53571429 14.46428571] ; [7.46428571 3.53571429],0
d4,1,0.723313,0.125341,[210  34] ; [37  5],[210.72727273  33.27272727] ; [36.27272727  5.72727273],0
a6,1,0.748761,0.102575,[163  82] ; [29 13],[163.90243902  81.09756098] ; [28.09756098 13.90243902],0
u1,1,0.751551,0.100233,[ 64 181] ; [10 32],[ 63.17073171 181.82926829] ; [10.82926829 31.17073171],0
