Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,30.724931,[63 12] ; [ 8 21],[51.20192308 23.79807692] ; [19.79807692  9.20192308],1
b4,1,0.338689,0.915388,[44 31] ; [14 15],[41.82692308 33.17307692] ; [16.17307692 12.82692308],0
p1,1,0.360349,0.836676,[ 4 71] ; [ 3 26],[ 5.04807692 69.95192308] ; [ 1.95192308 27.04807692],0
a4,1,0.39705,0.717241,[30 45] ; [ 9 20],[28.125 46.875] ; [10.875 18.125],0
p3,1,0.406657,0.688552,[48 27] ; [16 13],[46.15384615 28.84615385] ; [17.84615385 11.15384615],0
a2,1,0.447925,0.575896,[ 9 66] ; [ 2 27],[ 7.93269231 67.06730769] ; [ 3.06730769 25.93269231],0
n1,1,0.51043,0.433185,[11  8] ; [5 6],[10.13333333  8.86666667] ; [5.86666667 5.13333333],0
b5,1,0.521472,0.410981,[44 31] ; [19 10],[45.43269231 29.56730769] ; [17.56730769 11.43269231],0
d1,1,0.543623,0.368867,[36 39] ; [12 17],[34.61538462 40.38461538] ; [13.38461538 15.61538462],0
v4,1,0.547156,0.362437,[63 11] ; [26  3],[63.94174757 10.05825243] ; [25.05825243  3.94174757],0
b1,1,0.680038,0.170084,[38 37] ; [16 13],[38.94230769 36.05769231] ; [15.05769231 13.94230769],0
u1,1,0.686973,0.162382,[ 4 71] ; [ 1 28],[ 3.60576923 71.39423077] ; [ 1.39423077 27.60576923],0
d2,1,0.69268,0.156199,[29 46] ; [10 19],[28.125 46.875] ; [10.875 18.125],0
a6,1,0.746359,0.104616,[44 31] ; [16 13],[43.26923077 31.73076923] ; [16.73076923 12.26923077],0
s8,1,0.751167,0.100553,[31 44] ; [11 18],[30.28846154 44.71153846] ; [11.71153846 17.28846154],0
s1,1,0.759145,0.094006,[ 4 71] ; [ 2 27],[ 4.32692308 70.67307692] ; [ 1.67307692 27.32692308],0
n3,1,0.872832,0.02562,[14  6] ; [8 3],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
n2,1,0.872832,0.02562,[14  6] ; [8 3],[14.19354839  5.80645161] ; [7.80645161 3.19354839],0
a7,1,0.905146,0.0142,[43 32] ; [17 12],[43.26923077 31.73076923] ; [16.73076923 12.26923077],0
r3,1,0.909467,0.01293,[64 11] ; [25  4],[64.18269231 10.81730769] ; [24.81730769  4.18269231],0
d4,1,0.92447,0.008988,[55 20] ; [21  8],[54.80769231 20.19230769] ; [21.19230769  7.80769231],0
s6,1,0.928722,0.008002,[44 28] ; [18 11],[44.1980198 27.8019802] ; [17.8019802 11.1980198],0
s3,1,0.95199,0.003625,[38 37] ; [14 14],[37.86407767 37.13592233] ; [14.13592233 13.86407767],0
p12,1,0.966532,0.001761,[ 5 70] ; [ 2 27],[ 5.04807692 69.95192308] ; [ 1.95192308 27.04807692],0
s4,1,0.991131,0.000124,[13 62] ; [ 5 24],[12.98076923 62.01923077] ; [ 5.01923077 23.98076923],0
