Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,26.338339,[ 9 29] ; [32  7],[20.23376623 17.76623377] ; [20.76623377 18.23376623],1
s6,1,0.000176,14.068108,[19 18] ; [36  4],[26.42857143 10.57142857] ; [28.57142857 11.42857143],1
s5,1,0.000441,12.351141,[ 4 33] ; [19 21],[11.05194805 25.94805195] ; [11.94805195 28.05194805],1
s7,1,0.013111,6.154123,[15 22] ; [25 11],[20.2739726 16.7260274] ; [19.7260274 16.2739726],0
s8,1,0.037068,4.347298,[12 26] ; [22 18],[16.56410256 21.43589744] ; [17.43589744 22.56410256],0
a3,1,0.049119,3.87128,[22 15] ; [32  8],[25.94805195 11.05194805] ; [28.05194805 11.94805195],0
a4,1,0.061575,3.49445,[12 26] ; [21 19],[16.07692308 21.92307692] ; [16.92307692 23.07692308],0
n3,1,0.105645,2.618182,[7 1] ; [4 4],[5.5 2.5] ; [5.5 2.5],0
s4,1,0.106773,2.601351,[ 4 33] ; [10 30],[ 6.72727273 30.27272727] ; [ 7.27272727 32.72727273],0
p10,1,0.14178,2.158535,[23 14] ; [31  9],[25.94805195 11.05194805] ; [28.05194805 11.94805195],0
p4,1,0.144966,2.124437,[17 20] ; [25 15],[20.18181818 16.81818182] ; [21.81818182 18.18181818],0
d4,1,0.165437,1.923817,[26 12] ; [32  7],[28.62337662  9.37662338] ; [29.37662338  9.62337662],0
p11,1,0.175346,1.836636,[22 16] ; [29 11],[24.84615385 13.15384615] ; [26.15384615 13.84615385],0
n4,1,0.17628,1.828708,[30  8] ; [36  4],[32.15384615  5.84615385] ; [33.84615385  6.15384615],0
n1,1,0.18883,1.726722,[2 5] ; [5 3],[3.26666667 3.73333333] ; [3.73333333 4.26666667],0
p2,1,0.224315,1.476553,[23 14] ; [30 10],[25.46753247 11.53246753] ; [27.53246753 12.46753247],0
d1,1,0.254773,1.296939,[16 22] ; [22 18],[18.51282051 19.48717949] ; [19.48717949 20.51282051],0
a5,1,0.257362,1.282895,[24 14] ; [30 10],[26.30769231 11.69230769] ; [27.69230769 12.30769231],0
d5,1,0.268222,1.225816,[26 12] ; [31  8],[28.12987013  9.87012987] ; [28.87012987 10.12987013],0
r3,1,0.285487,1.140784,[31  7] ; [36  4],[32.64102564  5.35897436] ; [34.35897436  5.64102564],0
a8,1,0.300106,1.073725,[ 4 29] ; [ 2 36],[ 2.78873239 30.21126761] ; [ 3.21126761 34.78873239],0
n6,1,0.311026,1.026316,[30  8] ; [35  5],[31.66666667  6.33333333] ; [33.33333333  6.66666667],0
v1,1,0.323311,0.975507,[19 18] ; [25 15],[21.14285714 15.85714286] ; [22.85714286 17.14285714],0
b5,1,0.330412,0.947282,[25 13] ; [22 18],[22.8974359 15.1025641] ; [24.1025641 15.8974359],0
p5,1,0.342546,0.900878,[ 6 31] ; [10 30],[ 7.68831169 29.31168831] ; [ 8.31168831 31.68831169],0
r2,1,0.359924,0.838158,[34  4] ; [38  2],[35.07692308  2.92307692] ; [36.92307692  3.07692308],0
a1,1,0.359924,0.838158,[ 4 34] ; [ 2 38],[ 2.92307692 35.07692308] ; [ 3.07692308 36.92307692],0
u2,1,0.371093,0.8,[11  5] ; [4 4],[10.  6.] ; [5. 3.],0
d3,1,0.379366,0.772755,[23 15] ; [28 12],[24.84615385 13.15384615] ; [26.15384615 13.84615385],0
p9,1,0.402308,0.701417,[26 12] ; [30  9],[27.63636364 10.36363636] ; [28.36363636 10.63636364],0
s1,1,0.413793,0.667877,[ 2 36] ; [ 4 35],[ 2.96103896 35.03896104] ; [ 3.03896104 35.96103896],0
p3,1,0.427222,0.630363,[17 20] ; [22 18],[18.74025974 18.25974026] ; [20.25974026 19.74025974],0
a6,1,0.438372,0.600541,[26 12] ; [24 16],[24.35897436 13.64102564] ; [25.64102564 14.35897436],0
a2,1,0.452268,0.564962,[ 6 32] ; [ 9 31],[ 7.30769231 30.69230769] ; [ 7.69230769 32.30769231],0
r4,1,0.468793,0.524821,[31  7] ; [35  5],[32.15384615  5.84615385] ; [33.84615385  6.15384615],0
b1,1,0.511849,0.430284,[20 18] ; [24 16],[21.43589744 16.56410256] ; [22.56410256 17.43589744],0
r1,1,0.514522,0.424859,[27 11] ; [31  9],[28.25641026  9.74358974] ; [29.74358974 10.25641026],0
v4,1,0.640201,0.218479,[34  4] ; [37  3],[34.58974359  3.41025641] ; [36.41025641  3.58974359],0
p6,1,0.641505,0.216779,[12 25] ; [15 25],[12.97402597 24.02597403] ; [14.02597403 25.97402597],0
p7,1,0.665338,0.187103,[20 17] ; [23 16],[20.93421053 16.06578947] ; [22.06578947 16.93421053],0
p1,1,0.67652,0.17407,[ 6 32] ; [ 5 35],[ 5.35897436 32.64102564] ; [ 5.64102564 34.35897436],0
a7,1,0.67783,0.172579,[22 16] ; [25 15],[22.8974359 15.1025641] ; [24.1025641 15.8974359],0
n5,1,0.694748,0.153993,[28 10] ; [31  9],[28.74358974  9.25641026] ; [30.25641026  9.74358974],0
u3,1,0.759463,0.09375,[11  5] ; [5 3],[10.66666667  5.33333333] ; [5.33333333 2.66666667],0
d2,1,0.806704,0.059868,[17 21] ; [19 21],[17.53846154 20.46153846] ; [18.46153846 21.53846154],0
b4,1,0.816216,0.054017,[20 18] ; [20 20],[19.48717949 18.51282051] ; [20.51282051 19.48717949],0
u1,1,0.859621,0.031278,[ 7 31] ; [ 8 32],[ 7.30769231 30.69230769] ; [ 7.69230769 32.30769231],0
n2,1,0.892795,0.018162,[7 2] ; [6 2],[6.88235294 2.11764706] ; [6.11764706 1.88235294],0
b2,1,0.974293,0.001038,[11 18] ; [ 9 15],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
b3,1,0.974293,0.001038,[11 18] ; [ 9 15],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
p8,1,0.981365,0.000546,[17 21] ; [18 22],[17.05128205 20.94871795] ; [17.94871795 22.05128205],0
