Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,43.121693,[18 37] ; [101  21],[36.97740113 18.02259887] ; [82.02259887 39.97740113],1
a4,1,0.0,42.348351,[ 6 50] ; [77 45],[26.11235955 29.88764045] ; [56.88764045 65.11235955],1
d2,1,2.5e-05,17.775005,[17 40] ; [77 44],[30.1011236 26.8988764] ; [63.8988764 57.1011236],1
u1,1,0.001368,10.248202,[ 3 54] ; [31 91],[10.82681564 46.17318436] ; [23.17318436 98.82681564],0
d1,1,0.002114,9.448044,[22 35] ; [77 45],[31.52513966 25.47486034] ; [67.47486034 54.52513966],0
a6,1,0.004605,8.028241,[27 30] ; [84 37],[35.54494382 21.45505618] ; [75.45505618 45.54494382],0
v2,1,0.004995,7.881402,[18 35] ; [68 51],[26.5 26.5] ; [59.5 59.5],0
n4,1,0.00957,6.713316,[29 28] ; [85 35],[36.71186441 20.28813559] ; [77.28813559 42.71186441],0
r1,1,0.022072,5.240132,[42 15] ; [105  15],[47.33898305  9.66101695] ; [99.66101695 20.33898305],0
d4,1,0.035366,4.427405,[39 17] ; [101  20],[44.29378531 11.70621469] ; [95.70621469 25.29378531],0
d5,1,0.040596,4.192794,[41 15] ; [104  17],[45.87570621 10.12429379] ; [99.12429379 21.87570621],0
p7,1,0.047134,3.940591,[23 33] ; [68 51],[29.12 26.88] ; [61.88 57.12],0
d3,1,0.051725,3.784643,[32 24] ; [87 34],[37.64971751 18.35028249] ; [81.35028249 39.64971751],0
u3,1,0.051942,3.777632,[27 11] ; [ 9 11],[23.5862069 14.4137931] ; [12.4137931  7.5862069],0
a8,1,0.053456,3.729597,[ 3 49] ; [18 89],[ 6.86792453 45.13207547] ; [14.13207547 92.86792453],0
p9,1,0.060486,3.524019,[30 22] ; [86 33],[35.2748538 16.7251462] ; [80.7251462 38.2748538],0
s5,1,0.062554,3.468345,[14 40] ; [46 67],[19.4011976 34.5988024] ; [40.5988024 72.4011976],0
p5,1,0.067145,3.35148,[ 8 49] ; [  7 113],[ 4.83050847 52.16949153] ; [ 10.16949153 109.83050847],0
v3,1,0.087693,2.916226,[14 39] ; [46 69],[18.92857143 34.07142857] ; [41.07142857 73.92857143],0
r3,1,0.128326,2.312644,[51  4] ; [119   3],[52.82485876  2.17514124] ; [117.17514124   4.82485876],0
u2,1,0.171916,1.866152,[21 16] ; [ 8 13],[18.5 18.5] ; [10.5 10.5],0
s6,1,0.175181,1.838036,[35 20] ; [87 31],[38.78612717 16.21387283] ; [83.21387283 34.78612717],0
a7,1,0.193307,1.692231,[38 18] ; [94 28],[41.52808989 14.47191011] ; [90.47191011 31.52808989],0
n2,1,0.209675,1.573667,[11  6] ; [36  9],[12.88709677  4.11290323] ; [34.11290323 10.88709677],0
b2,1,0.229427,1.444412,[ 6 25] ; [19 42],[ 8.42391304 22.57608696] ; [16.57608696 44.42391304],0
b3,1,0.229427,1.444412,[ 6 25] ; [19 42],[ 8.42391304 22.57608696] ; [16.57608696 44.42391304],0
s7,1,0.252448,1.309704,[21 28] ; [60 54],[24.34969325 24.65030675] ; [56.65030675 57.34969325],0
p1,1,0.291918,1.110754,[ 7 50] ; [  9 112],[ 5.12359551 51.87640449] ; [ 10.87640449 110.12359551],0
p6,1,0.35865,0.842615,[16 40] ; [42 76],[18.66666667 37.33333333] ; [39.33333333 78.66666667],0
p10,1,0.368666,0.808157,[28 25] ; [71 47],[30.68421053 22.31578947] ; [68.31578947 49.68421053],0
s8,1,0.412378,0.671934,[21 36] ; [52 68],[23.50847458 33.49152542] ; [49.49152542 70.50847458],0
a1,1,0.416961,0.658865,[ 1 56] ; [  5 117],[ 1.91061453 55.08938547] ; [  4.08938547 117.91061453],0
v1,1,0.42089,0.647828,[23 33] ; [58 64],[25.48314607 30.51685393] ; [55.51685393 66.48314607],0
n5,1,0.421476,0.646196,[33 24] ; [77 43],[35.42372881 21.57627119] ; [74.57627119 45.42372881],0
n6,1,0.422574,0.643147,[40 17] ; [91 29],[42.18644068 14.81355932] ; [88.81355932 31.18644068],0
s3,1,0.441363,0.592737,[34 22] ; [66 55],[31.63841808 24.36158192] ; [68.36158192 52.63841808],0
n1,1,0.485474,0.486542,[ 7 10] ; [22 21],[8.21666667 8.78333333] ; [20.78333333 22.21666667],0
p4,1,0.488877,0.478998,[27 30] ; [63 56],[29.14772727 27.85227273] ; [60.85227273 58.14772727],0
b1,1,0.525641,0.402811,[30 27] ; [58 64],[28.02234637 28.97765363] ; [59.97765363 62.02234637],0
v4,1,0.54945,0.358303,[52  4] ; [116   6],[52.85393258  3.14606742] ; [115.14606742   6.85393258],0
p2,1,0.559557,0.340471,[42 15] ; [84 37],[40.34831461 16.65168539] ; [85.65168539 35.34831461],0
p12,1,0.564885,0.331317,[ 1 55] ; [  4 116],[ 1.59090909 54.40909091] ; [  3.40909091 116.59090909],0
p8,1,0.618508,0.24797,[19 37] ; [45 74],[20.48 35.52] ; [43.52 75.48],0
b4,1,0.622425,0.242474,[34 23] ; [68 54],[32.48044693 24.51955307] ; [69.51955307 52.48044693],0
b5,1,0.706957,0.141335,[39 18] ; [80 42],[37.89385475 19.10614525] ; [81.10614525 40.89385475],0
