Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,68.015292,[499  97] ; [32 43],[471.64828614 124.35171386] ; [59.35171386 15.64828614],1
n4,1,0.0,48.906451,[503  94] ; [39 38],[480.08011869 116.91988131] ; [61.91988131 15.08011869],1
r2,1,0.001828,9.714631,[582  11] ; [71  6],[577.95373134  15.04626866] ; [75.04626866  1.95373134],0
s5,1,0.005003,7.878194,[228 345] ; [17 57],[216.97836167 356.02163833] ; [28.02163833 45.97836167],0
u2,1,0.005209,7.805265,[85 68] ; [22  4],[91.45810056 61.54189944] ; [15.54189944 10.45810056],0
p6,1,0.009071,6.808754,[242 349] ; [19 56],[231.60810811 359.39189189] ; [29.39189189 45.60810811],0
d2,1,0.010341,6.575258,[301 294] ; [27 50],[290.41666667 304.58333333] ; [37.58333333 39.41666667],0
s7,1,0.016643,5.733618,[308 264] ; [28 44],[298.43478261 273.56521739] ; [37.56521739 34.43478261],0
s6,1,0.027666,4.848755,[426 157] ; [47 30],[417.81666667 165.18333333] ; [55.18333333 21.81666667],0
p12,1,0.027777,4.84188,[ 62 533] ; [ 2 75],[ 56.66666667 538.33333333] ; [ 7.33333333 69.66666667],0
u3,1,0.032868,4.552644,[88 65] ; [20  5],[92.83146067 60.16853933] ; [15.16853933  9.83146067],0
v1,1,0.035762,4.408404,[342 240] ; [34 40],[333.58536585 248.41463415] ; [42.41463415 31.58536585],0
p5,1,0.038522,4.281819,[ 81 512] ; [ 4 72],[ 75.34379671 517.65620329] ; [ 9.65620329 66.34379671],0
a2,1,0.050314,3.830974,[154 443] ; [12 65],[147.03560831 449.96439169] ; [18.96439169 58.03560831],0
u1,1,0.050393,3.828327,[117 480] ; [ 8 69],[110.71958457 486.28041543] ; [14.28041543 62.71958457],0
a4,1,0.051401,3.795153,[279 317] ; [27 50],[270.98959881 325.01040119] ; [35.01040119 41.98959881],0
p7,1,0.069287,3.299833,[406 179] ; [43 30],[399.18693009 185.81306991] ; [49.81306991 23.18693009],0
p9,1,0.070572,3.269668,[570  26] ; [70  7],[566.7756315  29.2243685] ; [73.2243685  3.7756315],0
p2,1,0.08621,2.94375,[521  74] ; [62 15],[516.19791667  78.80208333] ; [66.80208333 10.19791667],0
b2,1,0.087975,2.911035,[146 214] ; [11 30],[140.94763092 219.05236908] ; [16.05236908 24.94763092],0
b3,1,0.087975,2.911035,[146 214] ; [11 30],[140.94763092 219.05236908] ; [16.05236908 24.94763092],0
p4,1,0.09247,2.830844,[388 208] ; [42 34],[381.36904762 214.63095238] ; [48.63095238 27.36904762],0
b1,1,0.096047,2.769982,[206 391] ; [34 43],[212.58160237 384.41839763] ; [27.41839763 49.58160237],0
p11,1,0.098892,2.723328,[515  82] ; [61 16],[510.1958457  86.8041543] ; [65.8041543 11.1958457],0
p3,1,0.100312,2.700582,[330 266] ; [35 42],[323.23922734 272.76077266] ; [41.76077266 35.23922734],0
s2,1,0.11367,2.50244,[330 263] ; [35 41],[323.53512706 269.46487294] ; [41.46487294 34.53512706],0
v3,1,0.121499,2.397886,[251 327] ; [24 47],[244.91525424 333.08474576] ; [30.08474576 40.91525424],0
a3,1,0.124022,2.365785,[443 152] ; [51 26],[437.39583333 157.60416667] ; [56.60416667 20.39583333],0
a8,1,0.156567,2.007074,[ 81 465] ; [ 6 64],[ 77.11363636 468.88636364] ; [ 9.88636364 60.11363636],0
d1,1,0.159748,1.976612,[375 222] ; [42 35],[369.36053412 227.63946588] ; [47.63946588 29.36053412],0
a5,1,0.230331,1.438818,[463 134] ; [55 22],[458.82195846 138.17804154] ; [59.17804154 17.82195846],0
s8,1,0.266787,1.233192,[295 300] ; [33 44],[290.41666667 304.58333333] ; [37.58333333 39.41666667],0
v2,1,0.274442,1.19441,[347 227] ; [37 32],[342.79315708 231.20684292] ; [41.20684292 27.79315708],0
