Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,32.108618,[4 7] ; [78  4],[9.69892473 1.30107527] ; [72.30107527  9.69892473],1
n6,1,0.000141,14.48589,[7 4] ; [77  3],[10.15384615  0.84615385] ; [73.84615385  6.15384615],1
s6,1,0.002469,9.163269,[5 6] ; [66 12],[8.7752809 2.2247191] ; [62.2247191 15.7752809],0
s7,1,0.046313,3.970167,[5 6] ; [56 19],[7.80232558 3.19767442] ; [53.19767442 21.80232558],0
r2,1,0.062496,3.469864,[8 3] ; [74  7],[9.80434783 1.19565217] ; [72.19565217  8.80434783],0
s5,1,0.063666,3.439219,[4 7] ; [51 27],[6.79775281 4.20224719] ; [48.20224719 29.79775281],0
a4,1,0.076503,3.137675,[2 9] ; [38 44],[4.7311828 6.2688172] ; [35.2688172 46.7311828],0
s3,1,0.097993,2.737908,[4 7] ; [50 30],[6.52747253 4.47252747] ; [47.47252747 32.52747253],0
a3,1,0.112739,2.515407,[6 5] ; [63 19],[8.16129032 2.83870968] ; [60.83870968 21.16129032],0
p6,1,0.124831,2.355632,[4 7] ; [48 31],[6.35555556 4.64444444] ; [45.64444444 33.35555556],0
r4,1,0.130029,2.292159,[8 3] ; [73  9],[9.58064516 1.41935484] ; [71.41935484 10.58064516],0
p1,1,0.137594,2.204666,[ 1 10] ; [25 57],[3.07526882 7.92473118] ; [22.92473118 59.07526882],0
d2,1,0.167871,1.901858,[3 8] ; [40 41],[5.14130435 5.85869565] ; [37.85869565 43.14130435],0
r1,1,0.201483,1.631589,[7 4] ; [66 16],[8.6344086 2.3655914] ; [64.3655914 17.6344086],0
p8,1,0.210117,1.57062,[7 4] ; [65 16],[8.60869565 2.39130435] ; [63.39130435 17.60869565],0
d5,1,0.210117,1.57062,[7 4] ; [65 16],[8.60869565 2.39130435] ; [63.39130435 17.60869565],0
p7,1,0.228537,1.449942,[7 4] ; [63 16],[8.55555556 2.44444444] ; [61.44444444 17.55555556],0
s2,1,0.23128,1.432972,[4 7] ; [45 36],[5.85869565 5.14130435] ; [43.14130435 37.85869565],0
v3,1,0.259275,1.272624,[4 6] ; [47 33],[5.66666667 4.33333333] ; [45.33333333 34.66666667],0
n1,1,0.268925,1.222222,[1 3] ; [10  8],[2. 2.] ; [9. 9.],0
p12,1,0.3022,1.064463,[4 7] ; [18 63],[2.63043478 8.36956522] ; [19.36956522 61.63043478],0
r3,1,0.31763,0.998682,[9 2] ; [74  7],[9.92391304 1.07608696] ; [73.07608696  7.92391304],0
p3,1,0.353611,0.860456,[7 4] ; [62 19],[8.25 2.75] ; [60.75 20.25],0
a7,1,0.358486,0.843189,[9 2] ; [56 26],[7.68817204 3.31182796] ; [57.31182796 24.68817204],0
u3,1,0.363646,0.825263,[4 1] ; [11  8],[3.125 1.875] ; [11.875  7.125],0
v2,1,0.366799,0.81448,[7 3] ; [44 36],[5.66666667 4.33333333] ; [45.33333333 34.66666667],0
a2,1,0.401065,0.705131,[ 1 10] ; [16 66],[2.01075269 8.98924731] ; [14.98924731 67.01075269],0
d1,1,0.410559,0.677181,[5 6] ; [48 34],[6.2688172 4.7311828] ; [46.7311828 35.2688172],0
s8,1,0.423148,0.641555,[5 6] ; [46 33],[6.23333333 4.76666667] ; [44.76666667 34.23333333],0
b1,1,0.456819,0.553677,[6 5] ; [35 47],[4.84946237 6.15053763] ; [36.15053763 45.84946237],0
v1,1,0.46413,0.535916,[6 5] ; [52 27],[7.08888889 3.91111111] ; [50.91111111 28.08888889],0
a8,1,0.489243,0.478191,[ 1 10] ; [13 62],[1.79069767 9.20930233] ; [12.20930233 62.79069767],0
n3,1,0.524052,0.405911,[3 1] ; [11  8],[2.43478261 1.56521739] ; [11.56521739  7.43478261],0
b5,1,0.556114,0.346478,[6 5] ; [37 45],[5.08602151 5.91397849] ; [37.91397849 44.08602151],0
p2,1,0.67826,0.172091,[10  1] ; [70 11],[9.56521739 1.43478261] ; [70.43478261 10.56521739],0
b4,1,0.682437,0.167395,[6 5] ; [50 32],[6.62365591 4.37634409] ; [49.37634409 32.62365591],0
a6,1,0.705782,0.142527,[6 5] ; [49 32],[6.57608696 4.42391304] ; [48.42391304 32.57608696],0
a5,1,0.763714,0.090365,[8 3] ; [63 19],[8.39784946 2.60215054] ; [62.60215054 19.39784946],0
d3,1,0.841861,0.039806,[7 4] ; [54 27],[7.29347826 3.70652174] ; [53.70652174 27.29347826],0
u1,1,0.843722,0.038862,[2 9] ; [13 69],[1.77419355 9.22580645] ; [13.22580645 68.77419355],0
a1,1,0.849722,0.0359,[ 1 10] ; [ 9 73],[1.1827957 9.8172043] ; [ 8.8172043 73.1827957],0
p4,1,0.871376,0.026215,[9 2] ; [67 13],[9.18681319 1.81318681] ; [66.81318681 13.18681319],0
d4,1,0.941234,0.005434,[9 2] ; [67 14],[9.08695652 1.91304348] ; [66.91304348 14.08695652],0
b2,1,1.0,0.0,[4 4] ; [30 30],[4. 4.] ; [30. 30.],0
b3,1,1.0,0.0,[4 4] ; [30 30],[4. 4.] ; [30. 30.],0
