Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,7.2e-05,15.752727,[1 4] ; [49  6],[4.16666667 0.83333333] ; [45.83333333  9.16666667],1
v4,1,0.000438,12.364617,[2 3] ; [51  4],[4.41666667 0.58333333] ; [48.58333333  6.41666667],1
p9,1,0.015239,5.888668,[1 4] ; [40 15],[3.41666667 1.58333333] ; [37.58333333 17.41666667],0
s1,1,0.021065,5.321407,[2 3] ; [ 4 50],[0.50847458 4.49152542] ; [ 5.49152542 48.50847458],0
p10,1,0.035716,4.410613,[1 4] ; [37 18],[3.16666667 1.83333333] ; [34.83333333 20.16666667],0
r2,1,0.039274,4.248959,[3 2] ; [50  5],[4.41666667 0.58333333] ; [48.58333333  6.41666667],0
p7,1,0.12771,2.320123,[4 1] ; [24 30],[2.37288136 2.62711864] ; [25.62711864 28.37288136],0
s6,1,0.134381,2.241147,[2 3] ; [39 15],[3.47457627 1.52542373] ; [37.52542373 16.47457627],0
p8,1,0.147812,2.094692,[3 1] ; [21 34],[1.62711864 2.37288136] ; [22.37288136 32.62711864],0
s3,1,0.161125,1.963636,[1 4] ; [29 26],[2.5 2.5] ; [27.5 27.5],0
p11,1,0.186449,1.745455,[2 3] ; [38 17],[3.33333333 1.66666667] ; [36.66666667 18.33333333],0
d3,1,0.240543,1.37741,[4 1] ; [29 26],[2.75 2.25] ; [30.25 24.75],0
d5,1,0.418492,0.654545,[3 2] ; [42 13],[3.75 1.25] ; [41.25 13.75],0
n5,1,0.419235,0.652458,[4 1] ; [34 21],[3.16666667 1.83333333] ; [34.83333333 20.16666667],0
n3,1,0.421317,0.646639,[1 1] ; [13  4],[1.47368421 0.52631579] ; [12.52631579  4.47368421],0
b4,1,0.432153,0.61703,[2 3] ; [32 23],[2.83333333 2.16666667] ; [31.16666667 23.83333333],0
p3,1,0.432153,0.61703,[2 3] ; [32 23],[2.83333333 2.16666667] ; [31.16666667 23.83333333],0
p5,1,0.432768,0.615385,[1 3] ; [ 6 46],[0.5 3.5] ; [ 6.5 45.5],0
s5,1,0.490632,0.47514,[1 4] ; [18 33],[1.69642857 3.30357143] ; [17.30357143 33.69642857],0
v3,1,0.490632,0.47514,[1 4] ; [18 33],[1.69642857 3.30357143] ; [17.30357143 33.69642857],0
p6,1,0.492557,0.470935,[1 4] ; [19 35],[1.69491525 3.30508475] ; [18.30508475 35.69491525],0
s2,1,0.504173,0.446142,[2 3] ; [30 24],[2.71186441 2.28813559] ; [29.28813559 24.71186441],0
v2,1,0.528265,0.397728,[2 3] ; [29 24],[2.67241379 2.32758621] ; [28.32758621 24.67241379],0
a4,1,0.58558,0.2973,[3 2] ; [26 29],[2.41666667 2.58333333] ; [26.58333333 28.41666667],0
d2,1,0.58558,0.2973,[2 3] ; [29 26],[2.58333333 2.41666667] ; [28.41666667 26.58333333],0
b2,1,0.612585,0.256428,[1 3] ; [14 23],[1.46341463 2.53658537] ; [13.53658537 23.46341463],0
b3,1,0.612585,0.256428,[1 3] ; [14 23],[1.46341463 2.53658537] ; [13.53658537 23.46341463],0
d4,1,0.724771,0.123967,[4 1] ; [40 15],[3.66666667 1.33333333] ; [40.33333333 14.66666667],0
v1,1,0.729731,0.119359,[2 3] ; [25 27],[2.36842105 2.63157895] ; [24.63157895 27.36842105],0
a2,1,0.743641,0.106952,[1 4] ; [ 8 47],[0.75 4.25] ; [ 8.25 46.75],0
a6,1,0.754969,0.097403,[3 2] ; [29 26],[2.66666667 2.33333333] ; [29.33333333 25.66666667],0
b1,1,0.814421,0.055096,[2 3] ; [25 30],[2.25 2.75] ; [24.75 30.25],0
d1,1,0.814421,0.055096,[3 2] ; [30 25],[2.75 2.25] ; [30.25 24.75],0
n1,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
a7,1,0.875164,0.024681,[3 2] ; [31 24],[2.83333333 2.16666667] ; [31.16666667 23.83333333],0
b5,1,0.875164,0.024681,[3 2] ; [31 24],[2.83333333 2.16666667] ; [31.16666667 23.83333333],0
n6,1,0.882154,0.021975,[3 1] ; [43 12],[3.11864407 0.88135593] ; [42.88135593 12.11864407],0
u1,1,0.91987,0.01012,[1 4] ; [10 45],[0.91666667 4.08333333] ; [10.08333333 44.91666667],0
n4,1,1.0,0.0,[3 2] ; [33 22],[3. 2.] ; [33. 22.],0
