Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,6e-06,20.589173,[24 20] ; [ 9 56],[13.32110092 30.67889908] ; [19.67889908 45.32110092],1
s8,1,0.000226,13.599258,[22 22] ; [11 54],[13.32110092 30.67889908] ; [19.67889908 45.32110092],1
r3,1,0.000613,11.735231,[42  2] ; [43 20],[34.95327103  9.04672897] ; [50.04672897 12.95327103],1
s7,1,0.000932,10.957693,[20 21] ; [11 50],[12.46078431 28.53921569] ; [18.53921569 42.46078431],1
r4,1,0.001148,10.572361,[39  5] ; [39 26],[31.48623853 12.51376147] ; [46.51376147 18.48623853],0
s6,1,0.003192,8.694097,[29 14] ; [25 40],[21.5 21.5] ; [32.5 32.5],0
p6,1,0.00333,8.61718,[15 29] ; [ 7 57],[ 8.96296296 35.03703704] ; [13.03703704 50.96296296],0
p7,1,0.003908,8.326251,[24 20] ; [17 46],[16.85981308 27.14018692] ; [24.14018692 38.85981308],0
p2,1,0.006029,7.541756,[35  9] ; [35 30],[28.25688073 15.74311927] ; [41.74311927 23.25688073],0
a3,1,0.006163,7.502028,[31 13] ; [28 36],[24.03703704 19.96296296] ; [34.96296296 29.03703704],0
s5,1,0.009009,6.820948,[10 32] ; [ 4 60],[ 5.54716981 36.45283019] ; [ 8.45283019 55.54716981],0
d5,1,0.009806,6.669796,[29 15] ; [26 38],[22.40740741 21.59259259] ; [32.59259259 31.40740741],0
n6,1,0.015671,5.839407,[38  6] ; [42 22],[32.59259259 11.40740741] ; [47.40740741 16.59259259],0
p10,1,0.015725,5.833333,[30 12] ; [30 33],[24. 18.] ; [36. 27.],0
s3,1,0.063745,3.437175,[26 17] ; [27 37],[21.29906542 21.70093458] ; [31.70093458 32.29906542],0
p5,1,0.06443,3.419516,[ 4 40] ; [ 1 64],[ 2.01834862 41.98165138] ; [ 2.98165138 62.01834862],0
v4,1,0.073977,3.192499,[40  4] ; [49 14],[36.59813084  7.40186916] ; [52.40186916 10.59813084],0
s2,1,0.07626,3.142851,[20 23] ; [19 45],[15.6728972 27.3271028] ; [23.3271028 40.6728972],0
