Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.528874,[20 50] ; [31  5],[33.67924528 36.32075472] ; [17.32075472 18.67924528],1
s7,1,6.4e-05,15.974927,[ 9 61] ; [17 18],[17.33333333 52.66666667] ; [ 8.66666667 26.33333333],1
s6,1,0.002031,9.521622,[25 46] ; [24 12],[32.51401869 38.48598131] ; [16.48598131 19.51401869],0
a8,1,0.006782,7.329862,[ 3 67] ; [ 7 26],[ 6.7961165 63.2038835] ; [ 3.2038835 29.7961165],0
p7,1,0.011037,6.459365,[33 37] ; [25  9],[39.03846154 30.96153846] ; [18.96153846 15.03846154],0
p5,1,0.021812,5.260701,[ 3 70] ; [ 6 29],[ 6.08333333 66.91666667] ; [ 2.91666667 32.08333333],0
p10,1,0.02361,5.123072,[35 36] ; [26 10],[40.47663551 30.52336449] ; [20.52336449 15.47663551],0
p4,1,0.034296,4.47987,[19 52] ; [17 19],[23.88785047 47.11214953] ; [12.11214953 23.88785047],0
s8,1,0.034968,4.446721,[13 60] ; [13 23],[17.41284404 55.58715596] ; [ 8.58715596 27.41284404],0
s1,1,0.068964,3.3075,[ 3 69] ; [ 5 31],[ 5.33333333 66.66666667] ; [ 2.66666667 33.33333333],0
v4,1,0.083001,3.005134,[56 16] ; [32  3],[59.21495327 12.78504673] ; [28.78504673  6.21495327],0
p8,1,0.089151,2.889632,[22 50] ; [17 19],[26. 46.] ; [13. 23.],0
r3,1,0.097475,2.746371,[55 18] ; [32  4],[58.26605505 14.73394495] ; [28.73394495  7.26605505],0
r4,1,0.099195,2.718437,[43 30] ; [27  9],[46.88073394 26.11926606] ; [23.11926606 12.88073394],0
s5,1,0.099377,2.715517,[ 9 61] ; [ 9 26],[12. 58.] ; [ 6. 29.],0
p1,1,0.109524,2.561072,[ 5 68] ; [ 6 30],[ 7.36697248 65.63302752] ; [ 3.63302752 32.36697248],0
b4,1,0.118783,2.433297,[42 31] ; [15 21],[38.17431193 34.82568807] ; [18.82568807 17.17431193],0
d4,1,0.132744,2.260118,[29 43] ; [20 16],[32.66666667 39.33333333] ; [16.33333333 19.66666667],0
d3,1,0.133444,2.251977,[20 53] ; [15 21],[23.44036697 49.55963303] ; [11.55963303 24.44036697],0
a7,1,0.154197,2.030235,[30 43] ; [20 16],[33.48623853 39.51376147] ; [16.51376147 19.48623853],0
p6,1,0.182785,1.774831,[15 55] ; [12 24],[17.83018868 52.16981132] ; [ 9.16981132 26.83018868],0
a3,1,0.211111,1.563792,[21 50] ; [15 21],[23.88785047 47.11214953] ; [12.11214953 23.88785047],0
v1,1,0.221065,1.497445,[23 48] ; [16 20],[25.87850467 45.12149533] ; [13.12149533 22.87850467],0
a6,1,0.229494,1.443995,[31 42] ; [11 25],[28.12844037 44.87155963] ; [13.87155963 22.12844037],0
n3,1,0.236289,1.402597,[18  9] ; [4 5],[16.5 10.5] ; [5.5 3.5],0
b2,1,0.255032,1.295524,[12 29] ; [ 4 20],[10.09230769 30.90769231] ; [ 5.90769231 18.09230769],0
b3,1,0.255032,1.295524,[12 29] ; [ 4 20],[10.09230769 30.90769231] ; [ 5.90769231 18.09230769],0
a4,1,0.260664,1.26523,[ 9 63] ; [ 2 34],[ 7.33333333 64.66666667] ; [ 3.66666667 32.33333333],0
n5,1,0.2986,1.080437,[42 29] ; [25 11],[44.45794393 26.54205607] ; [22.54205607 13.45794393],0
v2,1,0.364004,0.824031,[19 48] ; [13 22],[21.01960784 45.98039216] ; [10.98039216 24.01960784],0
b5,1,0.365906,0.81752,[40 33] ; [23 13],[42.19266055 30.80733945] ; [20.80733945 15.19266055],0
u2,1,0.367323,0.812702,[22 29] ; [11  9],[23.70422535 27.29577465] ; [ 9.29577465 10.70422535],0
u3,1,0.373735,0.791209,[20 32] ; [10 10],[21.66666667 30.33333333] ; [ 8.33333333 11.66666667],0
