Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,58.203096,[147 100] ; [ 38 135],[108.79761905 138.20238095] ; [76.20238095 96.79761905],1
v1,1,1e-06,24.243945,[168  79] ; [76 97],[143.4952381 103.5047619] ; [100.5047619  72.4952381],1
a5,1,5.8e-05,16.153674,[209  44] ; [117  61],[191.36426914  61.63573086] ; [134.63573086  43.36426914],1
s4,1,0.005624,7.667008,[ 49 204] ; [ 54 120],[ 61.02810304 191.97189696] ; [ 41.97189696 132.02810304],0
s8,1,0.007551,7.136944,[168  84] ; [96 82],[154.71627907  97.28372093] ; [109.28372093  68.71627907],0
d1,1,0.010451,6.556364,[176  78] ; [102  76],[163.4537037  90.5462963] ; [114.5462963  63.4537037],0
d4,1,0.01761,5.634567,[224  28] ; [142  34],[215.4953271  36.5046729] ; [150.5046729  25.4953271],0
p12,1,0.017924,5.603585,[ 35 215] ; [ 12 166],[ 27.45327103 222.54672897] ; [ 19.54672897 158.45327103],0
s7,1,0.022136,5.235063,[185  59] ; [110  58],[174.70873786  69.29126214] ; [120.29126214  47.70873786],0
d5,1,0.025933,4.960491,[220  33] ; [138  37],[211.62149533  41.37850467] ; [146.37850467  28.62149533],0
b1,1,0.026254,4.939206,[ 90 164] ; [82 96],[101.12962963 152.87037037] ; [ 70.87037037 107.12962963],0
s1,1,0.029005,4.767341,[  8 242] ; [ 14 162],[ 12.91079812 237.08920188] ; [  9.08920188 166.91079812],0
u1,1,0.050482,3.82538,[ 66 188] ; [ 32 146],[ 57.62037037 196.37962963] ; [ 40.37962963 137.62037037],0
p9,1,0.058333,3.584148,[224  23] ; [149  27],[217.80378251  29.19621749] ; [155.19621749  20.80378251],0
r1,1,0.058844,3.569678,[218  34] ; [141  36],[210.88111888  41.11888112] ; [148.11888112  28.88111888],0
d2,1,0.062295,3.475201,[144 108] ; [85 92],[134.51748252 117.48251748] ; [94.48251748 82.51748252],0
r3,1,0.073877,3.194712,[248   5] ; [168   9],[244.7627907   8.2372093] ; [171.2372093   5.7627907],0
p7,1,0.081421,3.036301,[169  73] ; [106  66],[160.74879227  81.25120773] ; [114.25120773  57.74879227],0
a3,1,0.099662,2.710943,[196  56] ; [126  52],[188.70697674  63.29302326] ; [133.29302326  44.70697674],0
b4,1,0.150515,2.067022,[156  98] ; [97 81],[148.75462963 105.24537037] ; [104.24537037  73.75462963],0
a2,1,0.18532,1.754436,[ 73 181] ; [ 41 137],[ 67.02777778 186.97222222] ; [ 46.97222222 131.02777778],0
n3,1,0.186297,1.746661,[38 11] ; [28 15],[35.15217391 13.84782609] ; [30.84782609 12.15217391],0
p3,1,0.199822,1.643676,[140 110] ; [88 89],[133.48946136 116.51053864] ; [94.51053864 82.48946136],0
n6,1,0.227412,1.456975,[219  29] ; [150  28],[214.81690141  33.18309859] ; [154.18309859  23.81690141],0
p6,1,0.227568,1.455996,[114 132] ; [ 72 106],[107.91509434 138.08490566] ; [78.08490566 99.91509434],0
n4,1,0.232799,1.42368,[205  48] ; [135  42],[200.04651163  52.95348837] ; [139.95348837  37.04651163],0
a1,1,0.264831,1.243328,[ 18 236] ; [  8 170],[ 15.28703704 238.71296296] ; [ 10.71296296 167.28703704],0
a6,1,0.277232,1.18061,[166  85] ; [108  69],[160.68691589  90.31308411] ; [113.31308411  63.68691589],0
p10,1,0.278458,1.1746,[216  33] ; [146  30],[212.08941176  36.91058824] ; [149.91058824  26.08941176],0
s5,1,0.29053,1.117164,[124 114] ; [81 92],[118.71046229 119.28953771] ; [86.28953771 86.71046229],0
p8,1,0.295964,1.092291,[137 109] ; [90 88],[131.70283019 114.29716981] ; [95.29716981 82.70283019],0
p5,1,0.3061,1.04743,[ 29 222] ; [ 26 148],[ 32.48235294 218.51764706] ; [ 22.51764706 151.48235294],0
a8,1,0.320852,0.985469,[ 40 189] ; [ 23 144],[ 36.43181818 192.56818182] ; [ 26.56818182 140.43181818],0
u3,1,0.328603,0.954395,[37 21] ; [37 14],[39.37614679 18.62385321] ; [34.62385321 16.37614679],0
n5,1,0.372136,0.79652,[200  50] ; [136  42],[196.26168224  53.73831776] ; [139.73831776  38.26168224],0
n2,1,0.430823,0.620603,[40  8] ; [33 10],[38.50549451  9.49450549] ; [34.49450549  8.50549451],0
u4,1,0.437673,0.602376,[  9 245] ; [  4 174],[  7.64351852 246.35648148] ; [  5.35648148 172.64351852],0
b2,1,0.485691,0.486059,[62 92] ; [40 71],[59.2754717 94.7245283] ; [42.7245283 68.2754717],0
b3,1,0.485691,0.486059,[62 92] ; [40 71],[59.2754717 94.7245283] ; [42.7245283 68.2754717],0
u2,1,0.534613,0.385616,[33 25] ; [32 19],[34.58715596 23.41284404] ; [30.41284404 20.58715596],0
a7,1,0.596549,0.280232,[188  64] ; [128  49],[185.62237762  66.37762238] ; [130.37762238  46.62237762],0
r4,1,0.596819,0.279821,[240  14] ; [166  12],[238.71296296  15.28703704] ; [167.28703704  10.71296296],0
p1,1,0.600567,0.274142,[ 22 230] ; [ 18 158],[ 23.55140187 228.44859813] ; [ 16.44859813 159.55140187],0
s6,1,0.603683,0.269477,[214  32] ; [150  26],[212.18957346  33.81042654] ; [151.81042654  24.18957346],0
p4,1,0.673274,0.177796,[163  86] ; [113  65],[160.94613583  88.05386417] ; [115.05386417  62.94613583],0
d3,1,0.702572,0.14581,[179  73] ; [122  54],[177.22429907  74.77570093] ; [123.77570093  52.22429907],0
n1,1,0.718254,0.130172,[19 28] ; [19 24],[19.84444444 27.15555556] ; [18.15555556 24.84444444],0
v4,1,0.743177,0.107354,[246   7] ; [173   4],[246.52790698   6.47209302] ; [172.47209302   4.52790698],0
