Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.002288,9.302619,[567 138] ; [6 7],[562.62534819 142.37465181] ; [10.37465181  2.62534819],0
d4,1,0.002973,8.824204,[591 109] ; [7 6],[587.09677419 112.90322581] ; [10.90322581  2.09677419],0
n1,1,0.00394,8.311038,[49 86] ; [7 1],[52.86713287 82.13286713] ; [3.13286713 4.86713287],0
d5,1,0.007329,7.19063,[580 122] ; [7 6],[576.32727273 125.67272727] ; [10.67272727  2.32727273],0
p2,1,0.030526,4.67941,[587 112] ; [8 5],[584.13623596 114.86376404] ; [10.86376404  2.13623596],0
a4,1,0.034193,4.485035,[333 369] ; [ 2 10],[329.3697479 372.6302521] ; [5.6302521 6.3697479],0
p7,1,0.038285,4.292318,[451 232] ; [5 8],[447.48275862 235.51724138] ; [8.51724138 4.48275862],0
d3,1,0.04136,4.161198,[505 197] ; [6 7],[501.70909091 200.29090909] ; [9.29090909 3.70909091],0
a6,1,0.054394,3.700569,[496 205] ; [6 7],[492.85994398 208.14005602] ; [9.14005602 3.85994398],0
p1,1,0.055325,3.672266,[ 57 641] ; [ 3 10],[ 58.90295359 639.09704641] ; [ 1.09704641 11.90295359],0
p10,1,0.067286,3.348024,[566 128] ; [8 5],[563.44554455 130.55445545] ; [10.55445545  2.44554455],0
b1,1,0.081973,3.025343,[267 438] ; [8 5],[270.02089136 434.97910864] ; [4.97910864 8.02089136],0
u3,1,0.090634,2.863071,[125  65] ; [1 3],[123.40206186  66.59793814] ; [2.59793814 1.40206186],0
p4,1,0.091506,2.847686,[428 268] ; [5 8],[425.0606488 270.9393512] ; [7.9393512 5.0606488],0
a2,1,0.121566,2.397026,[189 516] ; [ 1 12],[186.55988858 518.44011142] ; [3.44011142 9.55988858],0
u2,1,0.161437,1.960718,[113  76] ; [1 3],[111.6373057  77.3626943] ; [2.3626943 1.6373057],0
b4,1,0.161724,1.958029,[406 299] ; [10  3],[408.46796657 296.53203343] ; [7.53203343 5.46796657],0
p3,1,0.180751,1.791439,[353 346] ; [9 4],[355.39044944 343.60955056] ; [6.60955056 6.39044944],0
a5,1,0.181704,1.783631,[544 160] ; [8 5],[541.9916318 162.0083682] ; [10.0083682  2.9916318],0
p5,1,0.182533,1.776878,[ 78 618] ; [ 3 10],[ 79.51480959 616.48519041] ; [ 1.48519041 11.51480959],0
v1,1,0.196807,1.665911,[388 300] ; [5 8],[385.71184023 302.28815977] ; [7.28815977 5.71184023],0
v2,1,0.204898,1.607111,[403 271] ; [5 7],[400.86297376 273.13702624] ; [7.13702624 4.86297376],0
u1,1,0.249095,1.328371,[146 559] ; [ 1 12],[144.33844011 560.66155989] ; [ 2.66155989 10.33844011],0
d1,1,0.249172,1.32794,[436 269] ; [6 7],[433.99721448 271.00278552] ; [8.00278552 4.99721448],0
b3,1,0.326369,0.963251,[163 263] ; [2 7],[161.5862069 264.4137931] ; [3.4137931 5.5862069],0
b2,1,0.326369,0.963251,[163 263] ; [2 7],[161.5862069 264.4137931] ; [3.4137931 5.5862069],0
p12,1,0.367704,0.811409,[ 58 636] ; [ 2 11],[ 58.89674682 635.10325318] ; [ 1.10325318 11.89674682],0
d2,1,0.375837,0.784273,[357 345] ; [5 8],[355.41818182 346.58181818] ; [6.58181818 6.41818182],0
n2,1,0.379479,0.772388,[100  36] ; [7 1],[101.05555556  34.94444444] ; [5.94444444 2.05555556],0
p9,1,0.383713,0.758771,[584 109] ; [9 3],[582.90638298 110.09361702] ; [10.09361702  1.90638298],0
p8,1,0.387169,0.747815,[374 317] ; [8 4],[375.47937411 315.52062589] ; [6.52062589 5.47937411],0
s1,1,0.388627,0.743233,[ 23 670] ; [ 1 12],[ 23.55807365 669.44192635] ; [ 0.44192635 12.55807365],0
s5,1,0.406949,0.687697,[237 439] ; [6 7],[238.41509434 437.58490566] ; [4.58490566 8.41509434],0
s3,1,0.41179,0.673626,[401 293] ; [5 6],[399.66524823 294.33475177] ; [6.33475177 4.66524823],0
s8,1,0.415063,0.664251,[325 374] ; [7 5],[326.39662447 372.60337553] ; [5.60337553 6.39662447],0
n6,1,0.429251,0.624848,[590 110] ; [12  1],[591.02384292 108.97615708] ; [10.97615708  2.02384292],0
n5,1,0.437125,0.603818,[526 173] ; [11  2],[527.19522472 171.80477528] ; [9.80477528 3.19522472],0
b5,1,0.47558,0.508983,[419 286] ; [9 4],[420.25069638 284.74930362] ; [7.74930362 5.25069638],0
n4,1,0.610858,0.258927,[554 149] ; [11  2],[554.74162011 148.25837989] ; [10.25837989  2.74162011],0
p6,1,0.642143,0.21595,[256 435] ; [4 9],[255.19886364 435.80113636] ; [4.80113636 8.19886364],0
s2,1,0.652859,0.202315,[365 331] ; [6 7],[364.19746121 331.80253879] ; [6.80253879 6.19746121],0
a7,1,0.654784,0.199922,[525 178] ; [9 4],[524.30446927 178.69553073] ; [9.69553073 3.30446927],0
s6,1,0.692329,0.156575,[481 209] ; [9 3],[481.62393162 208.37606838] ; [8.37606838 3.62393162],0
s7,1,0.72406,0.124636,[341 330] ; [5 6],[340.41935484 330.58064516] ; [5.58064516 5.41935484],0
n3,1,0.731931,0.117346,[104  31] ; [5 2],[103.62676056  31.37323944] ; [5.37323944 1.62676056],0
a3,1,0.881572,0.022194,[513 189] ; [9 3],[513.22689076 188.77310924] ; [8.77310924 3.22689076],0
s4,1,0.939872,0.00569,[112 581] ; [ 2 11],[111.90084986 581.09915014] ; [ 2.09915014 10.90084986],0
v3,1,0.986937,0.000268,[282 391] ; [5 7],[281.97226277 391.02773723] ; [5.02773723 6.97226277],0
