Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.989632,[2 7] ; [47  4],[7.35 1.65] ; [41.65  9.35],1
r2,1,6.2e-05,16.032887,[4 3] ; [50  1],[6.51724138 0.48275862] ; [47.48275862  3.51724138],1
v4,1,0.000219,13.656995,[5 4] ; [48  2],[8.08474576 0.91525424] ; [44.91525424  5.08474576],1
p10,1,0.000286,13.158594,[1 8] ; [37 13],[5.79661017 3.20338983] ; [32.20338983 17.79661017],1
p9,1,0.00051,12.078074,[2 7] ; [39 10],[6.36206897 2.63793103] ; [34.63793103 14.36206897],1
s1,1,0.003628,8.461037,[3 6] ; [ 2 48],[0.76271186 8.23728814] ; [ 4.23728814 45.76271186],0
r1,1,0.021398,5.294118,[3 6] ; [37 14],[6. 3.] ; [34. 17.],0
a6,1,0.023709,5.115784,[2 7] ; [32 19],[5.1 3.9] ; [28.9 22.1],0
p11,1,0.023709,5.115784,[2 7] ; [32 19],[5.1 3.9] ; [28.9 22.1],0
a7,1,0.049328,3.864167,[4 5] ; [39 12],[6.45 2.55] ; [36.55 14.45],0
v2,1,0.062551,3.468427,[1 8] ; [22 28],[3.50847458 5.49152542] ; [19.49152542 30.50847458],0
b1,1,0.069581,3.292873,[5 4] ; [13 38],[2.7 6.3] ; [15.3 35.7],0
v1,1,0.084416,2.977765,[1 8] ; [21 30],[3.3 5.7] ; [18.7 32.3],0
b3,1,0.096451,2.763269,[3 3] ; [ 4 19],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
b2,1,0.096451,2.763269,[3 3] ; [ 4 19],[1.44827586 4.55172414] ; [ 5.55172414 17.44827586],0
d2,1,0.156439,2.008318,[6 3] ; [21 30],[4.05 4.95] ; [22.95 28.05],0
a1,1,0.158568,1.98783,[1 8] ; [ 1 50],[0.3 8.7] ; [ 1.7 49.3],0
b4,1,0.160817,1.96653,[4 5] ; [35 16],[5.85 3.15] ; [33.15 17.85],0
s6,1,0.178339,1.811409,[5 4] ; [37 11],[6.63157895 2.36842105] ; [35.36842105 12.63157895],0
d3,1,0.190826,1.71123,[5 4] ; [39 12],[6.6 2.4] ; [37.4 13.6],0
n2,1,0.241696,1.370677,[3 4] ; [11  5],[4.26086957 2.73913043] ; [9.73913043 6.26086957],0
p3,1,0.252366,1.31016,[1 8] ; [15 36],[2.4 6.6] ; [13.6 37.4],0
n4,1,0.280917,1.162646,[7 2] ; [30 21],[5.55 3.45] ; [31.45 19.55],0
n6,1,0.356796,0.849138,[6 3] ; [41 10],[7.05 1.95] ; [39.95 11.05],0
p1,1,0.361558,0.832473,[1 8] ; [ 2 49],[0.45 8.55] ; [ 2.55 48.45],0
p4,1,0.383362,0.759894,[2 7] ; [19 32],[3.15 5.85] ; [17.85 33.15],0
s5,1,0.394879,0.723864,[2 6] ; [18 26],[3.07692308 4.92307692] ; [16.92307692 27.07692308],0
a4,1,0.422219,0.644131,[5 4] ; [21 30],[3.9 5.1] ; [22.1 28.9],0
p2,1,0.422219,0.644131,[4 5] ; [30 21],[5.1 3.9] ; [28.9 22.1],0
s2,1,0.440973,0.59375,[5 4] ; [33 15],[6. 3.] ; [32. 16.],0
d4,1,0.44169,0.591889,[6 3] ; [40 11],[6.9 2.1] ; [39.1 11.9],0
s8,1,0.443102,0.588235,[2 7] ; [18 33],[3. 6.] ; [17. 34.],0
v3,1,0.455006,0.558152,[1 8] ; [11 39],[1.83050847 7.16949153] ; [10.16949153 39.83050847],0
p6,1,0.510439,0.433167,[2 7] ; [ 7 44],[1.35 7.65] ; [ 7.65 43.35],0
a5,1,0.519372,0.41514,[5 4] ; [34 17],[5.85 3.15] ; [33.15 17.85],0
s3,1,0.575862,0.312972,[5 4] ; [32 17],[5.74137931 3.25862069] ; [31.25862069 17.74137931],0
n5,1,0.582306,0.302521,[6 3] ; [29 22],[5.25 3.75] ; [29.75 21.25],0
a3,1,0.599452,0.275823,[5 4] ; [33 18],[5.7 3.3] ; [32.3 18.7],0
s7,1,0.625697,0.237941,[4 4] ; [20 29],[3.36842105 4.63157895] ; [20.63157895 28.36842105],0
u1,1,0.627626,0.235294,[1 8] ; [ 9 42],[1.5 7.5] ; [ 8.5 42.5],0
b5,1,0.659003,0.194737,[7 2] ; [36 15],[6.45 2.55] ; [36.55 14.45],0
p8,1,0.707272,0.141017,[1 8] ; [ 8 42],[1.37288136 7.62711864] ; [ 7.62711864 42.37288136],0
d1,1,0.717688,0.130719,[5 4] ; [25 26],[4.5 4.5] ; [25.5 25.5],0
a2,1,0.723046,0.125593,[1 8] ; [ 8 43],[1.35 7.65] ; [ 7.65 43.35],0
u3,1,0.746188,0.104762,[3 1] ; [12  6],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
n3,1,0.808605,0.058673,[4 3] ; [10  6],[4.26086957 2.73913043] ; [9.73913043 6.26086957],0
d5,1,0.812897,0.056022,[6 3] ; [36 15],[6.3 2.7] ; [35.7 15.3],0
n1,1,0.897785,0.016502,[2 5] ; [ 5 11],[2.13043478 4.86956522] ; [ 4.86956522 11.13043478],0
u2,1,1.0,0.0,[2 2] ; [9 9],[2. 2.] ; [9. 9.],0
