Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.918389,[ 2 30] ; [49 17],[16.65306122 15.34693878] ; [34.34693878 31.65306122],1
p11,1,0.0,28.687385,[ 2 30] ; [42 24],[14.36734694 17.63265306] ; [29.63265306 36.36734694],1
v4,1,1.1e-05,19.248192,[12 20] ; [54 12],[21.55102041 10.44897959] ; [44.44897959 21.55102041],1
p9,1,0.00088,11.063816,[ 6 23] ; [37 27],[13.40860215 15.59139785] ; [29.59139785 34.40860215],1
p10,1,0.000987,10.851508,[ 7 24] ; [38 27],[14.53125 16.46875] ; [30.46875 34.53125],1
v2,1,0.000988,10.85,[ 3 28] ; [27 35],[10. 21.] ; [20. 42.],1
n6,1,0.003855,8.35065,[10 21] ; [42 24],[16.6185567 14.3814433] ; [35.3814433 30.6185567],0
u3,1,0.005701,7.642556,[ 1 11] ; [14 11],[4.86486486 7.13513514] ; [10.13513514 14.86486486],0
b5,1,0.006206,7.489363,[ 9 23] ; [38 28],[15.34693878 16.65306122] ; [31.65306122 34.34693878],0
a1,1,0.007868,7.063365,[ 7 25] ; [ 3 63],[ 3.26530612 28.73469388] ; [ 6.73469388 59.26530612],0
n3,1,0.012529,6.23438,[ 5 11] ; [19  8],[8.93023256 7.06976744] ; [15.06976744 11.93023256],0
r1,1,0.01479,5.94133,[11 21] ; [40 26],[16.65306122 15.34693878] ; [34.34693878 31.65306122],0
u2,1,0.017706,5.625,[ 2 10] ; [14 10],[5.33333333 6.66666667] ; [10.66666667 13.33333333],0
n2,1,0.029326,4.748374,[ 7 10] ; [22  8],[10.4893617  6.5106383] ; [18.5106383 11.4893617],0
d4,1,0.03251,4.571419,[18 14] ; [51 15],[22.53061224  9.46938776] ; [46.46938776 19.53061224],0
s2,1,0.039333,4.246432,[ 1 31] ; [12 54],[ 4.24489796 27.75510204] ; [ 8.75510204 57.24489796],0
n5,1,0.040915,4.179515,[25  7] ; [37 28],[20.45360825 11.54639175] ; [41.54639175 23.45360825],0
p7,1,0.042795,4.103471,[ 4 27] ; [21 44],[ 8.07291667 22.92708333] ; [16.92708333 48.07291667],0
a7,1,0.085682,2.953687,[14 18] ; [41 25],[17.95918367 14.04081633] ; [37.04081633 28.95918367],0
r2,1,0.105714,2.617158,[21  9] ; [54 10],[23.93617021  6.06382979] ; [51.06382979 12.93617021],0
p4,1,0.115761,2.473755,[ 3 28] ; [15 50],[ 5.8125 25.1875] ; [12.1875 52.8125],0
v1,1,0.124742,2.356743,[ 4 28] ; [17 48],[ 6.92783505 25.07216495] ; [14.07216495 50.92783505],0
s7,1,0.131675,2.27265,[ 2 27] ; [12 51],[ 4.41304348 24.58695652] ; [ 9.58695652 53.41304348],0
n4,1,0.170897,1.875057,[23  9] ; [38 28],[19.91836735 12.08163265] ; [41.08163265 24.91836735],0
b1,1,0.198415,1.654005,[18 14] ; [28 38],[15.02040816 16.97959184] ; [30.97959184 35.02040816],0
p1,1,0.217035,1.523868,[ 5 27] ; [ 5 61],[ 3.26530612 28.73469388] ; [ 6.73469388 59.26530612],0
s1,1,0.217035,1.523868,[ 5 27] ; [ 5 61],[ 3.26530612 28.73469388] ; [ 6.73469388 59.26530612],0
p3,1,0.244312,1.355541,[ 5 27] ; [17 48],[ 7.25773196 24.74226804] ; [14.74226804 50.25773196],0
p8,1,0.255599,1.292439,[ 4 27] ; [15 51],[ 6.07216495 24.92783505] ; [12.92783505 53.07216495],0
b2,1,0.273733,1.197942,[12 13] ; [13 25],[ 9.92063492 15.07936508] ; [15.07936508 22.92063492],0
b3,1,0.273733,1.197942,[12 13] ; [13 25],[ 9.92063492 15.07936508] ; [15.07936508 22.92063492],0
u1,1,0.282199,1.156469,[ 1 31] ; [ 6 60],[ 2.28571429 29.71428571] ; [ 4.71428571 61.28571429],0
d3,1,0.311561,1.024047,[13 19] ; [34 32],[15.34693878 16.65306122] ; [31.65306122 34.34693878],0
s8,1,0.367895,0.810761,[ 2 30] ; [ 8 58],[ 3.26530612 28.73469388] ; [ 6.73469388 59.26530612],0
n1,1,0.44732,0.577433,[9 8] ; [12 17],[7.76086957 9.23913043] ; [13.23913043 15.76086957],0
d1,1,0.464046,0.536117,[13 19] ; [32 34],[14.69387755 17.30612245] ; [30.30612245 35.69387755],0
a2,1,0.591105,0.288621,[ 4 28] ; [11 55],[ 4.89795918 27.10204082] ; [10.10204082 55.89795918],0
s3,1,0.622236,0.242737,[ 7 24] ; [18 48],[ 7.98969072 23.01030928] ; [17.01030928 48.98969072],0
a4,1,0.728921,0.120104,[12 19] ; [28 38],[12.78350515 18.21649485] ; [27.21649485 38.78350515],0
a6,1,0.789196,0.071479,[18 14] ; [39 27],[18.6122449 13.3877551] ; [38.3877551 27.6122449],0
v3,1,0.792923,0.068915,[ 8 24] ; [14 48],[ 7.4893617 24.5106383] ; [14.5106383 47.4893617],0
d5,1,0.793589,0.068463,[19 13] ; [41 25],[19.59183673 12.40816327] ; [40.40816327 25.59183673],0
s4,1,0.811124,0.05711,[ 2 30] ; [ 5 61],[ 2.28571429 29.71428571] ; [ 4.71428571 61.28571429],0
a8,1,0.811844,0.056667,[ 2 29] ; [ 5 59],[ 2.28421053 28.71578947] ; [ 4.71578947 59.28421053],0
a3,1,0.8199,0.051835,[20 11] ; [41 25],[19.49484536 11.50515464] ; [41.50515464 24.49484536],0
d2,1,0.837548,0.042038,[15 16] ; [30 35],[14.53125 16.46875] ; [30.46875 34.53125],0
b4,1,0.881086,0.022378,[17 15] ; [34 32],[16.65306122 15.34693878] ; [34.34693878 31.65306122],0
a5,1,0.901025,0.015467,[18 14] ; [38 28],[18.28571429 13.71428571] ; [37.71428571 28.28571429],0
s5,1,0.969775,0.001436,[ 2 30] ; [ 4 58],[ 2.04255319 29.95744681] ; [ 3.95744681 58.04255319],0
