Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,107.142878,[586  11] ; [90 32],[561.29624478  35.70375522] ; [114.70375522   7.29624478],1
s8,1,0.021374,5.296022,[276 316] ; [43 79],[264.4929972 327.5070028] ; [54.5070028 67.4929972],0
n5,1,0.022072,5.240127,[461 132] ; [83 39],[451.17762238 141.82237762] ; [92.82237762 29.17762238],0
s5,1,0.061222,3.503978,[210 368] ; [31 83],[201.29768786 376.70231214] ; [39.70231214 74.29768786],0
v3,1,0.086307,2.941947,[238 336] ; [40 81],[229.6 344.4] ; [48.4 72.6],0
s7,1,0.100276,2.701156,[296 274] ; [51 66],[287.90393013 282.09606987] ; [59.09606987 57.90393013],0
a8,1,0.106873,2.599861,[ 81 450] ; [ 11 105],[ 75.50540958 455.49459042] ; [16.49459042 99.50540958],0
u3,1,0.119433,2.424735,[91 57] ; [25 26],[86.27135678 61.72864322] ; [29.72864322 21.27135678],0
p12,1,0.128707,2.308036,[ 48 544] ; [  5 116],[ 44.0056101 547.9943899] ; [  8.9943899 112.0056101],0
p11,1,0.145486,2.118957,[489 108] ; [93 29],[483.24617524 113.75382476] ; [98.75382476 23.24617524],0
s2,1,0.19085,1.711041,[314 276] ; [57 65],[307.42977528 282.57022472] ; [63.57022472 58.42977528],0
s3,1,0.204618,1.609105,[351 238] ; [64 56],[344.76022567 244.23977433] ; [70.23977433 49.76022567],0
s4,1,0.206779,1.593836,[ 93 495] ; [25 97],[ 97.72394366 490.27605634] ; [ 20.27605634 101.72394366],0
p1,1,0.287316,1.132158,[ 57 537] ; [  8 114],[ 53.92458101 540.07541899] ; [ 11.07541899 110.92458101],0
a1,1,0.29369,1.102631,[ 22 575] ; [  7 115],[ 24.07927677 572.92072323] ; [  4.92072323 117.07927677],0
p3,1,0.298079,1.08277,[319 277] ; [59 63],[313.77158774 282.22841226] ; [64.22841226 57.77158774],0
b5,1,0.307341,1.042067,[357 240] ; [79 43],[362.01947149 234.98052851] ; [73.98052851 48.01947149],0
b3,1,0.353508,0.860825,[139 219] ; [22 45],[135.61882353 222.38117647] ; [25.38117647 41.61882353],0
b2,1,0.353508,0.860825,[139 219] ; [22 45],[135.61882353 222.38117647] ; [25.38117647 41.61882353],0
u4,1,0.368561,0.808509,[ 12 585] ; [  1 121],[ 10.79415855 586.20584145] ; [  2.20584145 119.79415855],0
u2,1,0.406322,0.689536,[84 64] ; [25 25],[81.47474747 66.52525253] ; [27.52525253 22.47474747],0
b4,1,0.432256,0.616753,[349 248] ; [76 46],[352.88595271 244.11404729] ; [72.11404729 49.88595271],0
p5,1,0.478593,0.502069,[ 72 523] ; [ 12 110],[ 69.70711297 525.29288703] ; [ 14.29288703 107.70711297],0
n6,1,0.487778,0.481425,[511  83] ; [102  20],[508.55027933  85.44972067] ; [104.44972067  17.55027933],0
p10,1,0.53003,0.394334,[498  93] ; [100  22],[495.67741935  95.32258065] ; [102.32258065  19.67741935],0
s1,1,0.554874,0.348657,[ 15 572] ; [  2 119],[ 14.09463277 572.90536723] ; [  2.90536723 118.09463277],0
n2,1,0.658159,0.195767,[83 29] ; [28  8],[84. 28.] ; [27.  9.],0
p6,1,0.661739,0.191418,[235 353] ; [45 74],[232.87128713 355.12871287] ; [47.12871287 71.87128713],0
n3,1,0.677251,0.173237,[84 29] ; [28  8],[84.93959732 28.06040268] ; [27.06040268  8.93959732],0
n1,1,0.7173,0.131094,[41 71] ; [14 21],[41.9047619 70.0952381] ; [13.0952381 21.9047619],0
p9,1,0.849727,0.035898,[512  76] ; [107  15],[512.63661972  75.36338028] ; [106.36338028  15.63661972],0
b1,1,0.855086,0.033355,[215 382] ; [45 77],[215.88317107 381.11682893] ; [44.11682893 77.88317107],0
