Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,4.4e-05,16.687975,[6 3] ; [ 8 62],[1.59493671 7.40506329] ; [12.40506329 57.59493671],1
p6,1,0.001231,10.443214,[7 2] ; [18 54],[2.77777778 6.22222222] ; [22.22222222 49.77777778],0
p1,1,0.00218,9.391778,[5 4] ; [10 63],[1.64634146 7.35365854] ; [13.35365854 59.64634146],0
s1,1,0.006059,7.532766,[3 6] ; [ 4 66],[0.79746835 8.20253165] ; [ 6.20253165 63.79746835],0
s7,1,0.02787,4.836085,[7 2] ; [27 42],[3.92307692 5.07692308] ; [30.07692308 38.92307692],0
s2,1,0.055044,3.680751,[6 3] ; [24 47],[3.375 5.625] ; [26.625 44.375],0
s8,1,0.058423,3.58159,[6 3] ; [25 48],[3.40243902 5.59756098] ; [27.59756098 45.40243902],0
p12,1,0.073858,3.195129,[1 8] ; [ 1 72],[0.2195122 8.7804878] ; [ 1.7804878 71.2195122],0
a1,1,0.073858,3.195129,[1 8] ; [ 1 72],[0.2195122 8.7804878] ; [ 1.7804878 71.2195122],0
v3,1,0.077085,3.125319,[6 3] ; [26 46],[3.55555556 5.44444444] ; [28.44444444 43.55555556],0
p8,1,0.141268,2.164096,[6 3] ; [29 42],[3.9375 5.0625] ; [31.0625 39.9375],0
p4,1,0.164821,1.929426,[7 2] ; [39 34],[5.04878049 3.95121951] ; [40.95121951 32.04878049],0
b3,1,0.191848,1.703369,[4 4] ; [13 35],[2.42857143 5.57142857] ; [14.57142857 33.42857143],0
b2,1,0.191848,1.703369,[4 4] ; [13 35],[2.42857143 5.57142857] ; [14.57142857 33.42857143],0
d1,1,0.206893,1.593036,[1 8] ; [ 2 71],[0.32926829 8.67073171] ; [ 2.67073171 70.32926829],0
u2,1,0.211552,1.560776,[3 1] ; [13 18],[1.82857143 2.17142857] ; [14.17142857 16.82857143],0
r3,1,0.268819,1.222763,[7 2] ; [64  7],[7.9875 1.0125] ; [63.0125  7.9875],0
b4,1,0.289212,1.123288,[6 3] ; [35 38],[4.5 4.5] ; [36.5 36.5],0
r1,1,0.307056,1.043297,[8 1] ; [52 19],[6.75 2.25] ; [53.25 17.75],0
a8,1,0.324516,0.970659,[2 6] ; [ 8 57],[1.09589041 6.90410959] ; [ 8.90410959 56.09589041],0
b1,1,0.363092,0.82717,[5 4] ; [29 44],[3.73170732 5.26829268] ; [30.26829268 42.73170732],0
n4,1,0.429957,0.622939,[8 1] ; [55 16],[7.0875 1.9125] ; [55.9125 15.0875],0
s3,1,0.433211,0.614201,[5 3] ; [34 37],[3.94936709 4.05063291] ; [35.05063291 35.94936709],0
d3,1,0.435829,0.607239,[4 5] ; [23 50],[2.96341463 6.03658537] ; [24.03658537 48.96341463],0
n6,1,0.440266,0.595588,[8 1] ; [56 16],[7.11111111 1.88888889] ; [56.88888889 15.11111111],0
p3,1,0.4553,0.557423,[5 4] ; [31 42],[3.95121951 5.04878049] ; [32.04878049 40.95121951],0
p7,1,0.481529,0.495399,[6 3] ; [38 32],[5.01265823 3.98734177] ; [38.98734177 31.01265823],0
s6,1,0.532191,0.390205,[6 3] ; [39 31],[5.12658228 3.87341772] ; [39.87341772 30.12658228],0
a5,1,0.603909,0.269141,[5 4] ; [47 26],[5.70731707 3.29268293] ; [46.29268293 26.70731707],0
b5,1,0.603909,0.269141,[5 4] ; [47 26],[5.70731707 3.29268293] ; [46.29268293 26.70731707],0
a4,1,0.608189,0.26282,[3 6] ; [18 53],[2.3625 6.6375] ; [18.6375 52.3625],0
r4,1,0.679714,0.170448,[8 1] ; [61 12],[7.57317073 1.42682927] ; [61.42682927 11.57317073],0
p2,1,0.740939,0.109303,[7 2] ; [53 20],[6.58536585 2.41463415] ; [53.41463415 19.58536585],0
p11,1,0.740939,0.109303,[7 2] ; [53 20],[6.58536585 2.41463415] ; [53.41463415 19.58536585],0
d5,1,0.782689,0.076075,[4 5] ; [36 37],[4.3902439 4.6097561] ; [35.6097561 37.3902439],0
u3,1,0.854935,0.033425,[2 2] ; [17 14],[2.17142857 1.82857143] ; [16.82857143 14.17142857],0
a3,1,0.873512,0.025344,[5 4] ; [42 30],[5.22222222 3.77777778] ; [41.77777778 30.22222222],0
v2,1,0.878627,0.02332,[5 4] ; [37 33],[4.78481013 4.21518987] ; [37.21518987 32.78481013],0
p9,1,0.906935,0.013667,[7 2] ; [58 15],[7.13414634 1.86585366] ; [57.86585366 15.13414634],0
a2,1,0.916115,0.011094,[1 8] ; [ 9 64],[1.09756098 7.90243902] ; [ 8.90243902 64.09756098],0
d2,1,0.943017,0.005109,[2 7] ; [17 56],[2.08536585 6.91463415] ; [16.91463415 56.08536585],0
a6,1,0.96547,0.001874,[5 4] ; [40 33],[4.93902439 4.06097561] ; [40.06097561 32.93902439],0
p10,1,0.983099,0.000449,[7 2] ; [55 16],[6.975 2.025] ; [55.025 15.975],0
a7,1,1.0,0.0,[6 3] ; [48 24],[6. 3.] ; [48. 24.],0
