Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.427626,[18 25] ; [189  46],[32.01798561 10.98201439] ; [174.98201439  60.01798561],1
p9,1,2.3e-05,17.889037,[30 12] ; [223  17],[37.68085106  4.31914894] ; [215.31914894  24.68085106],1
p8,1,3.4e-05,17.178139,[13 30] ; [153  86],[25.31205674 17.68794326] ; [140.68794326  98.31205674],1
p4,1,0.000386,12.598217,[18 23] ; [174  68],[27.81625442 13.18374558] ; [164.18374558  77.81625442],1
p10,1,0.00052,12.041867,[30 12] ; [219  23],[36.82394366  5.17605634] ; [212.17605634  29.82394366],1
p11,1,0.001186,10.511456,[26 17] ; [200  43],[33.97902098  9.02097902] ; [192.02097902  50.97902098],0
n5,1,0.00479,7.957014,[26 17] ; [193  48],[33.1584507  9.8415493] ; [185.8415493  55.1584507],0
n4,1,0.006025,7.542904,[26 17] ; [192  49],[33.00704225  9.99295775] ; [184.99295775  56.00704225],0
s4,1,0.016804,5.716684,[17 25] ; [ 55 184],[10.76156584 31.23843416] ; [ 61.23843416 177.76156584],0
p3,1,0.024914,5.029822,[18 24] ; [149  94],[24.61052632 17.38947368] ; [142.38947368 100.61052632],0
s1,1,0.027171,4.879896,[ 4 39] ; [  6 232],[ 1.53024911 41.46975089] ; [  8.46975089 229.53024911],0
b1,1,0.055914,3.654615,[22 21] ; [ 87 156],[16.38811189 26.61188811] ; [ 92.61188811 150.38811189],0
p12,1,0.075458,3.160102,[ 9 34] ; [ 27 215],[ 5.43157895 37.56842105] ; [ 30.56842105 211.43157895],0
a3,1,0.087703,2.916037,[29 14] ; [191  50],[33.30985915  9.69014085] ; [186.69014085  54.30985915],0
d5,1,0.089532,2.882765,[32 10] ; [209  33],[35.64084507  6.35915493] ; [205.35915493  36.64084507],0
r1,1,0.091899,2.840798,[33 10] ; [208  32],[36.61837456  6.38162544] ; [204.38162544  35.61837456],0
u2,1,0.106822,2.600616,[4 9] ; [29 23],[6.6 6.4] ; [26.4 25.6],0
v1,1,0.122512,2.384907,[22 21] ; [152  87],[26.53191489 16.46808511] ; [147.46808511  91.53191489],0
d3,1,0.132227,2.266163,[26 16] ; [178  65],[30.06315789 11.93684211] ; [173.93684211  69.06315789],0
s3,1,0.138071,2.199326,[26 17] ; [170  67],[30.1 12.9] ; [165.9  71.1],0
u1,1,0.150453,2.067654,[ 6 37] ; [ 58 185],[ 9.62237762 33.37762238] ; [ 54.37762238 188.62237762],0
a2,1,0.166175,1.917113,[ 8 35] ; [ 70 173],[11.72727273 31.27272727] ; [ 66.27272727 176.72727273],0
p6,1,0.170597,1.877688,[16 27] ; [116 123],[20.12765957 22.87234043] ; [111.87234043 127.12765957],0
