Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.0,36.008094,[ 18 255] ; [17 30],[ 29.859375 243.140625] ; [ 5.140625 41.859375],1
s5,1,1e-06,24.97953,[ 86 182] ; [32 13],[101.03514377 166.96485623] ; [16.96485623 28.03514377],1
p1,1,3e-06,21.915942,[ 17 258] ; [13 34],[ 25.62111801 249.37888199] ; [ 4.37888199 42.62111801],1
p4,1,0.000167,14.173285,[173 101] ; [42  4],[184.09375  89.90625] ; [30.90625 15.09375],1
p8,1,0.001226,10.450462,[150 119] ; [38  9],[160.03797468 108.96202532] ; [27.96202532 19.03797468],0
p3,1,0.004214,8.189413,[153 121] ; [36 10],[161.83125 112.16875] ; [27.16875 18.83125],0
b5,1,0.008837,6.855422,[184  92] ; [22 25],[176.0247678  99.9752322] ; [29.9752322 17.0247678],0
p10,1,0.009008,6.821239,[225  46] ; [45  1],[230.82018927  40.17981073] ; [39.17981073  6.82018927],0
p7,1,0.009909,6.651221,[183  85] ; [40  6],[190.33121019  77.66878981] ; [32.66878981 13.33121019],0
a1,1,0.02004,5.408396,[ 12 264] ; [ 6 41],[ 15.38080495 260.61919505] ; [ 2.61919505 44.38080495],0
p6,1,0.020829,5.341066,[117 151] ; [28 17],[124.15335463 143.84664537] ; [20.84664537 24.15335463],0
n5,1,0.023672,5.118487,[218  55] ; [44  3],[223.51875  49.48125] ; [38.48125  8.51875],0
s8,1,0.024248,5.076835,[135 138] ; [31 15],[142.06269592 130.93730408] ; [23.93730408 22.06269592],0
b3,1,0.0294,4.744023,[ 62 104] ; [22 17],[68.0195122 97.9804878] ; [15.9804878 23.0195122],0
b2,1,0.0294,4.744023,[ 62 104] ; [22 17],[68.0195122 97.9804878] ; [15.9804878 23.0195122],0
v3,1,0.031574,4.621493,[155 113] ; [35 12],[161.65079365 106.34920635] ; [28.34920635 18.65079365],0
r3,1,0.032262,4.584538,[271   4] ; [44  3],[269.02173913   5.97826087] ; [45.97826087  1.02173913],0
a2,1,0.049009,3.875044,[ 79 197] ; [ 7 40],[ 73.48606811 202.51393189] ; [12.51393189 34.48606811],0
r2,1,0.071742,3.242707,[260  12] ; [41  5],[257.4591195  14.5408805] ; [43.5408805  2.4591195],0
