Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000327,12.907563,[10  4] ; [ 6 28],[4.66666667 9.33333333] ; [11.33333333 22.66666667],1
p11,1,0.000815,11.206098,[10  4] ; [ 7 27],[4.95833333 9.04166667] ; [12.04166667 21.95833333],1
p8,1,0.001324,10.308465,[8 5] ; [ 5 29],[3.59574468 9.40425532] ; [ 9.40425532 24.59574468],0
p2,1,0.001805,9.738295,[11  3] ; [10 24],[6.125 7.875] ; [14.875 19.125],0
p3,1,0.007284,7.201569,[9 5] ; [ 8 26],[4.95833333 9.04166667] ; [12.04166667 21.95833333],0
p6,1,0.018543,5.544097,[6 8] ; [ 4 29],[ 2.9787234 11.0212766] ; [ 7.0212766 25.9787234],0
v2,1,0.021629,5.275397,[6 8] ; [ 4 28],[ 3.04347826 10.95652174] ; [ 6.95652174 25.04347826],0
b5,1,0.056738,3.630252,[10  4] ; [14 20],[7. 7.] ; [17. 17.],0
v4,1,0.068002,3.330612,[11  3] ; [17 17],[8.16666667 5.83333333] ; [19.83333333 14.16666667],0
s2,1,0.115995,2.470588,[7 7] ; [ 9 25],[4.66666667 9.33333333] ; [11.33333333 22.66666667],0
d2,1,0.170333,1.880007,[5 9] ; [19 14],[7.14893617 6.85106383] ; [16.85106383 16.14893617],0
r4,1,0.18055,1.793094,[6 8] ; [ 8 26],[4.08333333 9.91666667] ; [ 9.91666667 24.08333333],0
n6,1,0.184393,1.761858,[10  3] ; [19 15],[8.0212766 4.9787234] ; [20.9787234 13.0212766],0
p1,1,0.186141,1.747899,[ 1 13] ; [ 8 26],[ 2.625 11.375] ; [ 6.375 27.625],0
b3,1,0.237188,1.39723,[3 8] ; [13 14],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
b2,1,0.237188,1.39723,[3 8] ; [13 14],[4.63157895 6.36842105] ; [11.36842105 15.63157895],0
a4,1,0.246008,1.34583,[ 4 10] ; [15 17],[5.7826087 8.2173913] ; [13.2173913 18.7826087],0
a1,1,0.255909,1.290756,[ 1 13] ; [ 7 27],[ 2.33333333 11.66666667] ; [ 5.66666667 28.33333333],0
p9,1,0.279265,1.170664,[8 5] ; [14 18],[6.35555556 6.64444444] ; [15.64444444 16.35555556],0
n3,1,0.293803,1.102114,[4 2] ; [ 8 11],[2.88 3.12] ; [9.12 9.88],0
u2,1,0.305507,1.05,[3 3] ; [ 4 11],[2. 4.] ; [ 5. 10.],0
r1,1,0.316783,1.002181,[ 4 10] ; [15 19],[5.54166667 8.45833333] ; [13.45833333 20.54166667],0
b4,1,0.316783,1.002181,[10  4] ; [19 15],[8.45833333 5.54166667] ; [20.54166667 13.45833333],0
r2,1,0.325331,0.967393,[9 5] ; [25  7],[10.34782609  3.65217391] ; [23.65217391  8.34782609],0
p10,1,0.383651,0.758971,[7 7] ; [12 21],[5.65957447 8.34042553] ; [13.34042553 19.65957447],0
s6,1,0.493291,0.46934,[6 7] ; [12 22],[4.9787234 8.0212766] ; [13.0212766 20.9787234],0
s3,1,0.507211,0.439817,[6 7] ; [11 20],[5.02272727 7.97727273] ; [11.97727273 19.02272727],0
a5,1,0.524574,0.404892,[10  4] ; [21 13],[9.04166667 4.95833333] ; [21.95833333 12.04166667],0
a8,1,0.538652,0.378044,[ 1 13] ; [ 1 31],[ 0.60869565 13.39130435] ; [ 1.39130435 30.60869565],0
s5,1,0.562775,0.334922,[5 9] ; [ 9 24],[4.17021277 9.82978723] ; [ 9.82978723 23.17021277],0
d3,1,0.575403,0.313725,[7 7] ; [14 20],[6.125 7.875] ; [14.875 19.125],0
s1,1,0.633751,0.227008,[ 1 13] ; [ 4 30],[ 1.45833333 12.54166667] ; [ 3.54166667 30.45833333],0
n2,1,0.663674,0.189091,[3 3] ; [12  8],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
n1,1,0.663674,0.189091,[3 3] ; [12  8],[3.46153846 2.53846154] ; [11.53846154  8.46153846],0
a7,1,0.710062,0.138215,[7 7] ; [15 19],[6.41666667 7.58333333] ; [15.58333333 18.41666667],0
d1,1,0.725038,0.123717,[5 9] ; [14 20],[5.54166667 8.45833333] ; [13.45833333 20.54166667],0
n5,1,0.810293,0.057623,[12  2] ; [30  4],[12.25  1.75] ; [29.75  4.25],0
p5,1,0.810293,0.057623,[ 2 12] ; [ 4 30],[ 1.75 12.25] ; [ 4.25 29.75],0
d4,1,0.852915,0.034373,[7 7] ; [16 18],[6.70833333 7.29166667] ; [16.29166667 17.70833333],0
s7,1,0.878825,0.023244,[3 9] ; [ 9 24],[3.2 8.8] ; [ 8.8 24.2],0
v1,1,0.881655,0.022163,[ 4 10] ; [ 9 25],[ 3.79166667 10.20833333] ; [ 9.20833333 24.79166667],0
a3,1,0.887494,0.020015,[8 6] ; [19 13],[8.2173913 5.7826087] ; [18.7826087 13.2173913],0
a6,1,0.936225,0.006403,[8 6] ; [19 15],[7.875 6.125] ; [19.125 14.875],0
d5,1,0.936225,0.006403,[8 6] ; [19 15],[7.875 6.125] ; [19.125 14.875],0
b1,1,0.936225,0.006403,[8 6] ; [19 15],[7.875 6.125] ; [19.125 14.875],0
s4,1,0.948046,0.004246,[ 3 11] ; [ 7 27],[ 2.91666667 11.08333333] ; [ 7.08333333 26.91666667],0
s8,1,0.973855,0.001074,[ 3 10] ; [ 8 26],[3.04255319 9.95744681] ; [ 7.95744681 26.04255319],0
v3,1,0.98677,0.000275,[ 3 11] ; [ 7 26],[ 2.9787234 11.0212766] ; [ 7.0212766 25.9787234],0
