Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,63.789032,[440  26] ; [6 9],[432.09147609  33.90852391] ; [13.90852391  1.09147609],1
r2,1,2e-06,22.740234,[447  15] ; [10  4],[443.55882353  18.44117647] ; [13.44117647  0.55882353],1
r1,1,0.000567,11.882728,[399  66] ; [8 7],[394.28125  70.71875] ; [12.71875  2.28125],1
p11,1,0.000705,11.474885,[381  85] ; [7 8],[375.9002079  90.0997921] ; [12.0997921  2.9002079],1
b1,1,0.001642,9.912542,[158 308] ; [11  4],[163.72972973 302.27027027] ; [5.27027027 9.72972973],0
p9,1,0.002367,9.240726,[399  58] ; [9 6],[395.03389831  61.96610169] ; [12.96610169  2.03389831],0
p10,1,0.011628,6.366677,[386  71] ; [9 6],[382.4470339  74.5529661] ; [12.5529661  2.4470339],0
s6,1,0.019568,5.450036,[313 143] ; [6 9],[308.84076433 147.15923567] ; [10.15923567  4.84076433],0
a5,1,0.021194,5.310784,[365 100] ; [8 7],[361.34375 103.65625] ; [11.65625  3.34375],0
s3,1,0.026872,4.89901,[254 203] ; [ 4 11],[249.80084746 207.19915254] ; [8.19915254 6.80084746],0
v1,1,0.032156,4.59015,[304 152] ; [6 9],[300.12738854 155.87261146] ; [9.87261146 5.12738854],0
a6,1,0.037601,4.323002,[331 132] ; [7 8],[327.39330544 135.60669456] ; [10.60669456  4.39330544],0
a7,1,0.041649,4.149401,[354 110] ; [8 7],[350.66388309 113.33611691] ; [11.33611691  3.66388309],0
p2,1,0.066709,3.362198,[389  72] ; [10  5],[386.42647059  74.57352941] ; [12.57352941  2.42647059],0
d3,1,0.088119,2.908404,[340 124] ; [8 7],[337.10229645 126.89770355] ; [10.89770355  4.10229645],0
s8,1,0.09439,2.797864,[224 237] ; [ 4 11],[220.81512605 240.18487395] ; [7.18487395 7.81512605],0
n5,1,0.110996,2.539988,[348 113] ; [14  1],[350.59243697 110.40756303] ; [11.40756303  3.59243697],0
n1,1,0.124784,2.356224,[26 63] ; [4 3],[27.8125 61.1875] ; [2.1875 4.8125],0
d4,1,0.159714,1.976931,[400  64] ; [11  4],[398.12943633  65.87056367] ; [12.87056367  2.12943633],0
v3,1,0.184144,1.763854,[260 194] ; [6 9],[257.49253731 196.50746269] ; [8.50746269 6.49253731],0
s7,1,0.192009,1.702134,[236 206] ; [5 9],[233.60087719 208.39912281] ; [7.39912281 6.60087719],0
n3,1,0.233205,1.421203,[71 21] ; [4 3],[69.6969697 22.3030303] ; [5.3030303 1.6969697],0
p6,1,0.256925,1.28525,[175 276] ; [8 7],[177.10944206 273.89055794] ; [5.89055794 9.10944206],0
s1,1,0.256934,1.285201,[ 10 448] ; [ 1 14],[ 10.65116279 447.34883721] ; [ 0.34883721 14.65116279],0
b5,1,0.273014,1.20154,[276 190] ; [11  4],[278.04989605 187.95010395] ; [8.95010395 6.04989605],0
s2,1,0.307556,1.041142,[246 215] ; [6 9],[244.05882353 216.94117647] ; [7.94117647 7.05882353],0
p5,1,0.31258,1.019741,[ 53 409] ; [ 3 12],[ 54.23899371 407.76100629] ; [ 1.76100629 13.23899371],0
