Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000517,12.052576,[30 47] ; [21  6],[37.75961538 39.24038462] ; [13.24038462 13.75961538],1
v1,1,0.027132,4.88237,[26 52] ; [16 12],[30.90566038 47.09433962] ; [11.09433962 16.90566038],0
r1,1,0.028036,4.825835,[53 25] ; [25  3],[57.39622642 20.60377358] ; [20.60377358  7.39622642],0
p8,1,0.04261,4.110801,[36 43] ; [19  9],[40.60747664 38.39252336] ; [14.39252336 13.60747664],0
p12,1,0.053783,3.719432,[ 3 76] ; [ 4 24],[ 5.1682243 73.8317757] ; [ 1.8317757 26.1682243],0
a4,1,0.091608,2.84588,[34 45] ; [ 7 21],[30.27102804 48.72897196] ; [10.72897196 17.27102804],0
p9,1,0.109101,2.56719,[58 21] ; [16 12],[54.63551402 24.36448598] ; [19.36448598  8.63551402],0
r4,1,0.111037,2.539406,[63 16] ; [26  2],[65.71028037 13.28971963] ; [23.28971963  4.71028037],0
p11,1,0.142738,2.148192,[57 22] ; [16 12],[53.89719626 25.10280374] ; [19.10280374  8.89719626],0
s5,1,0.150529,2.066879,[21 54] ; [12 16],[24.02912621 50.97087379] ; [ 8.97087379 19.02912621],0
p5,1,0.171639,1.868568,[ 3 76] ; [ 3 25],[ 4.42990654 74.57009346] ; [ 1.57009346 26.42990654],0
b4,1,0.262035,1.257974,[47 32] ; [20  8],[49.46728972 29.53271028] ; [17.53271028 10.46728972],0
a7,1,0.295635,1.093779,[57 22] ; [23  5],[59.06542056 19.93457944] ; [20.93457944  7.06542056],0
a6,1,0.313495,1.015896,[48 31] ; [20  8],[50.20560748 28.79439252] ; [17.79439252 10.20560748],0
p2,1,0.318997,0.993054,[66 13] ; [21  7],[64.23364486 14.76635514] ; [22.76635514  5.23364486],0
b1,1,0.365395,0.819264,[36 43] ; [10 18],[33.96261682 45.03738318] ; [12.03738318 15.96261682],0
p10,1,0.388078,0.744956,[55 24] ; [17 11],[53.1588785 25.8411215] ; [18.8411215  9.1588785],0
a5,1,0.431783,0.618022,[56 23] ; [22  6],[57.58878505 21.41121495] ; [20.41121495  7.58878505],0
n1,1,0.488609,0.479588,[ 7 19] ; [1 6],[ 6.3030303 19.6969697] ; [1.6969697 5.3030303],0
u2,1,0.49668,0.462024,[16 13] ; [8 4],[16.97560976 12.02439024] ; [7.02439024 4.97560976],0
p6,1,0.498575,0.457968,[34 45] ; [10 18],[32.48598131 46.51401869] ; [11.51401869 16.48598131],0
p3,1,0.506561,0.441164,[48 31] ; [15 13],[46.51401869 32.48598131] ; [16.48598131 11.51401869],0
n4,1,0.564824,0.33142,[36 43] ; [11 17],[34.70093458 44.29906542] ; [12.29906542 15.70093458],0
d2,1,0.564824,0.33142,[36 43] ; [11 17],[34.70093458 44.29906542] ; [12.29906542 15.70093458],0
d3,1,0.599309,0.276039,[63 16] ; [21  7],[62.01869159 16.98130841] ; [21.98130841  6.01869159],0
b3,1,0.620222,0.245556,[13 39] ; [ 5 11],[13.76470588 38.23529412] ; [ 4.23529412 11.76470588],0
b2,1,0.620222,0.245556,[13 39] ; [ 5 11],[13.76470588 38.23529412] ; [ 4.23529412 11.76470588],0
n6,1,0.622157,0.242847,[51 28] ; [16 11],[49.93396226 29.06603774] ; [17.06603774  9.93396226],0
s6,1,0.633554,0.227272,[49 29] ; [19  9],[50.03773585 27.96226415] ; [17.96226415 10.03773585],0
a3,1,0.649388,0.206673,[49 30] ; [16 12],[47.99065421 31.00934579] ; [17.00934579 10.99065421],0
a2,1,0.680363,0.169718,[17 62] ; [ 5 23],[16.24299065 62.75700935] ; [ 5.75700935 22.24299065],0
r3,1,0.681087,0.168905,[75  4] ; [26  2],[74.57009346  4.42990654] ; [26.42990654  1.57009346],0
p7,1,0.69335,0.155483,[54 25] ; [18 10],[53.1588785 25.8411215] ; [18.8411215  9.1588785],0
s7,1,0.719779,0.128705,[28 48] ; [11 16],[28.77669903 47.22330097] ; [10.22330097 16.77669903],0
n2,1,0.74047,0.109714,[16  9] ; [4 3],[15.625  9.375] ; [4.375 2.625],0
s3,1,0.745725,0.105159,[39 39] ; [15 13],[39.73584906 38.26415094] ; [14.26415094 13.73584906],0
s1,1,0.747917,0.10329,[ 4 75] ; [ 1 27],[ 3.69158879 75.30841121] ; [ 1.30841121 26.69158879],0
d1,1,0.756086,0.096488,[45 34] ; [15 13],[44.29906542 34.70093458] ; [15.70093458 12.29906542],0
