Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1.1e-05,19.312449,[33  7] ; [20 34],[22.55319149 17.44680851] ; [30.44680851 23.55319149],1
p5,1,0.067617,3.339948,[ 9 38] ; [ 4 52],[ 5.93203883 41.06796117] ; [ 7.06796117 48.93203883],0
s3,1,0.067858,3.334095,[33 14] ; [30 27],[28.47115385 18.52884615] ; [34.52884615 22.47115385],0
r4,1,0.119131,2.428707,[43  4] ; [46 11],[40.22115385  6.77884615] ; [48.77884615  8.22115385],0
a8,1,0.120775,2.407237,[ 6 33] ; [ 3 50],[ 3.81521739 35.18478261] ; [ 5.18478261 47.81521739],0
a6,1,0.132862,2.258745,[30 17] ; [28 29],[26.21153846 20.78846154] ; [31.78846154 25.21153846],0
d5,1,0.155755,2.014962,[40  7] ; [42 15],[37.05769231  9.94230769] ; [44.94230769 12.05769231],0
u3,1,0.183725,1.767231,[9 2] ; [16 11],[7.23684211 3.76315789] ; [17.76315789  9.23684211],0
u4,1,0.221866,1.492258,[ 3 44] ; [ 1 56],[ 1.80769231 45.19230769] ; [ 2.19230769 54.80769231],0
r1,1,0.233427,1.419858,[37  9] ; [40 17],[34.38834951 11.61165049] ; [42.61165049 14.38834951],0
v3,1,0.240979,1.37486,[19 26] ; [17 38],[16.2 28.8] ; [19.8 35.2],0
a4,1,0.274609,1.19358,[24 23] ; [23 34],[21.24038462 25.75961538] ; [25.75961538 31.24038462],0
b2,1,0.287417,1.131681,[ 8 18] ; [ 6 26],[ 6.27586207 19.72413793] ; [ 7.72413793 24.27586207],0
b3,1,0.287417,1.131681,[ 8 18] ; [ 6 26],[ 6.27586207 19.72413793] ; [ 7.72413793 24.27586207],0
r2,1,0.326405,0.963109,[43  3] ; [50  7],[41.53398058  4.46601942] ; [51.46601942  5.53398058],0
v2,1,0.329253,0.951833,[25 21] ; [25 31],[22.54901961 23.45098039] ; [27.45098039 28.54901961],0
s1,1,0.362539,0.82908,[ 2 44] ; [ 5 51],[ 3.15686275 42.84313725] ; [ 3.84313725 52.15686275],0
a1,1,0.407941,0.684793,[ 1 46] ; [ 3 54],[ 1.80769231 45.19230769] ; [ 2.19230769 54.80769231],0
n1,1,0.408942,0.681875,[7 7] ; [ 6 11],[5.87096774 8.12903226] ; [7.12903226 9.87096774],0
a5,1,0.417927,0.656137,[34 13] ; [37 20],[32.08653846 14.91346154] ; [38.91346154 18.08653846],0
n2,1,0.436198,0.606264,[8 6] ; [12  5],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
n3,1,0.436198,0.606264,[8 6] ; [12  5],[9.03225806 4.96774194] ; [10.96774194  6.03225806],0
b4,1,0.503592,0.44736,[27 20] ; [29 28],[25.30769231 21.69230769] ; [30.69230769 26.30769231],0
p7,1,0.508278,0.437611,[25 22] ; [34 23],[26.66346154 20.33653846] ; [32.33653846 24.66346154],0
b5,1,0.508391,0.437377,[31 16] ; [34 23],[29.375 17.625] ; [35.625 21.375],0
p3,1,0.566499,0.328575,[29 18] ; [32 25],[27.56730769 19.43269231] ; [33.43269231 23.56730769],0
s4,1,0.589482,0.291153,[12 35] ; [12 45],[10.84615385 36.15384615] ; [13.15384615 43.84615385],0
a7,1,0.698983,0.149532,[33 14] ; [38 19],[32.08653846 14.91346154] ; [38.91346154 18.08653846],0
r3,1,0.70674,0.141555,[43  4] ; [50  6],[42.4368932  4.5631068] ; [50.5631068  5.4368932],0
p8,1,0.712241,0.136049,[21 26] ; [23 33],[20.0776699 26.9223301] ; [23.9223301 32.0776699],0
b1,1,0.924183,0.009057,[26 21] ; [31 26],[25.75961538 21.24038462] ; [31.24038462 25.75961538],0
d4,1,0.927695,0.008235,[35 12] ; [42 15],[34.79807692 12.20192308] ; [42.20192308 14.79807692],0
d3,1,0.927695,0.008235,[35 12] ; [42 15],[34.79807692 12.20192308] ; [42.20192308 14.79807692],0
