Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.002476,9.158536,[31  7] ; [37 34],[23.70642202 14.29357798] ; [44.29357798 26.70642202],0
p4,1,0.005845,7.597485,[19 19] ; [17 54],[12.55045872 25.44954128] ; [23.44954128 47.55045872],0
p6,1,0.016784,5.718782,[11 26] ; [ 8 63],[ 6.50925926 30.49074074] ; [12.49074074 58.50925926],0
p10,1,0.018199,5.576927,[27 10] ; [35 36],[21.24074074 15.75925926] ; [40.75925926 30.24074074],0
p7,1,0.02355,5.127467,[22 14] ; [27 44],[16.48598131 19.51401869] ; [32.51401869 38.48598131],0
p3,1,0.024618,5.050532,[13 25] ; [11 60],[ 8.36697248 29.63302752] ; [15.63302752 55.36697248],0
d5,1,0.02806,4.824401,[29  9] ; [39 32],[23.70642202 14.29357798] ; [44.29357798 26.70642202],0
r1,1,0.063778,3.436297,[27 11] ; [38 34],[22.45454545 15.54545455] ; [42.54545455 29.45454545],0
v2,1,0.0638,3.43575,[18 19] ; [21 48],[13.61320755 23.38679245] ; [25.38679245 43.61320755],0
p9,1,0.065176,3.400513,[29  9] ; [41 29],[24.62962963 13.37037037] ; [45.37037037 24.62962963],0
p2,1,0.069514,3.294447,[29  8] ; [44 28],[24.77981651 12.22018349] ; [48.22018349 23.77981651],0
p11,1,0.147544,2.097457,[27 11] ; [41 31],[23.49090909 14.50909091] ; [44.50909091 27.49090909],0
b1,1,0.148204,2.090643,[12 26] ; [33 39],[15.54545455 22.45454545] ; [29.45454545 42.54545455],0
d3,1,0.150564,2.066527,[25 13] ; [36 34],[21.46296296 16.53703704] ; [39.53703704 30.46296296],0
a5,1,0.16697,1.909938,[20 18] ; [28 44],[16.58181818 21.41818182] ; [31.41818182 40.58181818],0
d1,1,0.184755,1.758955,[17 21] ; [23 49],[13.81818182 24.18181818] ; [26.18181818 45.81818182],0
v1,1,0.23562,1.406612,[14 23] ; [19 52],[11.30555556 25.69444444] ; [21.69444444 49.30555556],0
b3,1,0.246926,1.340612,[ 7 12] ; [ 9 31],[ 5.15254237 13.84745763] ; [10.84745763 29.15254237],0
b2,1,0.246926,1.340612,[ 7 12] ; [ 9 31],[ 5.15254237 13.84745763] ; [10.84745763 29.15254237],0
n3,1,0.268494,1.224426,[5 6] ; [20 11],[6.54761905 4.45238095] ; [18.45238095 12.54761905],0
b5,1,0.29923,1.077623,[25 13] ; [40 32],[22.45454545 15.54545455] ; [42.54545455 29.45454545],0
s5,1,0.300725,1.070975,[ 2 36] ; [ 8 63],[ 3.48623853 34.51376147] ; [ 6.51376147 64.48623853],0
a4,1,0.349614,0.874857,[ 7 31] ; [19 53],[ 8.98181818 29.01818182] ; [17.01818182 54.98181818],0
s3,1,0.349614,0.874857,[ 7 31] ; [19 53],[ 8.98181818 29.01818182] ; [17.01818182 54.98181818],0
r3,1,0.373196,0.792994,[29  9] ; [60 12],[30.74545455  7.25454545] ; [58.25454545 13.74545455],0
