Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,148.321951,[401  52] ; [40 73],[352.95583039 100.04416961] ; [88.04416961 24.95583039],1
a4,1,2.2e-05,18.04992,[225 228] ; [31 82],[204.89045936 248.10954064] ; [51.10954064 61.89045936],1
a2,1,4.3e-05,16.728583,[154 301] ; [16 97],[136.17957746 318.82042254] ; [33.82042254 79.17957746],1
p6,1,7.8e-05,15.602659,[191 257] ; [25 87],[172.8 275.2] ; [43.2 68.8],1
a5,1,0.000104,15.058164,[358  97] ; [69 44],[342.05105634 112.94894366] ; [84.94894366 28.05105634],1
p4,1,0.000122,14.760478,[304 148] ; [54 59],[286.4 165.6] ; [71.6 41.4],1
r4,1,0.000204,13.797951,[432  23] ; [96 17],[422.95774648  32.04225352] ; [105.04225352   7.95774648],1
d2,1,0.000483,12.181698,[244 210] ; [40 73],[227.40035273 226.59964727] ; [56.59964727 56.40035273],1
a8,1,0.000483,12.180023,[ 70 332] ; [  4 100],[ 58.79051383 343.20948617] ; [15.20948617 88.79051383],1
s4,1,0.00079,11.26354,[ 63 381] ; [31 82],[ 74.92998205 369.07001795] ; [19.07001795 93.92998205],1
s7,1,0.001169,10.538256,[226 202] ; [39 71],[210.81784387 217.18215613] ; [54.18215613 55.81784387],0
d1,1,0.001425,10.173429,[303 152] ; [57 56],[288.38028169 166.61971831] ; [71.61971831 41.38028169],0
p3,1,0.001492,10.08877,[248 205] ; [43 70],[232.90282686 220.09717314] ; [58.09717314 54.90282686],0
u1,1,0.001499,10.07951,[121 334] ; [14 99],[108.14260563 346.85739437] ; [26.85739437 86.14260563],0
s8,1,0.002471,9.162062,[210 239] ; [35 78],[195.73843416 253.26156584] ; [49.26156584 63.73843416],0
v1,1,0.002962,8.830551,[259 184] ; [47 63],[245.13200723 197.86799277] ; [60.86799277 49.13200723],0
r1,1,0.005856,7.594086,[382  70] ; [83 30],[372.  80.] ; [93. 20.],0
d5,1,0.006729,7.343899,[387  68] ; [84 29],[377.29753521  77.70246479] ; [93.70246479 19.29753521],0
a6,1,0.012709,6.209126,[356  98] ; [76 37],[345.9047619 108.0952381] ; [86.0952381 26.9047619],0
v3,1,0.015199,5.893225,[190 251] ; [32 74],[178.97989031 262.02010969] ; [43.02010969 62.97989031],0
p11,1,0.01532,5.879284,[376  79] ; [82 31],[366.88380282  88.11619718] ; [91.11619718 21.88380282],0
p1,1,0.019588,5.44824,[ 49 404] ; [  4 107],[ 42.56914894 410.43085106] ; [ 10.43085106 100.56914894],0
n1,1,0.026264,4.93855,[34 41] ; [10 31],[28.44827586 46.55172414] ; [15.55172414 25.44827586],0
p5,1,0.026703,4.90993,[ 63 388] ; [  7 105],[ 56.07460036 394.92539964] ; [13.92539964 98.07460036],0
n3,1,0.027037,4.888456,[63 14] ; [26 15],[58.07627119 18.92372881] ; [30.92372881 10.07627119],0
a3,1,0.035644,4.414062,[333 119] ; [72 41],[324. 128.] ; [81. 32.],0
a1,1,0.035869,4.403343,[ 25 430] ; [  1 112],[ 20.82746479 434.17253521] ; [  5.17253521 107.82746479],0
s2,1,0.038343,4.289748,[242 204] ; [49 64],[232.17531306 213.82468694] ; [58.82468694 54.17531306],0
p10,1,0.042444,4.117412,[387  63] ; [86 24],[380.08928571  69.91071429] ; [92.91071429 17.08928571],0
r2,1,0.050272,3.832376,[434  14] ; [104   8],[430.4  17.6] ; [107.6   4.4],0
b1,1,0.062432,3.471559,[163 292] ; [30 83],[154.60387324 300.39612676] ; [38.39612676 74.60387324],0
p8,1,0.067157,3.351172,[252 194] ; [53 60],[243.34525939 202.65474061] ; [61.65474061 51.34525939],0
p7,1,0.100913,2.691057,[290 154] ; [62 47],[282.61844485 161.38155515] ; [69.38155515 39.61844485],0
p9,1,0.121732,2.394892,[391  56] ; [90 20],[386.00897666  60.99102334] ; [94.99102334 15.00897666],0
s6,1,0.124583,2.358735,[314 129] ; [71 41],[307.30630631 135.69369369] ; [77.69369369 34.30630631],0
p12,1,0.124592,2.358625,[ 45 408] ; [  6 107],[ 40.8180212 412.1819788] ; [ 10.1819788 102.8180212],0
s1,1,0.136556,2.21634,[ 16 432] ; [  1 112],[ 13.57575758 434.42424242] ; [  3.42424242 109.57575758],0
s3,1,0.208449,1.582167,[254 191] ; [56 55],[248.11151079 196.88848921] ; [61.88848921 49.11151079],0
v2,1,0.211336,1.562252,[267 172] ; [58 49],[261.30952381 177.69047619] ; [63.69047619 43.30952381],0
d4,1,0.238517,1.389337,[387  68] ; [91 22],[382.90492958  72.09507042] ; [95.09507042 17.90492958],0
d3,1,0.319744,0.989993,[358  97] ; [84 29],[354.06690141 100.93309859] ; [87.93309859 25.06690141],0
p2,1,0.328247,0.9558,[389  65] ; [91 20],[385.69911504  68.30088496] ; [94.30088496 16.69911504],0
n2,1,0.413108,0.669838,[61 16] ; [29 11],[59.23076923 17.76923077] ; [30.76923077  9.23076923],0
u3,1,0.424368,0.638187,[70 51] ; [26 14],[72.14906832 48.85093168] ; [23.85093168 16.14906832],0
b5,1,0.479773,0.499379,[298 157] ; [70 43],[294.78873239 160.21126761] ; [73.21126761 39.78873239],0
u4,1,0.678146,0.172221,[ 11 443] ; [  2 111],[ 10.40917108 443.59082892] ; [  2.59082892 110.40917108],0
b2,1,0.728577,0.120422,[107 180] ; [17 32],[105.91666667 181.08333333] ; [18.08333333 30.91666667],0
b3,1,0.728577,0.120422,[107 180] ; [17 32],[105.91666667 181.08333333] ; [18.08333333 30.91666667],0
b4,1,0.736696,0.113052,[274 181] ; [70 43],[275.56338028 179.43661972] ; [68.43661972 44.56338028],0
s5,1,0.740035,0.110096,[148 286] ; [36 75],[146.52477064 287.47522936] ; [37.47522936 73.52477064],0
v4,1,0.743742,0.106865,[438  15] ; [108   3],[438.54255319  14.45744681] ; [107.45744681   3.54255319],0
u2,1,0.751773,0.100047,[67 54] ; [21 19],[66.13664596 54.86335404] ; [21.86335404 18.13664596],0
r3,1,0.813761,0.055496,[437  14] ; [109   4],[436.60638298  14.39361702] ; [109.39361702   3.60638298],0
