Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6.2e-05,16.054104,[29 21] ; [30 87],[17.66467066 32.33532934] ; [41.33532934 75.66467066],1
p2,1,0.00111,10.635026,[37 13] ; [55 63],[27.38095238 22.61904762] ; [64.61904762 53.38095238],0
p6,1,0.001796,9.747605,[18 32] ; [ 17 100],[10.47904192 39.52095808] ; [24.52095808 92.47904192],0
p7,1,0.002469,9.163196,[27 23] ; [34 82],[18.37349398 31.62650602] ; [42.62650602 73.37349398],0
n3,1,0.005079,7.851133,[14  1] ; [29 25],[9.34782609 5.65217391] ; [33.65217391 20.34782609],0
v1,1,0.006765,7.33437,[26 23] ; [36 81],[18.30120482 30.69879518] ; [43.69879518 73.30120482],0
n2,1,0.016787,5.71855,[13  2] ; [30 27],[8.95833333 6.04166667] ; [34.04166667 22.95833333],0
s2,1,0.017728,5.622804,[29 21] ; [45 73],[22.02380952 27.97619048] ; [51.97619048 66.02380952],0
s6,1,0.024726,5.042952,[33 16] ; [56 60],[26.43030303 22.56969697] ; [62.56969697 53.43030303],0
v2,1,0.026762,4.906075,[26 22] ; [40 73],[19.67701863 28.32298137] ; [46.32298137 66.67701863],0
p1,1,0.048006,3.909792,[ 7 43] ; [  6 112],[ 3.86904762 46.13095238] ; [  9.13095238 108.86904762],0
r3,1,0.061812,3.488093,[43  7] ; [85 32],[38.32335329 11.67664671] ; [89.67664671 27.32335329],0
b1,1,0.079644,3.072145,[34 16] ; [63 55],[28.86904762 21.13095238] ; [68.13095238 49.86904762],0
n4,1,0.080044,3.063999,[35 14] ; [66 50],[29.99393939 19.00606061] ; [71.00606061 44.99393939],0
v3,1,0.126783,2.331463,[16 30] ; [26 87],[12.1509434 33.8490566] ; [29.8490566 83.1509434],0
r4,1,0.157692,1.996218,[37 13] ; [74 44],[33.03571429 16.96428571] ; [77.96428571 40.03571429],0
s5,1,0.164322,1.933994,[17 29] ; [29 83],[13.39240506 32.60759494] ; [32.60759494 79.39240506],0
s7,1,0.182976,1.773283,[20 23] ; [38 71],[16.40789474 26.59210526] ; [41.59210526 67.40789474],0
a1,1,0.18589,1.749892,[ 2 48] ; [ 12 106],[ 4.16666667 45.83333333] ; [  9.83333333 108.16666667],0
s8,1,0.210591,1.56736,[19 31] ; [33 84],[15.56886228 34.43113772] ; [36.43113772 80.56886228],0
s3,1,0.216843,1.525143,[27 23] ; [51 66],[23.35329341 26.64670659] ; [54.64670659 62.35329341],0
u1,1,0.247228,1.338902,[ 5 45] ; [20 98],[ 7.44047619 42.55952381] ; [ 17.55952381 100.44047619],0
p9,1,0.253583,1.303454,[31 18] ; [60 52],[27.69565217 21.30434783] ; [63.30434783 48.69565217],0
d1,1,0.296383,1.090397,[26 24] ; [51 67],[22.91666667 27.08333333] ; [54.08333333 63.91666667],0
d5,1,0.30232,1.063933,[40 10] ; [84 32],[37.34939759 12.65060241] ; [86.65060241 29.34939759],0
