Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001765,9.779345,[17 51] ; [13  8],[22.92134831 45.07865169] ; [ 7.07865169 13.92134831],0
s6,1,0.005054,7.860129,[24 45] ; [14  6],[29.46067416 39.53932584] ; [ 8.53932584 11.46067416],0
p2,1,0.023691,5.117145,[34 32] ; [16  4],[38.37209302 27.62790698] ; [11.62790698  8.37209302],0
s3,1,0.023959,5.097579,[23 44] ; [12  7],[27.26744186 39.73255814] ; [ 7.73255814 11.26744186],0
s7,1,0.043941,4.058814,[19 44] ; [11  9],[22.77108434 40.22891566] ; [ 7.22891566 12.77108434],0
p10,1,0.04858,3.889803,[33 33] ; [15  5],[36.8372093 29.1627907] ; [11.1627907  8.8372093],0
r3,1,0.075458,3.160108,[39 30] ; [15  4],[42.34090909 26.65909091] ; [11.65909091  7.34090909],0
r1,1,0.080029,3.064317,[20 49] ; [10 10],[23.25842697 45.74157303] ; [ 6.74157303 13.25842697],0
s8,1,0.11701,2.456892,[12 57] ; [ 7 14],[14.56666667 54.43333333] ; [ 4.43333333 16.56666667],0
n5,1,0.135238,2.231319,[45 23] ; [ 9 10],[42.20689655 25.79310345] ; [11.79310345  7.20689655],0
u3,1,0.160485,1.96965,[ 9 14] ; [6 3],[10.78125 12.21875] ; [4.21875 4.78125],0
v2,1,0.170637,1.877335,[30 37] ; [13  8],[32.73863636 34.26136364] ; [10.26136364 10.73863636],0
p3,1,0.178773,1.807792,[18 48] ; [ 9 12],[20.48275862 45.51724138] ; [ 6.51724138 14.48275862],0
r2,1,0.200966,1.635339,[40 25] ; [14  4],[42.28915663 22.71084337] ; [11.71084337  6.28915663],0
v1,1,0.204951,1.606739,[23 44] ; [10 10],[25.4137931 41.5862069] ; [ 7.5862069 12.4137931],0
p9,1,0.210972,1.564746,[37 29] ; [15  6],[39.44827586 26.55172414] ; [12.55172414  8.44827586],0
p4,1,0.220425,1.501601,[25 42] ; [11 10],[27.40909091 39.59090909] ; [ 8.59090909 12.40909091],0
b5,1,0.223337,1.482799,[40 29] ; [ 9 12],[37.56666667 31.43333333] ; [11.43333333  9.56666667],0
n4,1,0.288078,1.128582,[45 24] ; [11 10],[42.93333333 26.06666667] ; [13.06666667  7.93333333],0
p7,1,0.298956,1.078846,[21 44] ; [ 9 11],[22.94117647 42.05882353] ; [ 7.05882353 12.94117647],0
