Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.001188,10.508285,[6 4] ; [52  3],[8.92307692 1.07692308] ; [49.07692308  5.92307692],0
b4,1,0.019595,5.447619,[2 8] ; [33 22],[5.38461538 4.61538462] ; [29.61538462 25.38461538],0
r1,1,0.029462,4.740404,[4 6] ; [41 14],[6.92307692 3.07692308] ; [38.07692308 16.92307692],0
p11,1,0.042783,4.103954,[5 5] ; [44 11],[7.53846154 2.46153846] ; [41.46153846 13.53846154],0
b5,1,0.044431,4.040117,[8 2] ; [25 30],[5.07692308 4.92307692] ; [27.92307692 27.07692308],0
p6,1,0.046216,3.973717,[6 4] ; [15 39],[3.28125 6.71875] ; [17.71875 36.28125],0
a4,1,0.076772,3.131941,[6 4] ; [17 38],[3.53846154 6.46153846] ; [19.46153846 35.53846154],0
p4,1,0.080023,3.064433,[2 8] ; [27 27],[4.53125 5.46875] ; [24.46875 29.53125],0
r4,1,0.122623,2.383499,[6 4] ; [45 10],[7.84615385 2.15384615] ; [43.15384615 11.84615385],0
s7,1,0.130305,2.288869,[6 3] ; [21 32],[3.91935484 5.08064516] ; [23.08064516 29.91935484],0
d2,1,0.132954,2.257664,[2 8] ; [25 30],[4.15384615 5.84615385] ; [22.84615385 32.15384615],0
n5,1,0.15203,2.051768,[5 5] ; [40 15],[6.92307692 3.07692308] ; [38.07692308 16.92307692],0
v3,1,0.157299,2.0,[2 8] ; [22 28],[4. 6.] ; [20. 30.],0
d1,1,0.186045,1.748666,[3 7] ; [29 26],[4.92307692 5.07692308] ; [27.07692308 27.92307692],0
p7,1,0.215022,1.537288,[4 5] ; [35 18],[5.66129032 3.33870968] ; [33.33870968 19.66129032],0
u1,1,0.230547,1.437481,[3 7] ; [ 8 47],[1.69230769 8.30769231] ; [ 9.30769231 45.69230769],0
p9,1,0.274805,1.192603,[9 1] ; [40 14],[7.65625 2.34375] ; [41.34375 12.65625],0
a3,1,0.293361,1.104131,[5 5] ; [37 18],[6.46153846 3.53846154] ; [35.53846154 19.46153846],0
p10,1,0.336238,0.924723,[7 3] ; [44  9],[8.0952381 1.9047619] ; [42.9047619 10.0952381],0
d3,1,0.354947,0.855692,[7 2] ; [34 21],[5.765625 3.234375] ; [35.234375 19.765625],0
n6,1,0.363209,0.826767,[6 4] ; [40 14],[7.1875 2.8125] ; [38.8125 15.1875],0
v2,1,0.392722,0.730497,[4 6] ; [29 24],[5.23809524 4.76190476] ; [27.76190476 25.23809524],0
s3,1,0.415652,0.662575,[6 4] ; [40 15],[7.07692308 2.92307692] ; [38.92307692 16.07692308],0
p8,1,0.456409,0.554686,[3 7] ; [23 31],[4.0625 5.9375] ; [21.9375 32.0625],0
r2,1,0.515763,0.422357,[8 1] ; [52  3],[8.4375 0.5625] ; [51.5625  3.4375],0
a6,1,0.549898,0.3575,[7 3] ; [33 22],[6.15384615 3.84615385] ; [33.84615385 21.15384615],0
s1,1,0.582182,0.30272,[1 9] ; [ 3 52],[0.61538462 9.38461538] ; [ 3.38461538 51.61538462],0
a8,1,0.642926,0.214936,[1 8] ; [ 9 43],[1.47540984 7.52459016] ; [ 8.52459016 43.47540984],0
s5,1,0.66498,0.187531,[2 6] ; [10 44],[1.5483871 6.4516129] ; [10.4516129 43.5483871],0
a7,1,0.670935,0.18051,[7 2] ; [39 16],[6.46875 2.53125] ; [39.53125 15.46875],0
u2,1,0.692103,0.156818,[3 2] ; [9 9],[2.60869565 2.39130435] ; [9.39130435 8.60869565],0
s8,1,0.698661,0.149868,[3 7] ; [20 35],[3.53846154 6.46153846] ; [19.46153846 35.53846154],0
p3,1,0.699891,0.148585,[5 5] ; [23 30],[4.44444444 5.55555556] ; [23.55555556 29.44444444],0
a2,1,0.70185,0.146555,[1 9] ; [ 8 47],[1.38461538 8.61538462] ; [ 7.61538462 47.38461538],0
a1,1,0.765918,0.088636,[1 9] ; [ 4 51],[0.76923077 9.23076923] ; [ 4.23076923 50.76923077],0
b3,1,0.774207,0.082298,[2 3] ; [15 17],[2.2972973 2.7027027] ; [14.7027027 17.2972973],0
b2,1,0.774207,0.082298,[2 3] ; [15 17],[2.2972973 2.7027027] ; [14.7027027 17.2972973],0
a5,1,0.826507,0.048041,[6 4] ; [35 20],[6.30769231 3.69230769] ; [34.69230769 20.30769231],0
b1,1,0.83085,0.04563,[4 6] ; [24 31],[4.30769231 5.69230769] ; [23.69230769 31.30769231],0
u3,1,0.859234,0.031453,[3 2] ; [10  8],[2.82608696 2.17391304] ; [10.17391304  7.82608696],0
n4,1,0.859282,0.031431,[7 3] ; [40 15],[7.23076923 2.76923077] ; [39.76923077 15.23076923],0
v4,1,0.941155,0.005449,[9 1] ; [49  5],[9.0625 0.9375] ; [48.9375  5.0625],0
v1,1,0.956351,0.002996,[5 5] ; [27 26],[5.07936508 4.92063492] ; [26.92063492 26.07936508],0
p2,1,0.956862,0.002926,[8 2] ; [42 11],[7.93650794 2.06349206] ; [42.06349206 10.93650794],0
d5,1,0.971364,0.001289,[6 3] ; [37 18],[6.046875 2.953125] ; [36.953125 18.046875],0
d4,1,1.0,0.0,[8 2] ; [44 11],[8. 2.] ; [44. 11.],0
