Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,31.512325,[ 58 252] ; [23 16],[ 71.94842407 238.05157593] ; [ 9.05157593 29.94842407],1
p12,1,0.0,27.063716,[ 10 305] ; [ 9 30],[ 16.90677966 298.09322034] ; [ 2.09322034 36.90677966],1
p6,1,1e-06,25.006769,[ 79 233] ; [25 14],[ 92.44444444 219.55555556] ; [11.55555556 27.44444444],1
s7,1,5e-05,16.456201,[101 200] ; [24 11],[111.97916667 189.02083333] ; [13.02083333 21.97916667],1
p8,1,8.1e-05,15.53617,[129 185] ; [29 10],[140.54390935 173.45609065] ; [17.45609065 21.54390935],1
p3,1,8.5e-05,15.45123,[119 198] ; [28 12],[130.52941176 186.47058824] ; [16.47058824 23.52941176],1
p1,1,0.000114,14.890356,[ 21 293] ; [10 30],[ 27.49717514 286.50282486] ; [ 3.50282486 36.49717514],1
p4,1,0.000119,14.801581,[140 176] ; [30  9],[151.32394366 164.67605634] ; [18.67605634 20.32394366],1
s6,1,0.000178,14.049649,[164 150] ; [32  6],[174.84090909 139.15909091] ; [21.15909091 16.84090909],1
s8,1,0.002812,8.925908,[ 95 221] ; [21 18],[103.25633803 212.74366197] ; [12.74366197 26.25633803],0
p7,1,0.006373,7.441777,[170 140] ; [31  9],[178.02857143 131.97142857] ; [22.97142857 17.02857143],0
n6,1,0.008547,6.915189,[231  83] ; [37  3],[237.71751412  76.28248588] ; [30.28248588  9.71751412],0
v3,1,0.012166,6.286549,[ 97 214] ; [20 19],[103.96285714 207.03714286] ; [13.03714286 25.96285714],0
n5,1,0.016828,5.714181,[207 105] ; [34  6],[213.61363636  98.38636364] ; [27.38636364 12.61363636],0
p10,1,0.025903,4.962466,[217  95] ; [33  5],[222.85714286  89.14285714] ; [27.14285714 10.85714286],0
p9,1,0.026422,4.928215,[230  83] ; [35  4],[235.63920455  77.36079545] ; [29.36079545  9.63920455],0
n4,1,0.029257,4.752449,[215 100] ; [34  6],[220.94366197  94.05633803] ; [28.05633803 11.94366197],0
r4,1,0.096385,2.764356,[250  67] ; [36  4],[253.95518207  63.04481793] ; [32.04481793  7.95518207],0
s1,1,0.105205,2.624805,[ 13 299] ; [ 4 36],[ 15.06818182 296.93181818] ; [ 1.93181818 38.06818182],0
n3,1,0.166279,1.916176,[58 26] ; [9 1],[59.87234043 24.12765957] ; [7.12765957 2.87234043],0
p2,1,0.174157,1.84679,[238  78] ; [34  6],[241.43820225  74.56179775] ; [30.56179775  9.43820225],0
p11,1,0.231156,1.433732,[225  92] ; [32  8],[228.20448179  88.79551821] ; [28.79551821 11.20448179],0
v1,1,0.232454,1.42578,[143 166] ; [22 17],[146.50862069 162.49137931] ; [18.49137931 20.50862069],0
