Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,71.627243,[186  74] ; [ 41 105],[145.36945813 114.63054187] ; [81.63054187 64.36945813],1
p6,1,0.0,46.671989,[131 126] ; [ 23 119],[ 99.19298246 157.80701754] ; [54.80701754 87.19298246],1
p8,1,0.0,43.009049,[184  74] ; [53 88],[153.2481203 104.7518797] ; [83.7518797 57.2481203],1
p7,1,1e-06,24.071405,[203  54] ; [79 63],[181.63909774  75.36090226] ; [100.36090226  41.63909774],1
n5,1,2e-06,22.52836,[223  36] ; [95 49],[204.37220844  54.62779156] ; [113.62779156  30.37220844],1
p5,1,3e-06,22.050177,[ 50 210] ; [  4 142],[ 34.58128079 225.41871921] ; [ 19.41871921 126.58128079],1
p2,1,1e-05,19.586069,[241  19] ; [113  33],[226.69950739  33.30049261] ; [127.30049261  18.69950739],1
v1,1,0.000504,12.100516,[186  69] ; [78 62],[170.43037975  84.56962025] ; [93.56962025 46.43037975],1
s6,1,0.000693,11.509046,[185  71] ; [80 64],[169.6  86.4] ; [95.4 48.6],1
p10,1,0.000847,11.135594,[238  21] ; [116  28],[227.50868486  31.49131514] ; [126.49131514  17.50868486],1
d1,1,0.001343,10.282861,[182  78] ; [79 67],[167.14285714  92.85714286] ; [93.85714286 52.14285714],0
d2,1,0.001595,9.966006,[146 113] ; [58 87],[130.78217822 128.21782178] ; [73.21782178 71.78217822],0
d5,1,0.001823,9.719937,[230  30] ; [112  34],[219.01477833  40.98522167] ; [122.98522167  23.01477833],0
a5,1,0.002331,9.268383,[214  46] ; [101  45],[201.72413793  58.27586207] ; [113.27586207  32.72413793],0
p12,1,0.002657,9.029244,[ 38 222] ; [  7 138],[ 28.88888889 231.11111111] ; [ 16.11111111 128.88888889],0
n4,1,0.002848,8.902602,[222  38] ; [107  39],[210.68965517  49.31034483] ; [118.31034483  27.68965517],0
a2,1,0.002968,8.827099,[ 73 187] ; [ 22 124],[ 60.83743842 199.16256158] ; [ 34.16256158 111.83743842],0
u1,1,0.003979,8.293234,[ 63 197] ; [ 18 128],[ 51.87192118 208.12807882] ; [ 29.12807882 116.87192118],0
s7,1,0.004043,8.264608,[144 104] ; [61 81],[130.35897436 117.64102564] ; [74.64102564 67.35897436],0
r4,1,0.016143,5.787229,[243  17] ; [126  20],[236.30541872  23.69458128] ; [132.69458128  13.30541872],0
s5,1,0.020116,5.401826,[ 99 153] ; [ 38 100],[ 88.52307692 163.47692308] ; [48.47692308 89.52307692],0
n1,1,0.020847,5.339567,[17 24] ; [ 5 26],[12.52777778 28.47222222] ; [ 9.47222222 21.52777778],0
d3,1,0.021308,5.301417,[197  63] ; [95 51],[186.99507389  73.00492611] ; [105.00492611  40.99507389],0
