Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.5e-05,18.72245,[20 11] ; [ 4 29],[11.625 19.375] ; [12.375 20.625],1
s6,1,0.000268,13.283806,[26  5] ; [13 20],[18.890625 12.109375] ; [20.109375 12.890625],1
v2,1,0.020722,5.349992,[11 18] ; [21 10],[15.46666667 13.53333333] ; [16.53333333 14.46666667],0
s8,1,0.0238,5.109156,[16 15] ; [ 8 25],[11.625 19.375] ; [12.375 20.625],0
s4,1,0.029687,4.727302,[ 8 23] ; [ 2 31],[ 4.84375 26.15625] ; [ 5.15625 27.84375],0
s7,1,0.058137,3.589744,[14 16] ; [ 7 23],[10.5 19.5] ; [10.5 19.5],0
u2,1,0.063628,3.440196,[14  3] ; [6 6],[11.72413793  5.27586207] ; [8.27586207 3.72413793],0
a4,1,0.066999,3.355044,[ 5 26] ; [12 21],[ 8.234375 22.765625] ; [ 8.765625 24.234375],0
d4,1,0.079504,3.075006,[25  6] ; [20 13],[21.796875  9.203125] ; [23.203125  9.796875],0
s5,1,0.092858,2.824119,[ 9 22] ; [ 4 29],[ 6.296875 24.703125] ; [ 6.703125 26.296875],0
r4,1,0.092858,2.824119,[22  9] ; [29  4],[24.703125  6.296875] ; [26.296875  6.703125],0
d5,1,0.106412,2.606712,[21 10] ; [28  5],[23.734375  7.265625] ; [25.265625  7.734375],0
a3,1,0.137857,2.201719,[14 17] ; [21 12],[16.953125 14.046875] ; [18.046875 14.953125],0
p2,1,0.153306,2.039039,[27  4] ; [24  9],[24.703125  6.296875] ; [26.296875  6.703125],0
p7,1,0.260644,1.265332,[23  5] ; [23 10],[21.1147541  6.8852459] ; [24.8852459  8.1147541],0
n3,1,0.279401,1.17,[4 4] ; [4 1],[4.92307692 3.07692308] ; [3.07692308 1.92307692],0
p6,1,0.324974,0.968822,[13 17] ; [10 22],[11.12903226 18.87096774] ; [11.87096774 20.12903226],0
a5,1,0.332421,0.939443,[17 14] ; [22 11],[18.890625 12.109375] ; [20.109375 12.890625],0
d2,1,0.362498,0.829219,[ 8 23] ; [12 21],[ 9.6875 21.3125] ; [10.3125 22.6875],0
b5,1,0.383093,0.760754,[22  9] ; [20 13],[20.34375 10.65625] ; [21.65625 11.34375],0
v1,1,0.403004,0.699344,[11 18] ; [16 17],[12.62903226 16.37096774] ; [14.37096774 18.62903226],0
p4,1,0.416987,0.658791,[20 11] ; [18 15],[18.40625 12.59375] ; [19.59375 13.40625],0
p1,1,0.436769,0.604757,[ 2 29] ; [ 4 29],[ 2.90625 28.09375] ; [ 3.09375 29.90625],0
p3,1,0.453034,0.56305,[17 14] ; [15 18],[15.5 15.5] ; [16.5 16.5],0
p9,1,0.475987,0.508044,[21 10] ; [25  8],[22.28125  8.71875] ; [23.71875  9.28125],0
a7,1,0.478786,0.501626,[20 11] ; [24  9],[21.3125  9.6875] ; [22.6875 10.3125],0
a2,1,0.508124,0.437928,[ 3 28] ; [ 5 28],[ 3.875 27.125] ; [ 4.125 28.875],0
u3,1,0.56917,0.324074,[11  5] ; [7 5],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
a8,1,0.573734,0.316475,[ 2 28] ; [ 1 28],[ 1.52542373 28.47457627] ; [ 1.47457627 27.52542373],0
n4,1,0.585044,0.298152,[12 19] ; [15 18],[13.078125 17.921875] ; [13.921875 19.078125],0
v3,1,0.586883,0.295238,[ 9 22] ; [11 20],[10. 21.] ; [10. 21.],0
s1,1,0.591822,0.287508,[ 1 30] ; [ 2 31],[ 1.453125 29.546875] ; [ 1.546875 31.453125],0
n5,1,0.647967,0.208473,[13 18] ; [12 21],[12.109375 18.890625] ; [12.890625 20.109375],0
r3,1,0.694178,0.1546,[29  2] ; [30  3],[28.578125  2.421875] ; [30.421875  2.578125],0
a6,1,0.710644,0.137634,[22  9] ; [22 11],[21.3125  9.6875] ; [22.6875 10.3125],0
n1,1,0.724939,0.12381,[4 4] ; [3 2],[4.30769231 3.69230769] ; [2.69230769 2.30769231],0
d3,1,0.729648,0.119435,[21 10] ; [21 12],[20.34375 10.65625] ; [21.65625 11.34375],0
b4,1,0.802493,0.062561,[16 15] ; [16 17],[15.5 15.5] ; [16.5 16.5],0
b1,1,0.802493,0.062561,[15 16] ; [17 16],[15.5 15.5] ; [16.5 16.5],0
r1,1,0.85357,0.034064,[25  6] ; [26  7],[24.703125  6.296875] ; [26.296875  6.703125],0
r2,1,0.869445,0.027015,[25  5] ; [28  5],[25.23809524  4.76190476] ; [27.76190476  5.23809524],0
b2,1,0.870754,0.026472,[ 5 17] ; [ 4 12],[ 5.21052632 16.78947368] ; [ 3.78947368 12.21052632],0
b3,1,0.870754,0.026472,[ 5 17] ; [ 4 12],[ 5.21052632 16.78947368] ; [ 3.78947368 12.21052632],0
p11,1,0.875669,0.02448,[22  9] ; [24  9],[22.28125  8.71875] ; [23.71875  9.28125],0
p10,1,0.894407,0.017617,[23  8] ; [24  9],[22.765625  8.234375] ; [24.234375  8.765625],0
v4,1,0.902291,0.015072,[27  3] ; [30  3],[27.14285714  2.85714286] ; [29.85714286  3.14285714],0
p5,1,0.948507,0.004171,[ 2 29] ; [ 2 31],[ 1.9375 29.0625] ; [ 2.0625 30.9375],0
d1,1,0.981209,0.000555,[14 17] ; [15 18],[14.046875 16.953125] ; [14.953125 18.046875],0
