Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.7e-05,17.637529,[ 7 28] ; [18  6],[14.83050847 20.16949153] ; [10.16949153 13.83050847],1
p8,1,0.000135,14.576752,[ 2 33] ; [12 13],[ 8.16666667 26.83333333] ; [ 5.83333333 19.16666667],1
p2,1,0.000448,12.319005,[ 9 27] ; [17  7],[15.6 20.4] ; [10.4 13.6],1
v4,1,0.000717,11.444835,[13 23] ; [20  5],[19.47540984 16.52459016] ; [13.52459016 11.47540984],1
v1,1,0.008318,6.963773,[ 6 30] ; [12 13],[10.62295082 25.37704918] ; [ 7.37704918 17.62295082],0
s8,1,0.01054,6.541273,[ 1 35] ; [ 6 19],[ 4.13114754 31.86885246] ; [ 2.86885246 22.13114754],0
p11,1,0.01786,5.609843,[ 7 29] ; [12 13],[11.21311475 24.78688525] ; [ 7.78688525 17.21311475],0
p5,1,0.024823,5.03616,[ 1 34] ; [ 5 19],[ 3.55932203 31.44067797] ; [ 2.44067797 21.55932203],0
n2,1,0.025483,4.990741,[ 5 13] ; [10  5],[8.18181818 9.81818182] ; [6.81818182 8.18181818],0
p4,1,0.028874,4.775132,[ 7 29] ; [11 13],[10.8 25.2] ; [ 7.2 16.8],0
u3,1,0.032189,4.588426,[ 2 12] ; [6 5],[4.48 9.52] ; [3.52 7.48],0
r1,1,0.034924,4.448867,[ 8 28] ; [12 13],[11.80327869 24.19672131] ; [ 8.19672131 16.80327869],0
p6,1,0.039955,4.21978,[ 2 33] ; [ 6 19],[ 4.66666667 30.33333333] ; [ 3.33333333 21.66666667],0
n6,1,0.048398,3.896104,[12 23] ; [15 10],[15.75 19.25] ; [11.25 13.75],0
a1,1,0.048424,3.895195,[ 8 28] ; [ 1 24],[ 5.31147541 30.68852459] ; [ 3.68852459 21.31147541],0
d3,1,0.053688,3.722385,[14 22] ; [16  9],[17.70491803 18.29508197] ; [12.29508197 12.70491803],0
r2,1,0.05525,3.674534,[17 17] ; [18  6],[20.51724138 13.48275862] ; [14.48275862  9.51724138],0
s7,1,0.076179,3.144587,[ 5 27] ; [ 9 16],[ 7.85964912 24.14035088] ; [ 6.14035088 18.85964912],0
p3,1,0.134827,2.236025,[ 6 30] ; [ 8 16],[ 8.4 27.6] ; [ 5.6 18.4],0
n4,1,0.144864,2.125511,[24 12] ; [12 13],[21.24590164 14.75409836] ; [14.75409836 10.24590164],0
p7,1,0.16179,1.957418,[ 9 27] ; [ 9 12],[11.36842105 24.63157895] ; [ 6.63157895 14.36842105],0
b4,1,0.195922,1.672512,[17 19] ; [16  9],[19.47540984 16.52459016] ; [13.52459016 11.47540984],0
s1,1,0.202136,1.626872,[ 5 31] ; [ 1 24],[ 3.54098361 32.45901639] ; [ 2.45901639 22.54098361],0
a6,1,0.23202,1.428435,[20 16] ; [10 15],[17.70491803 18.29508197] ; [12.29508197 12.70491803],0
n3,1,0.24706,1.33985,[ 6 12] ; [8 7],[ 7.63636364 10.36363636] ; [6.36363636 8.63636364],0
d4,1,0.383397,0.759781,[19 17] ; [16  9],[20.6557377 15.3442623] ; [14.3442623 10.6557377],0
d5,1,0.383397,0.759781,[19 17] ; [16  9],[20.6557377 15.3442623] ; [14.3442623 10.6557377],0
n1,1,0.435078,0.609231,[ 6 12] ; [7 8],[ 7.09090909 10.90909091] ; [5.90909091 9.09090909],0
n5,1,0.495249,0.465102,[26 10] ; [16  9],[24.78688525 11.21311475] ; [17.21311475  7.78688525],0
s4,1,0.547685,0.361481,[ 8 28] ; [ 4 21],[ 7.08196721 28.91803279] ; [ 4.91803279 20.08196721],0
b3,1,0.572614,0.318328,[11 14] ; [ 6 11],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
b2,1,0.572614,0.318328,[11 14] ; [ 6 11],[10.11904762 14.88095238] ; [ 6.88095238 10.11904762],0
p1,1,0.578002,0.309476,[ 4 32] ; [ 4 21],[ 4.72131148 31.27868852] ; [ 3.27868852 21.72131148],0
a4,1,0.59298,0.285714,[15 20] ; [ 9 16],[14. 21.] ; [10. 15.],0
a3,1,0.59298,0.285714,[22 13] ; [14 11],[21. 14.] ; [15. 10.],0
u2,1,0.621685,0.243506,[5 9] ; [5 6],[5.6 8.4] ; [4.4 6.6],0
b5,1,0.644446,0.212974,[18 18] ; [11 14],[17.1147541 18.8852459] ; [11.8852459 13.1147541],0
d1,1,0.655969,0.198457,[11 25] ; [ 9 16],[11.80327869 24.19672131] ; [ 8.19672131 16.80327869],0
s6,1,0.669159,0.182587,[ 7 29] ; [ 6 19],[ 7.67213115 28.32786885] ; [ 5.32786885 19.67213115],0
v3,1,0.669159,0.182587,[ 7 29] ; [ 6 19],[ 7.67213115 28.32786885] ; [ 5.32786885 19.67213115],0
a7,1,0.689753,0.159353,[14 22] ; [11 14],[14.75409836 21.24590164] ; [10.24590164 14.75409836],0
s3,1,0.761799,0.091881,[10 25] ; [ 6 18],[ 9.49152542 25.50847458] ; [ 6.50847458 17.49152542],0
u1,1,0.78231,0.076347,[ 2 34] ; [ 1 24],[ 1.7704918 34.2295082] ; [ 1.2295082 23.7704918],0
p12,1,0.792065,0.069501,[ 1 35] ; [ 1 24],[ 1.18032787 34.81967213] ; [ 0.81967213 24.18032787],0
a5,1,0.803845,0.06169,[19 17] ; [14 11],[19.47540984 16.52459016] ; [13.52459016 11.47540984],0
b1,1,0.818899,0.052423,[22 14] ; [16  9],[22.42622951 13.57377049] ; [15.57377049  9.42622951],0
a2,1,0.829817,0.046198,[ 5 31] ; [ 3 22],[ 4.72131148 31.27868852] ; [ 3.27868852 21.72131148],0
d2,1,0.895308,0.017316,[16 19] ; [11 14],[15.75 19.25] ; [11.25 13.75],0
s2,1,0.944855,0.004784,[ 6 30] ; [ 4 21],[ 5.90163934 30.09836066] ; [ 4.09836066 20.90163934],0
v2,1,0.944855,0.004784,[ 6 30] ; [ 4 21],[ 5.90163934 30.09836066] ; [ 4.09836066 20.90163934],0
