Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.014119,6.023243,[13  1] ; [1 2],[11.52941176  2.47058824] ; [2.47058824 0.52941176],0
a8,1,0.018326,5.56476,[ 1 12] ; [2 1],[ 2.4375 10.5625] ; [0.5625 2.4375],0
p8,1,0.11863,2.435317,[11  3] ; [1 2],[9.88235294 4.11764706] ; [2.11764706 0.88235294],0
p6,1,0.11863,2.435317,[11  3] ; [1 2],[9.88235294 4.11764706] ; [2.11764706 0.88235294],0
p2,1,0.11863,2.435317,[11  3] ; [1 2],[9.88235294 4.11764706] ; [2.11764706 0.88235294],0
r2,1,0.201352,1.63254,[13  1] ; [2 1],[12.35294118  1.64705882] ; [2.64705882 0.35294118],0
d5,1,0.210209,1.569986,[ 4 10] ; [2 1],[4.94117647 9.05882353] ; [1.05882353 1.94117647],0
s8,1,0.322888,0.977211,[5 9] ; [2 1],[5.76470588 8.23529412] ; [1.23529412 1.76470588],0
s2,1,0.322888,0.977211,[5 9] ; [2 1],[5.76470588 8.23529412] ; [1.23529412 1.76470588],0
b1,1,0.322888,0.977211,[5 9] ; [2 1],[5.76470588 8.23529412] ; [1.23529412 1.76470588],0
a5,1,0.322888,0.977211,[9 5] ; [1 2],[8.23529412 5.76470588] ; [1.76470588 1.23529412],0
b5,1,0.322888,0.977211,[5 9] ; [2 1],[5.76470588 8.23529412] ; [1.23529412 1.76470588],0
a6,1,0.322888,0.977211,[9 5] ; [1 2],[8.23529412 5.76470588] ; [1.76470588 1.23529412],0
p4,1,0.432246,0.61678,[12  2] ; [2 1],[11.52941176  2.47058824] ; [2.47058824 0.52941176],0
s1,1,0.432246,0.61678,[ 2 12] ; [1 2],[ 2.47058824 11.52941176] ; [0.52941176 2.47058824],0
a4,1,0.432246,0.61678,[ 2 12] ; [1 2],[ 2.47058824 11.52941176] ; [0.52941176 2.47058824],0
v2,1,0.59969,0.275463,[7 7] ; [1 2],[6.58823529 7.41176471] ; [1.41176471 1.58823529],0
v1,1,0.59969,0.275463,[7 7] ; [2 1],[7.41176471 6.58823529] ; [1.58823529 1.41176471],0
a3,1,0.59969,0.275463,[7 7] ; [1 2],[6.58823529 7.41176471] ; [1.41176471 1.58823529],0
d3,1,0.659118,0.194597,[ 3 11] ; [1 2],[ 3.29411765 10.70588235] ; [0.70588235 2.29411765],0
d2,1,0.659118,0.194597,[ 3 11] ; [1 2],[ 3.29411765 10.70588235] ; [0.70588235 2.29411765],0
u2,1,0.857714,0.032143,[4 3] ; [1 1],[3.88888889 3.11111111] ; [1.11111111 0.88888889],0
u3,1,0.857714,0.032143,[3 4] ; [1 1],[3.11111111 3.88888889] ; [0.88888889 1.11111111],0
s5,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
s7,1,0.868645,0.02735,[8 5] ; [2 1],[8.125 4.875] ; [1.875 1.125],0
p3,1,0.86952,0.026984,[10  4] ; [2 1],[9.88235294 4.11764706] ; [2.11764706 0.88235294],0
p7,1,0.86952,0.026984,[10  4] ; [2 1],[9.88235294 4.11764706] ; [2.11764706 0.88235294],0
b4,1,0.93758,0.006133,[9 5] ; [2 1],[9.05882353 4.94117647] ; [1.94117647 1.05882353],0
