Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.040447,[14 30] ; [58 17],[26.62184874 17.37815126] ; [45.37815126 29.62184874],1
p10,1,0.005179,7.815783,[19 25] ; [50 22],[26.17241379 17.82758621] ; [42.82758621 29.17241379],0
s7,1,0.012106,6.295225,[ 7 34] ; [28 42],[12.92792793 28.07207207] ; [22.07207207 47.92792793],0
d2,1,0.01451,5.974951,[ 4 40] ; [21 54],[ 9.24369748 34.75630252] ; [15.75630252 59.24369748],0
p8,1,0.021162,5.313382,[13 31] ; [37 35],[18.96551724 25.03448276] ; [31.03448276 40.96551724],0
p1,1,0.028636,4.789368,[ 1 43] ; [11 63],[ 4.47457627 39.52542373] ; [ 7.52542373 66.47457627],0
s6,1,0.029746,4.723884,[15 29] ; [40 33],[20.68376068 23.31623932] ; [34.31623932 38.68376068],0
r3,1,0.066748,3.361244,[39  5] ; [56 19],[35.12605042  8.87394958] ; [59.87394958 15.12605042],0
s5,1,0.080544,3.053893,[ 7 36] ; [22 49],[10.93859649 32.06140351] ; [18.06140351 52.93859649],0
d3,1,0.084493,2.976286,[20 24] ; [22 52],[15.66101695 28.33898305] ; [26.33898305 47.66101695],0
n1,1,0.094,2.804497,[ 3 12] ; [12 14],[5.48780488 9.51219512] ; [ 9.51219512 16.48780488],0
b2,1,0.120959,2.404862,[ 4 19] ; [14 25],[ 6.67741935 16.32258065] ; [11.32258065 27.67741935],0
b3,1,0.120959,2.404862,[ 4 19] ; [14 25],[ 6.67741935 16.32258065] ; [11.32258065 27.67741935],0
a7,1,0.138953,2.18952,[27 17] ; [35 39],[23.11864407 20.88135593] ; [38.88135593 35.11864407],0
d4,1,0.141435,2.162277,[23 21] ; [28 45],[19.17948718 24.82051282] ; [31.82051282 41.17948718],0
b5,1,0.158567,1.987841,[27 17] ; [36 39],[23.29411765 20.70588235] ; [39.70588235 35.29411765],0
a4,1,0.158894,1.984721,[ 5 39] ; [16 58],[ 7.83050847 36.16949153] ; [13.16949153 60.83050847],0
p12,1,0.168779,1.893758,[ 2 42] ; [ 9 65],[ 4.10169492 39.89830508] ; [ 6.89830508 67.10169492],0
p2,1,0.241032,1.374548,[32 12] ; [46 28],[29.08474576 14.91525424] ; [48.91525424 25.08474576],0
a5,1,0.246301,1.344165,[16 28] ; [35 39],[19.01694915 24.98305085] ; [31.98305085 42.01694915],0
n3,1,0.272629,1.203469,[11  3] ; [16 10],[9.45 4.55] ; [17.55  8.45],0
s1,1,0.28364,1.149566,[ 1 43] ; [ 5 69],[ 2.23728814 41.76271186] ; [ 3.76271186 70.23728814],0
a2,1,0.290295,1.118251,[ 1 43] ; [ 5 70],[ 2.21848739 41.78151261] ; [ 3.78151261 71.21848739],0
v3,1,0.315122,1.009086,[ 8 34] ; [20 53],[10.22608696 31.77391304] ; [17.77391304 55.22608696],0
b1,1,0.393905,0.726853,[17 27] ; [35 40],[19.22689076 24.77310924] ; [32.77310924 42.22689076],0
p9,1,0.399636,0.709422,[27 17] ; [49 22],[29.07826087 14.92173913] ; [46.92173913 24.07826087],0
p7,1,0.412912,0.6704,[24 19] ; [35 38],[21.87068966 21.12931034] ; [37.12931034 35.87068966],0
s8,1,0.422613,0.643039,[ 9 35] ; [20 54],[10.81355932 33.18644068] ; [18.18644068 55.81355932],0
u2,1,0.431363,0.619152,[13 12] ; [19 26],[11.42857143 13.57142857] ; [20.57142857 24.42857143],0
v4,1,0.45954,0.547014,[38  6] ; [60 14],[36.54237288  7.45762712] ; [61.45762712 12.54237288],0
n6,1,0.54817,0.360606,[30 14] ; [55 20],[31.42857143 12.57142857] ; [53.57142857 21.42857143],0
r4,1,0.58786,0.293698,[32 12] ; [51 24],[30.68907563 13.31092437] ; [52.31092437 22.68907563],0
p5,1,0.603564,0.269654,[ 3 41] ; [ 7 66],[ 3.76068376 40.23931624] ; [ 6.23931624 66.76068376],0
d1,1,0.613787,0.254698,[ 1 43] ; [ 3 72],[ 1.4789916 42.5210084] ; [ 2.5210084 72.4789916],0
p6,1,0.628024,0.23475,[12 32] ; [23 50],[13.16239316 30.83760684] ; [21.83760684 51.16239316],0
a6,1,0.635828,0.224241,[23 21] ; [42 32],[24.23728814 19.76271186] ; [40.76271186 33.23728814],0
s4,1,0.655752,0.198725,[ 9 35] ; [18 57],[ 9.98319328 34.01680672] ; [17.01680672 57.98319328],0
p11,1,0.66876,0.183056,[31 13] ; [50 25],[29.94957983 14.05042017] ; [51.05042017 23.94957983],0
p3,1,0.68256,0.167258,[15 29] ; [28 46],[16.03389831 27.96610169] ; [26.96610169 47.03389831],0
s2,1,0.702347,0.146042,[17 27] ; [26 48],[16.03389831 27.96610169] ; [26.96610169 47.03389831],0
s3,1,0.704878,0.143447,[21 22] ; [33 40],[20.01724138 22.98275862] ; [33.98275862 39.01724138],0
b4,1,0.767244,0.087605,[24 20] ; [43 32],[24.77310924 19.22689076] ; [42.22689076 32.77310924],0
a1,1,0.84961,0.035954,[ 2 42] ; [ 4 71],[ 2.21848739 41.78151261] ; [ 3.78151261 71.21848739],0
a8,1,0.882638,0.021793,[ 5 36] ; [ 8 63],[ 4.75892857 36.24107143] ; [ 8.24107143 62.75892857],0
u3,1,0.882738,0.021756,[ 9 16] ; [17 28],[ 9.28571429 15.71428571] ; [16.71428571 28.28571429],0
p4,1,0.899382,0.015988,[18 26] ; [29 44],[17.67521368 26.32478632] ; [29.32478632 43.67521368],0
r2,1,0.909554,0.012905,[35  9] ; [59 16],[34.75630252  9.24369748] ; [59.24369748 15.75630252],0
v2,1,0.955584,0.003102,[11 31] ; [18 52],[10.875 31.125] ; [18.125 51.875],0
r1,1,0.956283,0.003005,[25 19] ; [43 32],[25.14285714 18.85714286] ; [42.85714286 32.14285714],0
a3,1,0.984125,0.000396,[18 26] ; [30 43],[18.05128205 25.94871795] ; [29.94871795 43.05128205],0
n2,1,1.0,0.0,[10  5] ; [18  9],[10.  5.] ; [18.  9.],0
