Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.059417,3.553572,[11  4] ; [4 7],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
r3,1,0.086828,2.932224,[11  3] ; [5 6],[8.96 5.04] ; [7.04 3.96],0
b4,1,0.098168,2.735065,[9 6] ; [3 8],[6.92307692 8.07692308] ; [5.07692308 5.92307692],0
a5,1,0.148856,2.083939,[ 4 11] ; [6 5],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
p7,1,0.233703,1.418182,[6 9] ; [7 4],[7.5 7.5] ; [5.5 5.5],0
d3,1,0.261253,1.262107,[ 4 11] ; [ 1 10],[ 2.88461538 12.11538462] ; [2.11538462 8.88461538],0
p9,1,0.3268,0.961538,[9 6] ; [4 6],[7.8 7.2] ; [5.2 4.8],0
u3,1,0.368688,0.808081,[3 8] ; [1 8],[2.2 8.8] ; [1.8 7.2],0
s3,1,0.389505,0.740488,[ 5 10] ; [2 9],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
p3,1,0.389505,0.740488,[ 5 10] ; [2 9],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
d5,1,0.389505,0.740488,[ 5 10] ; [2 9],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
n2,1,0.390636,0.736961,[4 2] ; [3 4],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
p6,1,0.420345,0.649351,[ 2 12] ; [3 8],[ 2.8 11.2] ; [2.2 8.8],0
b5,1,0.462325,0.54026,[9 6] ; [5 6],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
v4,1,0.462325,0.54026,[9 6] ; [5 6],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
p4,1,0.500352,0.454189,[6 9] ; [3 8],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
p2,1,0.530236,0.393939,[10  5] ; [6 5],[9.23076923 5.76923077] ; [6.76923077 4.23076923],0
a7,1,0.530236,0.393939,[ 5 10] ; [5 6],[5.76923077 9.23076923] ; [4.23076923 6.76923077],0
n5,1,0.61193,0.257374,[11  4] ; [9 2],[11.53846154  3.46153846] ; [8.46153846 2.53846154],0
r4,1,0.61193,0.257374,[ 4 11] ; [2 9],[ 3.46153846 11.53846154] ; [2.53846154 8.46153846],0
u2,1,0.653095,0.20202,[5 6] ; [5 4],[5.5 5.5] ; [4.5 4.5],0
d2,1,0.663674,0.189091,[ 3 12] ; [3 8],[ 3.46153846 11.53846154] ; [2.53846154 8.46153846],0
a4,1,0.663674,0.189091,[ 3 12] ; [3 8],[ 3.46153846 11.53846154] ; [2.53846154 8.46153846],0
a3,1,0.702195,0.146199,[ 4 11] ; [2 8],[ 3.6 11.4] ; [2.4 7.6],0
n1,1,0.724939,0.12381,[2 4] ; [3 4],[2.30769231 3.69230769] ; [2.69230769 4.30769231],0
n3,1,0.724939,0.12381,[4 2] ; [4 3],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
p8,1,0.733701,0.115741,[ 5 10] ; [4 6],[5.4 9.6] ; [3.6 6.4],0
s1,1,0.737989,0.111902,[ 2 13] ; [ 1 10],[ 1.73076923 13.26923077] ; [1.26923077 9.73076923],0
s2,1,0.737989,0.111902,[ 2 13] ; [ 1 10],[ 1.73076923 13.26923077] ; [1.26923077 9.73076923],0
s6,1,0.740797,0.109428,[ 5 10] ; [3 8],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
b2,1,0.770335,0.085227,[2 9] ; [1 3],[2.2 8.8] ; [0.8 3.2],0
b3,1,0.770335,0.085227,[2 9] ; [1 3],[2.2 8.8] ; [0.8 3.2],0
p11,1,0.780914,0.077355,[9 6] ; [6 5],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
v3,1,0.818726,0.052525,[ 1 14] ; [ 1 10],[ 1.15384615 13.84615385] ; [ 0.84615385 10.15384615],0
a8,1,0.840342,0.040584,[ 3 11] ; [2 9],[ 2.8 11.2] ; [2.2 8.8],0
a6,1,0.872518,0.025748,[ 5 10] ; [4 7],[5.19230769 9.80769231] ; [3.80769231 7.19230769],0
b1,1,0.872518,0.025748,[10  5] ; [7 4],[9.80769231 5.19230769] ; [7.19230769 3.80769231],0
s7,1,0.873382,0.025397,[ 2 13] ; [1 8],[ 1.875 13.125] ; [1.125 7.875],0
v2,1,0.896743,0.016842,[ 3 12] ; [2 7],[ 3.125 11.875] ; [1.875 7.125],0
s8,1,0.90748,0.013506,[ 3 12] ; [2 9],[ 2.88461538 12.11538462] ; [2.11538462 8.88461538],0
s4,1,0.90748,0.013506,[ 3 12] ; [2 9],[ 2.88461538 12.11538462] ; [2.11538462 8.88461538],0
v1,1,0.90748,0.013506,[ 3 12] ; [2 9],[ 2.88461538 12.11538462] ; [2.11538462 8.88461538],0
r1,1,0.972542,0.001185,[ 4 11] ; [3 8],[ 4.03846154 10.96153846] ; [2.96153846 8.03846154],0
p10,1,1.0,0.0,[6 9] ; [4 6],[6. 9.] ; [4. 6.],0
