Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.009087,6.805556,[10  2] ; [2 6],[7.2 4.8] ; [4.8 3.2],0
a7,1,0.016553,5.743182,[9 3] ; [2 7],[6.28571429 5.71428571] ; [4.71428571 4.28571429],0
p10,1,0.043581,4.072727,[8 4] ; [2 7],[5.71428571 6.28571429] ; [4.28571429 4.71428571],0
p9,1,0.043581,4.072727,[8 4] ; [2 7],[5.71428571 6.28571429] ; [4.28571429 4.71428571],0
v3,1,0.054514,3.696875,[ 1 11] ; [4 5],[2.85714286 9.14285714] ; [2.14285714 6.85714286],0
a4,1,0.061369,3.5,[ 2 10] ; [5 4],[4. 8.] ; [3. 6.],0
a3,1,0.097961,2.738426,[5 7] ; [7 2],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
p2,1,0.130134,2.290909,[8 4] ; [3 6],[6.28571429 5.71428571] ; [4.71428571 4.28571429],0
s3,1,0.133696,2.249053,[ 1 10] ; [3 5],[2.31578947 8.68421053] ; [1.68421053 6.31578947],0
s2,1,0.148795,2.084559,[ 1 11] ; [3 6],[2.28571429 9.71428571] ; [1.71428571 7.28571429],0
a5,1,0.153607,2.036058,[3 9] ; [5 4],[4.57142857 7.42857143] ; [3.42857143 5.57142857],0
v1,1,0.153607,2.036058,[3 9] ; [5 4],[4.57142857 7.42857143] ; [3.42857143 5.57142857],0
n4,1,0.163187,1.944444,[ 2 10] ; [4 5],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
b5,1,0.308512,1.037037,[8 4] ; [4 5],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
d5,1,0.308512,1.037037,[8 4] ; [4 5],[6.85714286 5.14285714] ; [5.14285714 3.85714286],0
p8,1,0.349575,0.875,[5 7] ; [2 7],[4. 8.] ; [3. 6.],0
p11,1,0.349575,0.875,[5 7] ; [2 7],[4. 8.] ; [3. 6.],0
d3,1,0.349575,0.875,[7 5] ; [7 2],[8. 4.] ; [6. 3.],0
d2,1,0.374857,0.7875,[ 2 10] ; [3 6],[2.85714286 9.14285714] ; [2.14285714 6.85714286],0
n2,1,0.57075,0.321429,[1 5] ; [1 2],[1.33333333 4.66666667] ; [0.66666667 2.33333333],0
u2,1,0.57075,0.321429,[5 2] ; [1 1],[4.66666667 2.33333333] ; [1.33333333 0.66666667],0
n6,1,0.576999,0.311111,[4 8] ; [2 7],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
n3,1,0.635256,0.225,[3 3] ; [2 1],[3.33333333 2.66666667] ; [1.66666667 1.33333333],0
a6,1,0.675706,0.175,[3 9] ; [3 6],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
p4,1,0.675706,0.175,[3 9] ; [3 6],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
r1,1,0.697161,0.151442,[5 7] ; [3 6],[4.57142857 7.42857143] ; [3.42857143 5.57142857],0
b4,1,0.697161,0.151442,[7 5] ; [6 3],[7.42857143 4.57142857] ; [5.57142857 3.42857143],0
p3,1,0.697161,0.151442,[5 7] ; [3 6],[4.57142857 7.42857143] ; [3.42857143 5.57142857],0
p7,1,0.713628,0.13468,[4 7] ; [4 5],[4.4 6.6] ; [3.6 5.4],0
s4,1,0.748328,0.102941,[ 2 10] ; [2 7],[2.28571429 9.71428571] ; [1.71428571 7.28571429],0
s7,1,0.828812,0.046753,[2 9] ; [1 6],[1.83333333 9.16666667] ; [1.16666667 5.83333333],0
a2,1,0.83008,0.046053,[ 1 11] ; [1 8],[ 1.14285714 10.85714286] ; [0.85714286 8.14285714],0
p1,1,0.83008,0.046053,[ 1 11] ; [1 8],[ 1.14285714 10.85714286] ; [0.85714286 8.14285714],0
v2,1,0.83008,0.046053,[ 1 11] ; [1 8],[ 1.14285714 10.85714286] ; [0.85714286 8.14285714],0
s6,1,0.88242,0.021875,[3 9] ; [2 7],[2.85714286 9.14285714] ; [2.14285714 6.85714286],0
d4,1,0.88242,0.021875,[9 3] ; [7 2],[9.14285714 2.85714286] ; [6.85714286 2.14285714],0
d1,1,1.0,0.0,[4 8] ; [3 6],[4. 8.] ; [3. 6.],0
n1,1,1.0,0.0,[2 4] ; [1 2],[2. 4.] ; [1. 2.],0
b1,1,1.0,0.0,[8 4] ; [6 3],[8. 4.] ; [6. 3.],0
