Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,73.669039,[245  10] ; [5 9],[236.98884758  18.01115242] ; [13.01115242  0.98884758],1
r3,1,0.0,28.934304,[249   5] ; [10  4],[245.47014925   8.52985075] ; [13.52985075  0.47014925],1
r2,1,1e-06,25.259546,[247   6] ; [10  4],[243.52434457   9.47565543] ; [13.47565543  0.52434457],1
r1,1,5e-06,20.804186,[213  40] ; [5 9],[206.56928839  46.43071161] ; [11.43071161  2.56928839],1
p11,1,0.000106,15.02219,[214  41] ; [6 8],[208.55018587  46.44981413] ; [11.44981413  2.55018587],1
n6,1,0.000947,10.928307,[223  30] ; [8 6],[218.88764045  34.11235955] ; [12.11235955  1.88764045],1
p2,1,0.003711,8.420142,[228  26] ; [9 5],[224.61940299  29.38059701] ; [12.38059701  1.61940299],0
a7,1,0.004362,8.126586,[182  72] ; [5 9],[177.23134328  76.76865672] ; [9.76865672 4.23134328],0
s6,1,0.004884,7.921856,[219  32] ; [7 5],[215.68821293  35.31178707] ; [10.31178707  1.68821293],0
u3,1,0.010827,6.493506,[41 14] ; [1 4],[38.5 16.5] ; [3.5 1.5],0
p10,1,0.015033,5.912583,[221  32] ; [9 5],[217.94007491  35.05992509] ; [12.05992509  1.94007491],0
p4,1,0.016502,5.748603,[211  44] ; [8 6],[207.60223048  47.39776952] ; [11.39776952  2.60223048],0
p8,1,0.016911,5.705556,[170  84] ; [5 9],[165.85820896  88.14179104] ; [9.14179104 4.85820896],0
s8,1,0.021789,5.262573,[168  87] ; [5 9],[163.99628253  91.00371747] ; [9.00371747 4.99628253],0
s7,1,0.0261,4.94935,[175  69] ; [5 7],[171.5625  72.4375] ; [8.4375 3.5625],0
p9,1,0.028081,4.823093,[229  25] ; [10  4],[226.51492537  27.48507463] ; [12.48507463  1.51492537],0
d5,1,0.039421,4.242626,[216  38] ; [9 5],[213.24626866  40.75373134] ; [11.75373134  2.24626866],0
v1,1,0.083635,2.992813,[145 100] ; [5 9],[141.89189189 103.10810811] ; [8.10810811 5.89189189],0
d4,1,0.099951,2.706318,[221  33] ; [10  4],[218.93283582  35.06716418] ; [12.06716418  1.93283582],0
d3,1,0.119515,2.423661,[178  77] ; [7 7],[175.37174721  79.62825279] ; [9.62825279 4.37174721],0
u1,1,0.132943,2.257799,[ 63 192] ; [ 1 13],[ 60.66914498 194.33085502] ; [ 3.33085502 10.66914498],0
a4,1,0.143471,2.140331,[124 131] ; [ 4 10],[121.33828996 133.66171004] ; [6.66171004 7.33828996],0
d1,1,0.177866,1.815368,[172  83] ; [7 7],[169.68401487  85.31598513] ; [9.31598513 4.68401487],0
b1,1,0.179094,1.805129,[117 138] ; [9 5],[119.44237918 135.55762082] ; [6.55762082 7.44237918],0
n4,1,0.189597,1.72075,[215  39] ; [10  4],[213.24626866  40.75373134] ; [11.75373134  2.24626866],0
a3,1,0.203828,1.614734,[200  54] ; [9 5],[198.08208955  55.91791045] ; [10.91791045  3.08208955],0
p5,1,0.24009,1.380068,[ 50 202] ; [ 1 13],[ 48.31578947 203.68421053] ; [ 2.68421053 11.31578947],0
a2,1,0.255125,1.29502,[ 72 183] ; [ 2 12],[ 70.14869888 184.85130112] ; [ 3.85130112 10.14869888],0
u2,1,0.27231,1.205073,[35 19] ; [2 3],[33.86440678 20.13559322] ; [3.13559322 1.86440678],0
p7,1,0.294595,1.098503,[193  59] ; [9 5],[191.36842105  60.63157895] ; [10.63157895  3.36842105],0
a8,1,0.319698,0.990181,[ 30 214] ; [ 3 11],[ 31.20930233 212.79069767] ; [ 1.79069767 12.20930233],0
s2,1,0.345986,0.888126,[208  47] ; [10  4],[206.65427509  48.34572491] ; [11.34572491  2.65427509],0
n2,1,0.359221,0.840613,[32  9] ; [1 1],[31.46511628  9.53488372] ; [1.53488372 0.46511628],0
b4,1,0.364079,0.823773,[151 104] ; [10  4],[152.62081784 102.37918216] ; [8.37918216 5.62081784],0
n5,1,0.372887,0.794023,[206  48] ; [10  4],[204.71641791  49.28358209] ; [11.28358209  2.71641791],0
v2,1,0.497306,0.46068,[145 100] ; [7 7],[143.78378378 101.21621622] ; [8.21621622 5.78378378],0
p12,1,0.509476,0.435143,[ 36 218] ; [ 1 12],[ 35.19850187 218.80149813] ; [ 1.80149813 11.19850187],0
v3,1,0.541534,0.372704,[115 129] ; [5 8],[113.92996109 130.07003891] ; [6.07003891 6.92996109],0
s5,1,0.543908,0.368345,[113 127] ; [5 8],[111.93675889 128.06324111] ; [6.06324111 6.93675889],0
p6,1,0.553322,0.351399,[123 128] ; [8 6],[124.07924528 126.92075472] ; [6.92075472 7.07924528],0
