Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000685,11.528822,[ 8 24] ; [11  3],[13.2173913 18.7826087] ; [5.7826087 8.2173913],1
p6,1,0.001236,10.435797,[ 5 26] ; [9 5],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
p7,1,0.002989,8.814059,[ 8 24] ; [10  4],[12.52173913 19.47826087] ; [5.47826087 8.52173913],0
s6,1,0.006769,7.333333,[12 20] ; [10  2],[16. 16.] ; [6. 6.],0
a5,1,0.022387,5.21542,[16 16] ; [12  2],[19.47826087 12.52173913] ; [8.52173913 5.47826087],0
s2,1,0.022791,5.184332,[ 7 24] ; [8 6],[10.33333333 20.66666667] ; [4.66666667 9.33333333],0
p8,1,0.022791,5.184332,[ 7 24] ; [8 6],[10.33333333 20.66666667] ; [4.66666667 9.33333333],0
s3,1,0.025251,5.006583,[11 20] ; [10  4],[14.46666667 16.53333333] ; [6.53333333 7.46666667],0
s4,1,0.038603,4.278274,[ 2 30] ; [ 4 10],[ 4.17391304 27.82608696] ; [ 1.82608696 12.17391304],0
b1,1,0.054529,3.696429,[13 19] ; [10  4],[16. 16.] ; [7. 7.],0
p2,1,0.057712,3.601956,[15 16] ; [11  3],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
p9,1,0.058319,3.584543,[17 13] ; [12  2],[19.77272727 10.22727273] ; [9.22727273 4.77272727],0
v1,1,0.065864,3.383195,[ 7 24] ; [7 7],[ 9.64444444 21.35555556] ; [4.35555556 9.64444444],0
d4,1,0.067818,3.335049,[28  4] ; [9 5],[25.73913043  6.26086957] ; [11.26086957  2.73913043],0
p10,1,0.08746,2.920507,[16 15] ; [11  3],[18.6 12.4] ; [8.4 5.6],0
s5,1,0.106791,2.60108,[ 5 26] ; [5 8],[ 7.04545455 23.95454545] ; [ 2.95454545 10.04545455],0
b4,1,0.145877,2.114843,[25  7] ; [8 6],[22.95652174  9.04347826] ; [10.04347826  3.95652174],0
a7,1,0.149006,2.082393,[21 11] ; [6 8],[18.7826087 13.2173913] ; [8.2173913 5.7826087],0
r2,1,0.159469,1.979252,[17 13] ; [11  3],[19.09090909 10.90909091] ; [8.90909091 5.09090909],0
s8,1,0.225845,1.466837,[ 8 24] ; [6 8],[ 9.73913043 22.26086957] ; [4.26086957 9.73913043],0
s7,1,0.237971,1.392573,[ 8 21] ; [6 7],[ 9.66666667 19.33333333] ; [4.33333333 8.66666667],0
