Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,53.813939,[32 67] ; [172  57],[61.57317073 37.42682927] ; [142.42682927  86.57317073],1
a6,1,0.0,31.709813,[47 52] ; [181  49],[68.60790274 30.39209726] ; [159.39209726  70.60790274],1
r3,1,1e-06,23.646611,[75 24] ; [215  13],[87.79816514 11.20183486] ; [202.20183486  25.79816514],1
r4,1,1.1e-05,19.35852,[70 29] ; [207  23],[83.35258359 15.64741641] ; [193.64741641  36.35258359],1
d5,1,1.4e-05,18.913777,[62 37] ; [194  36],[77.03343465 21.96656535] ; [178.96656535  51.03343465],1
a2,1,0.000164,14.200452,[ 8 91] ; [ 61 169],[20.76291793 78.23708207] ; [ 48.23708207 181.76291793],1
u1,1,0.000168,14.153694,[ 2 97] ; [ 39 191],[12.33738602 86.66261398] ; [ 28.66261398 201.33738602],1
d4,1,0.000427,12.411639,[62 37] ; [186  44],[74.62613982 24.37386018] ; [173.37386018  56.62613982],1
r1,1,0.000642,11.649362,[59 40] ; [177  50],[71.66871166 27.33128834] ; [164.33128834  62.66871166],1
b5,1,0.000642,11.649263,[46 53] ; [153  77],[59.88145897 39.11854103] ; [139.11854103  90.88145897],1
v4,1,0.001014,10.801544,[80 19] ; [213  16],[88.43597561 10.56402439] ; [204.56402439  24.43597561],0
r2,1,0.001387,10.22302,[80 17] ; [214  14],[87.74769231  9.25230769] ; [206.25230769  21.74769231],0
s2,1,0.001836,9.706438,[15 82] ; [ 73 153],[26.42724458 70.57275542] ; [ 61.57275542 164.42724458],0
p2,1,0.005702,7.642176,[64 32] ; [186  44],[73.6196319 22.3803681] ; [176.3803681  53.6196319],0
d1,1,0.00777,7.085778,[41 58] ; [132  98],[52.05775076 46.94224924] ; [120.94224924 109.05775076],0
u2,1,0.009374,6.750088,[14 32] ; [42 35],[20.94308943 25.05691057] ; [35.05691057 41.94308943],0
u3,1,0.011709,6.35439,[15 32] ; [43 35],[21.808 25.192] ; [36.192 41.808],0
a5,1,0.012106,6.295277,[58 41] ; [167  63],[67.70516717 31.29483283] ; [157.29483283  72.70516717],0
a3,1,0.015291,5.882585,[52 47] ; [152  76],[61.76146789 37.23853211] ; [142.23853211  85.76146789],0
n4,1,0.015403,5.869776,[76 23] ; [201  29],[83.35258359 15.64741641] ; [193.64741641  36.35258359],0
p4,1,0.018847,5.515642,[40 57] ; [127 102],[49.69018405 47.30981595] ; [117.30981595 111.69018405],0
s3,1,0.029371,4.745756,[28 70] ; [ 93 132],[36.7120743 61.2879257] ; [ 84.2879257 140.7120743],0
a4,1,0.056717,3.630883,[33 64] ; [104 125],[40.76380368 56.23619632] ; [ 96.23619632 132.76380368],0
p5,1,0.062111,3.480093,[12 86] ; [ 14 214],[ 7.81595092 90.18404908] ; [ 18.18404908 209.81595092],0
p10,1,0.063574,3.441611,[68 28] ; [183  45],[74.37037037 21.62962963] ; [176.62962963  51.37037037],0
s5,1,0.067486,3.343124,[27 69] ; [ 42 180],[20.83018868 75.16981132] ; [ 48.16981132 173.83018868],0
s6,1,0.075366,3.16211,[41 55] ; [121 105],[48.29813665 47.70186335] ; [113.70186335 112.29813665],0
p8,1,0.078149,3.102975,[39 59] ; [113 111],[46.26086957 51.73913043] ; [105.73913043 118.26086957],0
a8,1,0.104178,2.640383,[ 8 84] ; [ 33 178],[12.44884488 79.55115512] ; [ 28.55115512 182.44884488],0
v2,1,0.108931,2.569662,[39 55] ; [110 104],[45.47402597 48.52597403] ; [103.52597403 110.47402597],0
p3,1,0.111767,2.529063,[33 64] ; [100 130],[39.45259939 57.54740061] ; [ 93.54740061 136.45259939],0
p6,1,0.130531,2.286183,[21 74] ; [ 69 158],[26.55279503 68.44720497] ; [ 63.44720497 163.55279503],0
p7,1,0.134743,2.236996,[48 48] ; [134  93],[54.09287926 41.90712074] ; [127.90712074  99.09287926],0
p9,1,0.144099,2.133634,[72 25] ; [184  42],[76.87925697 20.12074303] ; [179.12074303  46.87925697],0
v1,1,0.146567,2.107617,[45 53] ; [122 101],[50.98442368 47.01557632] ; [116.01557632 106.98442368],0
p11,1,0.243281,1.361482,[73 26] ; [183  47],[77.03343465 21.96656535] ; [178.96656535  51.03343465],0
s1,1,0.277838,1.177637,[ 3 93] ; [  3 222],[ 1.79439252 94.20560748] ; [  4.20560748 220.79439252],0
v3,1,0.321387,0.983294,[27 69] ; [ 74 145],[30.78095238 65.21904762] ; [ 70.21904762 148.78095238],0
n3,1,0.345538,0.889776,[20 11] ; [35 12],[21.85897436  9.14102564] ; [33.14102564 13.85897436],0
n1,1,0.374585,0.788397,[11 21] ; [20 25],[12.88311688 19.11688312] ; [18.11688312 26.88311688],0
d2,1,0.412978,0.67021,[48 49] ; [102 127],[44.63190184 52.36809816] ; [105.36809816 123.63190184],0
b1,1,0.445542,0.581967,[41 58] ; [ 85 145],[37.91489362 61.08510638] ; [ 88.08510638 141.91489362],0
s4,1,0.450663,0.568985,[12 87] ; [ 34 188],[14.18691589 84.81308411] ; [ 31.81308411 190.18691589],0
n2,1,0.539657,0.376176,[22 10] ; [36 12],[23.2  8.8] ; [34.8 13.2],0
b4,1,0.552444,0.352958,[62 37] ; [136  94],[59.58054711 39.41945289] ; [138.41945289  91.58054711],0
p12,1,0.564168,0.332538,[ 4 93] ; [ 13 216],[ 5.05828221 91.94171779] ; [ 11.94171779 217.05828221],0
s8,1,0.582648,0.301973,[16 83] ; [ 43 187],[17.75379939 81.24620061] ; [ 41.24620061 188.75379939],0
n6,1,0.592436,0.286556,[81 18] ; [192  36],[82.65137615 16.34862385] ; [190.34862385  37.65137615],0
b2,1,0.617806,0.248963,[20 40] ; [46 78],[21.52173913 38.47826087] ; [44.47826087 79.52173913],0
b3,1,0.617806,0.248963,[20 40] ; [46 78],[21.52173913 38.47826087] ; [44.47826087 79.52173913],0
a1,1,0.648953,0.207223,[ 4 95] ; [ 12 218],[ 4.81458967 94.18541033] ; [ 11.18541033 218.81458967],0
p1,1,0.945889,0.004606,[ 8 91] ; [ 18 211],[ 7.84756098 91.15243902] ; [ 18.15243902 210.84756098],0
