Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,101.360098,[116  45] ; [ 18 116],[73.13220339 87.86779661] ; [60.86779661 73.13220339],1
d4,1,0.0,94.6002,[160   1] ; [70 64],[125.52542373  35.47457627] ; [104.47457627  29.52542373],1
d3,1,0.0,76.054334,[144  17] ; [56 78],[109.15254237  51.84745763] ; [90.84745763 43.15254237],1
d5,1,0.0,70.955676,[155   6] ; [74 60],[124.97966102  36.02033898] ; [104.02033898  29.97966102],1
a4,1,0.0,28.254515,[92 68] ; [35 97],[69.5890411 90.4109589] ; [57.4109589 74.5890411],1
a5,1,0.0,25.480896,[137  24] ; [79 55],[117.88474576  43.11525424] ; [98.11525424 35.88474576],1
u1,1,1e-06,25.06673,[ 42 119] ; [  6 128],[ 26.19661017 134.80338983] ; [ 21.80338983 112.19661017],1
a2,1,2e-06,22.69938,[ 53 108] ; [ 13 121],[ 36.02033898 124.97966102] ; [ 29.97966102 104.02033898],1
p8,1,0.001269,10.387236,[94 63] ; [53 77],[80.41463415 76.58536585] ; [66.58536585 63.41463415],0
v3,1,0.001625,9.931588,[85 65] ; [50 82],[71.80851064 78.19148936] ; [63.19148936 68.80851064],0
a6,1,0.002055,9.499372,[123  38] ; [80 54],[110.78983051  50.21016949] ; [92.21016949 41.78983051],0
v2,1,0.002291,9.300501,[120  38] ; [75 52],[108.10526316  49.89473684] ; [86.89473684 40.10526316],0
a3,1,0.003121,8.735437,[124  36] ; [82 51],[112.49146758  47.50853242] ; [93.50853242 39.49146758],0
a7,1,0.005882,7.586241,[128  33] ; [86 46],[117.59044369  43.40955631] ; [96.40955631 35.59044369],0
r1,1,0.006632,7.369945,[139  21] ; [99 34],[129.96587031  30.03412969] ; [108.03412969  24.96587031],0
n4,1,0.006742,7.340525,[135  26] ; [94 39],[125.4047619  35.5952381] ; [103.5952381  29.4047619],0
v4,1,0.008992,6.82443,[156   5] ; [117  14],[150.5239726  10.4760274] ; [122.4760274   8.5239726],0
p4,1,0.010665,6.520326,[107  53] ; [70 64],[96.32653061 63.67346939] ; [80.67346939 53.32653061],0
p11,1,0.024318,5.071809,[137  24] ; [100  34],[129.34576271  31.65423729] ; [107.65423729  26.34576271],0
p6,1,0.027381,4.866638,[63 94] ; [36 94],[ 54.15679443 102.84320557] ; [44.84320557 85.15679443],0
r4,1,0.030028,4.707672,[146  15] ; [110  24],[139.71525424  21.28474576] ; [116.28474576  17.71525424],0
r3,1,0.05485,3.686649,[155   6] ; [119  12],[151.07534247   9.92465753] ; [122.92465753   8.07534247],0
u4,1,0.057936,3.595518,[  7 154] ; [  1 133],[  4.36610169 156.63389831] ; [  3.63389831 130.36610169],0
p3,1,0.060242,3.530701,[87 71] ; [59 75],[79. 79.] ; [67. 67.],0
s8,1,0.105322,2.623054,[66 94] ; [43 91],[ 59.31972789 100.68027211] ; [49.68027211 84.31972789],0
n3,1,0.117984,2.443875,[21 11] ; [21  4],[23.57894737  8.42105263] ; [18.42105263  6.57894737],0
a8,1,0.12055,2.410164,[ 22 114] ; [ 12 112],[ 17.78461538 118.21538462] ; [ 16.21538462 107.78461538],0
p12,1,0.121852,2.393349,[ 13 146] ; [  5 127],[  9.83505155 149.16494845] ; [  8.16494845 123.83505155],0
s2,1,0.127205,2.326282,[66 94] ; [43 89],[ 59.7260274 100.2739726] ; [49.2739726 82.7260274],0
