Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.2e-05,19.21397,[20  4] ; [41 77],[10.30985915 13.69014085] ; [50.69014085 67.30985915],1
p8,1,0.001568,9.996923,[13 11] ; [27 93],[ 6.66666667 17.33333333] ; [33.33333333 86.66666667],0
a5,1,0.003937,8.312618,[ 7 17] ; [74 47],[13.40689655 10.59310345] ; [67.59310345 53.40689655],0
p2,1,0.01014,6.610182,[18  6] ; [56 65],[12.24827586 11.75172414] ; [61.75172414 59.24827586],0
p1,1,0.027054,4.887375,[ 5 19] ; [  8 112],[ 2.16666667 21.83333333] ; [ 10.83333333 109.16666667],0
r3,1,0.051403,3.795108,[22  2] ; [87 32],[18.29370629  5.70629371] ; [90.70629371 28.29370629],0
b3,1,0.069498,3.294836,[8 8] ; [19 52],[ 4.96551724 11.03448276] ; [22.03448276 48.96551724],0
b2,1,0.069498,3.294836,[8 8] ; [19 52],[ 4.96551724 11.03448276] ; [22.03448276 48.96551724],0
d5,1,0.079983,3.065246,[12 12] ; [83 38],[15.72413793  8.27586207] ; [79.27586207 41.72413793],0
v3,1,0.093005,2.821583,[ 3 21] ; [34 83],[ 6.29787234 17.70212766] ; [30.70212766 86.29787234],0
b1,1,0.093538,2.812413,[16  8] ; [58 63],[12.24827586 11.75172414] ; [61.75172414 59.24827586],0
s2,1,0.098773,2.725242,[ 9 15] ; [26 94],[ 5.83333333 18.16666667] ; [29.16666667 90.83333333],0
p4,1,0.108006,2.583152,[12 12] ; [39 80],[ 8.55944056 15.44055944] ; [42.44055944 76.55944056],0
p3,1,0.116634,2.461946,[10 14] ; [31 89],[ 6.83333333 17.16666667] ; [34.16666667 85.83333333],0
s7,1,0.129846,2.294348,[ 7 15] ; [20 93],[ 4.4 17.6] ; [22.6 90.4],0
n2,1,0.154007,2.032109,[7 2] ; [25 23],[5.05263158 3.94736842] ; [26.94736842 21.05263158],0
n1,1,0.160895,1.965794,[5 4] ; [15 33],[3.15789474 5.84210526] ; [16.84210526 31.15789474],0
v4,1,0.171783,1.867312,[21  3] ; [88 30],[18.42253521  5.57746479] ; [90.57746479 27.42253521],0
n3,1,0.172111,1.86446,[7 2] ; [25 22],[5.14285714 3.85714286] ; [26.85714286 20.14285714],0
r4,1,0.174486,1.843977,[18  6] ; [73 48],[15.06206897  8.93793103] ; [75.93793103 45.06206897],0
d1,1,0.183581,1.768394,[ 7 17] ; [53 68],[ 9.93103448 14.06896552] ; [50.06896552 70.93103448],0
b4,1,0.188777,1.727136,[11 13] ; [73 48],[13.90344828 10.09655172] ; [70.09655172 50.90344828],0
d4,1,0.204801,1.607804,[14 10] ; [85 34],[16.61538462  7.38461538] ; [82.38461538 36.61538462],0
s6,1,0.231181,1.433578,[11 13] ; [40 81],[ 8.44137931 15.55862069] ; [42.55862069 78.44137931],0
a6,1,0.246202,1.344729,[11 13] ; [71 50],[13.57241379 10.42758621] ; [68.42758621 52.57241379],0
a4,1,0.263384,1.25088,[ 6 17] ; [46 74],[ 8.36363636 14.63636364] ; [43.63636364 76.36363636],0
a2,1,0.26907,1.22148,[ 2 22] ; [ 21 100],[ 3.80689655 20.19310345] ; [ 19.19310345 101.80689655],0
a7,1,0.271512,1.20909,[17  7] ; [70 49],[14.6013986  9.3986014] ; [72.3986014 46.6013986],0
s3,1,0.315103,1.009164,[11 13] ; [42 78],[ 8.83333333 15.16666667] ; [44.16666667 75.83333333],0
a3,1,0.330268,0.947848,[11 13] ; [68 52],[13.16666667 10.83333333] ; [65.83333333 54.16666667],0
b5,1,0.387926,0.745433,[15  9] ; [64 57],[13.07586207 10.92413793] ; [65.92413793 55.07586207],0
u2,1,0.411066,0.675716,[7 6] ; [21 30],[5.6875 7.3125] ; [22.3125 28.6875],0
a8,1,0.459242,0.54774,[ 3 20] ; [  9 101],[ 2.07518797 20.92481203] ; [  9.92481203 100.07518797],0
n6,1,0.474055,0.512508,[16  8] ; [70 49],[14.43356643  9.56643357] ; [71.56643357 47.43356643],0
u3,1,0.492767,0.470479,[5 8] ; [26 27],[6.10606061 6.89393939] ; [24.89393939 28.10606061],0
n5,1,0.501964,0.450783,[11 13] ; [64 56],[12.5 11.5] ; [62.5 57.5],0
s1,1,0.511125,0.431763,[ 1 22] ; [ 10 110],[ 1.76923077 21.23076923] ; [  9.23076923 110.76923077],0
d2,1,0.52678,0.400599,[10 14] ; [58 61],[11.41258741 12.58741259] ; [56.58741259 62.41258741],0
p11,1,0.629271,0.23305,[12 12] ; [54 67],[10.92413793 13.07586207] ; [55.07586207 65.92413793],0
u1,1,0.64384,0.213756,[ 2 22] ; [ 14 107],[ 2.64827586 21.35172414] ; [ 13.35172414 107.64827586],0
n4,1,0.644167,0.213333,[14 10] ; [76 44],[15.  9.] ; [75. 45.],0
p5,1,0.650147,0.205714,[ 1 23] ; [  3 117],[ 0.66666667 23.33333333] ; [  3.33333333 116.66666667],0
a1,1,0.650207,0.20564,[ 1 23] ; [  8 113],[ 1.48965517 22.51034483] ; [  7.51034483 113.48965517],0
s4,1,0.745248,0.105567,[ 3 20] ; [ 19 102],[ 3.51388889 19.48611111] ; [ 18.48611111 102.51388889],0
r1,1,0.749184,0.102218,[17  7] ; [81 39],[16.33333333  7.66666667] ; [81.66666667 38.33333333],0
p10,1,0.772724,0.083413,[ 4 19] ; [24 96],[ 4.5034965 18.4965035] ; [23.4965035 96.5034965],0
d3,1,0.789545,0.071237,[14 10] ; [67 54],[13.40689655 10.59310345] ; [67.59310345 53.40689655],0
v1,1,0.789867,0.071013,[ 8 16] ; [37 84],[ 7.44827586 16.55172414] ; [37.55172414 83.44827586],0
v2,1,0.818697,0.052542,[ 9 15] ; [41 76],[ 8.5106383 15.4893617] ; [41.4893617 75.5106383],0
r2,1,0.894596,0.017554,[20  4] ; [97 21],[19.77464789  4.22535211] ; [97.22535211 20.77464789],0
s5,1,0.905978,0.013951,[ 4 20] ; [ 19 102],[ 3.80689655 20.19310345] ; [ 19.19310345 101.80689655],0
