Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.004585,8.036218,[40  7] ; [13 11],[35.08450704 11.91549296] ; [17.91549296  6.08450704],0
p7,1,0.007637,7.116602,[30 18] ; [ 7 17],[24.66666667 23.33333333] ; [12.33333333 11.66666667],0
p4,1,0.026268,4.938312,[23 25] ; [ 5 19],[18.66666667 29.33333333] ; [ 9.33333333 14.66666667],0
p11,1,0.029245,4.753125,[31 17] ; [ 9 15],[26.66666667 21.33333333] ; [13.33333333 10.66666667],0
s3,1,0.032948,4.548498,[22 25] ; [ 5 19],[17.87323944 29.12676056] ; [ 9.12676056 14.87323944],0
n6,1,0.033895,4.5,[36 12] ; [12 12],[32. 16.] ; [16.  8.],0
p6,1,0.037149,4.343555,[15 33] ; [ 2 21],[11.49295775 36.50704225] ; [ 5.50704225 17.49295775],0
u2,1,0.045164,4.012494,[14 17] ; [ 2 12],[11.02222222 19.97777778] ; [4.97777778 9.02222222],0
r3,1,0.053207,3.737417,[36 11] ; [13 11],[32.43661972 14.56338028] ; [16.56338028  7.43661972],0
n5,1,0.058656,3.574975,[32 16] ; [21  3],[35.33333333 12.66666667] ; [17.66666667  6.33333333],0
p9,1,0.063581,3.44142,[36 12] ; [11 10],[32.69565217 15.30434783] ; [14.30434783  6.69565217],0
b5,1,0.06413,3.427223,[31 17] ; [10 14],[27.33333333 20.66666667] ; [13.66666667 10.33333333],0
p3,1,0.07044,3.272727,[18 30] ; [ 4 20],[14.66666667 33.33333333] ; [ 7.33333333 16.66666667],0
s7,1,0.078731,3.090909,[14 30] ; [ 3 21],[11. 33.] ; [ 6. 18.],0
n1,1,0.102465,2.666752,[ 4 13] ; [5 4],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
p1,1,0.159599,1.978022,[ 3 45] ; [ 4 20],[ 4.66666667 43.33333333] ; [ 2.33333333 21.66666667],0
s2,1,0.185658,1.751738,[15 33] ; [ 4 20],[12.66666667 35.33333333] ; [ 6.33333333 17.66666667],0
b3,1,0.195644,1.674594,[ 5 19] ; [6 9],[ 6.76923077 17.23076923] ; [ 4.23076923 10.76923077],0
b2,1,0.195644,1.674594,[ 5 19] ; [6 9],[ 6.76923077 17.23076923] ; [ 4.23076923 10.76923077],0
p8,1,0.202237,1.626149,[20 28] ; [ 6 17],[17.57746479 30.42253521] ; [ 8.42253521 14.57746479],0
d5,1,0.205758,1.601028,[21 26] ; [ 7 17],[18.53521127 28.46478873] ; [ 9.46478873 14.53521127],0
p12,1,0.210903,1.565217,[ 1 47] ; [ 2 22],[ 2. 46.] ; [ 1. 23.],0
s6,1,0.226715,1.461353,[16 30] ; [ 5 19],[13.8 32.2] ; [ 7.2 16.8],0
v3,1,0.228269,1.451613,[ 5 43] ; [ 5 19],[ 6.66666667 41.33333333] ; [ 3.33333333 20.66666667],0
r4,1,0.242617,1.365325,[25 23] ; [ 9 15],[22.66666667 25.33333333] ; [11.33333333 12.66666667],0
