Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,69.236681,[230  30] ; [35 44],[203.24483776  56.75516224] ; [61.75516224 17.24483776],1
n6,1,2e-06,23.126929,[230  29] ; [52 27],[216.0887574  42.9112426] ; [65.9112426 13.0887574],1
p11,1,0.003774,8.389449,[214  46] ; [53 26],[204.77876106  55.22123894] ; [62.22123894 16.77876106],0
p4,1,0.017809,5.614796,[167  93] ; [39 40],[157.99410029 102.00589971] ; [48.00589971 30.99410029],0
s7,1,0.021796,5.262002,[138 112] ; [31 46],[129.20489297 120.79510703] ; [39.79510703 37.20489297],0
p10,1,0.026649,4.91343,[211  46] ; [55 23],[204.06567164  52.93432836] ; [61.93432836 16.06567164],0
p6,1,0.036138,4.390583,[ 92 165] ; [18 60],[ 84.3880597 172.6119403] ; [25.6119403 52.3880597],0
v1,1,0.044201,4.048867,[143 107] ; [33 42],[135.38461538 114.61538462] ; [40.61538462 34.38461538],0
p9,1,0.04706,3.943242,[220  38] ; [59 19],[214.23214286  43.76785714] ; [64.76785714 13.23214286],0
a8,1,0.049706,3.851333,[ 38 198] ; [ 5 67],[ 32.94805195 203.05194805] ; [10.05194805 61.94805195],0
p5,1,0.060161,3.532932,[ 23 234] ; [ 2 76],[ 19.17910448 237.82089552] ; [ 5.82089552 72.17910448],0
p3,1,0.065119,3.401961,[129 130] ; [30 49],[121.83727811 137.16272189] ; [37.16272189 41.83727811],0
n3,1,0.072916,3.216123,[32 18] ; [21  4],[35.33333333 14.66666667] ; [17.66666667  7.33333333],0
n1,1,0.0914,2.849544,[22 28] ; [ 6 19],[18.66666667 31.33333333] ; [ 9.33333333 15.66666667],0
u2,1,0.103656,2.648369,[48 32] ; [23  7],[51.63636364 28.36363636] ; [19.36363636 10.63636364],0
a3,1,0.111868,2.52763,[179  80] ; [47 32],[173.17751479  85.82248521] ; [52.82248521 26.17751479],0
u3,1,0.112084,2.524593,[46 35] ; [22  8],[49.62162162 31.37837838] ; [18.37837838 11.62162162],0
v3,1,0.125392,2.348638,[102 147] ; [23 51],[ 96.3622291 152.6377709] ; [28.6377709 45.3622291],0
p7,1,0.132781,2.259683,[159  92] ; [42 36],[153.34650456  97.65349544] ; [47.65349544 30.34650456],0
r4,1,0.188236,1.731367,[237  23] ; [68 11],[233.92330383  26.07669617] ; [71.07669617  7.92330383],0
s1,1,0.203423,1.617629,[ 11 244] ; [ 1 78],[  9.16167665 245.83832335] ; [ 2.83832335 76.16167665],0
u1,1,0.203943,1.613914,[ 49 211] ; [10 69],[ 45.25073746 214.74926254] ; [13.74926254 65.25073746],0
d3,1,0.207188,1.590968,[174  85] ; [59 20],[178.54142012  80.45857988] ; [54.45857988 24.54142012],0
p12,1,0.222637,1.48729,[ 20 238] ; [ 3 76],[ 17.60830861 240.39169139] ; [ 5.39169139 73.60830861],0
b2,1,0.231743,1.430129,[ 56 108] ; [10 31],[ 52.8 111.2] ; [13.2 27.8],0
b3,1,0.231743,1.430129,[ 56 108] ; [10 31],[ 52.8 111.2] ; [13.2 27.8],0
s4,1,0.24721,1.339005,[ 38 219] ; [16 63],[ 41.30357143 215.69642857] ; [12.69642857 66.30357143],0
p8,1,0.253283,1.305104,[128 126] ; [34 45],[123.56756757 130.43243243] ; [38.43243243 40.56756757],0
v4,1,0.30477,1.053204,[247  12] ; [73  6],[245.20710059  13.79289941] ; [74.79289941  4.20710059],0
r1,1,0.318399,0.99551,[213  46] ; [61 18],[209.95857988  49.04142012] ; [64.04142012 14.95857988],0
a7,1,0.360208,0.83717,[190  69] ; [62 17],[193.10059172  65.89940828] ; [58.89940828 20.10059172],0
p2,1,0.385946,0.751677,[216  42] ; [62 16],[213.46428571  44.53571429] ; [64.53571429 13.46428571],0
a6,1,0.390706,0.736743,[177  82] ; [58 21],[180.0739645  78.9260355] ; [54.9260355 24.0739645],0
r2,1,0.395443,0.72214,[242  16] ; [71  7],[240.33928571  17.66071429] ; [72.66071429  5.33928571],0
d5,1,0.45271,0.563857,[213  46] ; [62 17],[210.72485207  48.27514793] ; [64.27514793 14.72485207],0
n2,1,0.473163,0.51458,[34 16] ; [19  6],[35.33333333 14.66666667] ; [17.66666667  7.33333333],0
s8,1,0.482225,0.493828,[133 126] ; [37 42],[130.26627219 128.73372781] ; [39.73372781 39.26627219],0
v2,1,0.504175,0.446138,[142 109] ; [37 34],[139.5310559 111.4689441] ; [39.4689441 31.5310559],0
r3,1,0.52046,0.412981,[250   9] ; [75  4],[249.03846154   9.96153846] ; [75.96153846  3.03846154],0
a2,1,0.598166,0.27777,[ 60 200] ; [16 63],[ 58.28908555 201.71091445] ; [17.71091445 61.28908555],0
d2,1,0.60682,0.264832,[120 139] ; [34 45],[118.00591716 140.99408284] ; [35.99408284 43.00591716],0
b4,1,0.61406,0.254304,[153 107] ; [49 30],[154.92625369 105.07374631] ; [47.07374631 31.92625369],0
p1,1,0.645665,0.21141,[ 17 242] ; [ 4 74],[ 16.13946588 242.86053412] ; [ 4.86053412 73.13946588],0
b5,1,0.685529,0.163969,[171  89] ; [50 29],[169.49852507  90.50147493] ; [51.50147493 27.49852507],0
a1,1,0.756871,0.095848,[ 12 248] ; [ 3 76],[ 11.50442478 248.49557522] ; [ 3.49557522 75.50442478],0
b1,1,0.791268,0.070047,[101 159] ; [32 47],[102.00589971 157.99410029] ; [30.99410029 48.00589971],0
d4,1,0.792241,0.069381,[210  49] ; [63 16],[209.19230769  49.80769231] ; [63.80769231 15.19230769],0
s2,1,0.822929,0.050077,[140 118] ; [44 35],[140.86646884 117.13353116] ; [43.13353116 35.86646884],0
a5,1,0.829254,0.046508,[181  79] ; [56 23],[181.7699115  78.2300885] ; [55.2300885 23.7699115],0
a4,1,0.845818,0.037814,[104 153] ; [31 48],[103.25892857 153.74107143] ; [31.74107143 47.25892857],0
d1,1,0.899066,0.016089,[146 114] ; [45 34],[146.48967552 113.51032448] ; [44.51032448 34.48967552],0
s3,1,0.998059,6e-06,[168  89] ; [51 27],[168.00895522  88.99104478] ; [50.99104478 27.00895522],0
