Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.059537,3.550235,[15  9] ; [14 23],[11.40983607 12.59016393] ; [17.59016393 19.40983607],0
a4,1,0.120884,2.405824,[13 11] ; [13 25],[10.06451613 13.93548387] ; [15.93548387 22.06451613],0
v2,1,0.134247,2.24269,[16  7] ; [19 19],[13.19672131  9.80327869] ; [21.80327869 16.19672131],0
u1,1,0.134401,2.240923,[ 2 22] ; [ 9 30],[ 4.19047619 19.80952381] ; [ 6.80952381 32.19047619],0
b5,1,0.136674,2.215008,[18  6] ; [22 17],[15.23809524  8.76190476] ; [24.76190476 14.23809524],0
p7,1,0.145727,2.116418,[15  8] ; [17 20],[12.26666667 10.73333333] ; [19.73333333 17.26666667],0
s1,1,0.149081,2.081627,[ 4 20] ; [ 2 35],[ 2.36065574 21.63934426] ; [ 3.63934426 33.36065574],0
p4,1,0.154745,2.02484,[13 11] ; [14 25],[10.28571429 13.71428571] ; [16.71428571 22.28571429],0
n1,1,0.159599,1.978022,[5 2] ; [5 8],[3.5 3.5] ; [6.5 6.5],0
b1,1,0.163836,1.938462,[16  8] ; [19 20],[13.33333333 10.66666667] ; [21.66666667 17.33333333],0
a6,1,0.180784,1.791164,[17  7] ; [21 18],[14.47619048  9.52380952] ; [23.52380952 15.47619048],0
d5,1,0.205811,1.600651,[19  5] ; [25 14],[16.76190476  7.23809524] ; [27.23809524 11.76190476],0
s4,1,0.215022,1.537288,[ 5 18] ; [ 4 35],[ 3.33870968 19.66129032] ; [ 5.66129032 33.33870968],0
p2,1,0.271028,1.211538,[18  6] ; [24 15],[16.  8.] ; [26. 13.],0
p5,1,0.296386,1.090385,[ 2 22] ; [ 1 38],[ 1.14285714 22.85714286] ; [ 1.85714286 37.14285714],0
a7,1,0.304294,1.055282,[17  7] ; [22 16],[15.09677419  8.90322581] ; [23.90322581 14.09677419],0
n3,1,0.305507,1.05,[6 1] ; [9 5],[5. 2.] ; [10.  4.],0
s3,1,0.324974,0.968822,[10 13] ; [22 17],[11.87096774 11.12903226] ; [20.12903226 18.87096774],0
u3,1,0.342095,0.902564,[6 3] ; [6 7],[4.90909091 4.09090909] ; [7.09090909 5.90909091],0
