Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004168,8.209171,[ 1 26] ; [3 4],[ 3.17647059 23.82352941] ; [0.82352941 6.17647059],0
b5,1,0.005775,7.619048,[ 8 20] ; [6 1],[11.2 16.8] ; [2.8 4.2],0
s7,1,0.012008,6.309692,[ 2 23] ; [3 3],[ 4.03225806 20.96774194] ; [0.96774194 5.03225806],0
s6,1,0.015725,5.833333,[ 2 26] ; [3 4],[ 4. 24.] ; [1. 6.],0
p8,1,0.018278,5.569276,[ 2 25] ; [3 4],[ 3.97058824 23.02941176] ; [1.02941176 5.97058824],0
p2,1,0.02063,5.35779,[ 7 21] ; [5 2],[ 9.6 18.4] ; [2.4 4.6],0
s8,1,0.034573,4.466146,[ 1 27] ; [2 5],[ 2.4 25.6] ; [0.6 6.4],0
p6,1,0.034573,4.466146,[ 1 27] ; [2 5],[ 2.4 25.6] ; [0.6 6.4],0
p9,1,0.068002,3.330612,[ 9 18] ; [5 2],[11.11764706 15.88235294] ; [2.88235294 4.11764706],0
p7,1,0.074447,3.182143,[ 6 22] ; [3 2],[ 7.63636364 20.36363636] ; [1.36363636 3.63636364],0
v4,1,0.087669,2.916667,[10 18] ; [5 2],[12. 16.] ; [3. 4.],0
p4,1,0.110972,2.540323,[ 2 26] ; [2 5],[ 3.2 24.8] ; [0.8 6.2],0
n4,1,0.126787,2.331414,[17 11] ; [2 5],[15.2 12.8] ; [3.8 3.2],0
b3,1,0.156582,2.006932,[9 7] ; [1 4],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
b2,1,0.156582,2.006932,[9 7] ; [1 4],[7.61904762 8.38095238] ; [2.38095238 2.61904762],0
u3,1,0.170904,1.875,[3 9] ; [2 1],[4. 8.] ; [1. 2.],0
a2,1,0.227195,1.458333,[ 3 25] ; [2 5],[ 4. 24.] ; [1. 6.],0
s4,1,0.227195,1.458333,[ 3 25] ; [2 5],[ 4. 24.] ; [1. 6.],0
a6,1,0.308711,1.036184,[14 14] ; [2 5],[12.8 15.2] ; [3.2 3.8],0
b4,1,0.308711,1.036184,[14 14] ; [5 2],[15.2 12.8] ; [3.8 3.2],0
s3,1,0.380977,0.767549,[ 7 20] ; [3 4],[ 7.94117647 19.05882353] ; [2.05882353 4.94117647],0
d3,1,0.393153,0.729167,[11 17] ; [4 3],[12. 16.] ; [3. 4.],0
n5,1,0.393153,0.729167,[17 11] ; [3 4],[16. 12.] ; [4. 3.],0
p10,1,0.505005,0.444403,[ 8 19] ; [3 4],[ 8.73529412 18.26470588] ; [2.26470588 4.73529412],0
s2,1,0.545972,0.364583,[ 2 26] ; [1 6],[ 2.4 25.6] ; [0.6 6.4],0
v1,1,0.593231,0.285326,[ 9 19] ; [3 4],[ 9.6 18.4] ; [2.4 4.6],0
d5,1,0.611945,0.257353,[15 13] ; [3 4],[14.4 13.6] ; [3.6 3.4],0
v3,1,0.672604,0.178571,[ 6 22] ; [1 6],[ 5.6 22.4] ; [1.4 5.6],0
b1,1,0.721761,0.126812,[18 10] ; [5 2],[18.4  9.6] ; [4.6 2.4],0
d4,1,0.735213,0.114379,[14 14] ; [4 3],[14.4 13.6] ; [3.6 3.4],0
a7,1,0.735213,0.114379,[14 14] ; [3 4],[13.6 14.4] ; [3.4 3.6],0
r2,1,0.777659,0.079733,[17 10] ; [4 3],[16.67647059 10.32352941] ; [4.32352941 2.67647059],0
s5,1,0.790517,0.070565,[ 3 25] ; [1 6],[ 3.2 24.8] ; [0.8 6.2],0
d2,1,0.863032,0.029762,[11 17] ; [3 4],[11.2 16.8] ; [2.8 4.2],0
n3,1,0.866815,0.028125,[7 9] ; [1 1],[7.11111111 8.88888889] ; [0.88888889 1.11111111],0
a3,1,0.919242,0.01028,[16 11] ; [4 3],[15.88235294 11.11764706] ; [4.11764706 2.88235294],0
r1,1,1.0,0.0,[ 8 20] ; [2 5],[ 8. 20.] ; [2. 5.],0
d1,1,1.0,0.0,[ 8 20] ; [2 5],[ 8. 20.] ; [2. 5.],0
a5,1,1.0,0.0,[12 16] ; [3 4],[12. 16.] ; [3. 4.],0
a4,1,1.0,0.0,[12 16] ; [3 4],[12. 16.] ; [3. 4.],0
