Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,23.088955,[249  31] ; [54 27],[235.01385042  44.98614958] ; [67.98614958 13.01385042],1
a3,1,0.448631,0.574109,[229  51] ; [64 18],[226.62983425  53.37016575] ; [66.37016575 15.62983425],0
s4,1,0.502647,0.449344,[ 64 215] ; [22 61],[ 66.28176796 212.71823204] ; [19.71823204 63.28176796],0
a8,1,0.536165,0.382694,[ 47 208] ; [11 61],[ 45.2293578 209.7706422] ; [12.7706422 59.2293578],0
n2,1,0.601201,0.273189,[38 10] ; [26  9],[37.01204819 10.98795181] ; [26.98795181  8.01204819],0
v1,1,0.626576,0.236733,[153 120] ; [44 39],[151.07022472 121.92977528] ; [45.92977528 37.07022472],0
d5,1,0.691655,0.1573,[234  46] ; [67 15],[232.81767956  47.18232044] ; [68.18232044 13.81767956],0
p6,1,0.700619,0.147829,[115 162] ; [36 46],[116.5097493 160.4902507] ; [34.4902507 47.5097493],0
d3,1,0.722887,0.125743,[201  80] ; [57 25],[199.71900826  81.28099174] ; [58.28099174 23.71900826],0
s2,1,0.760358,0.093031,[201  79] ; [61 22],[202.09366391  77.90633609] ; [59.90633609 23.09366391],0
u1,1,0.768926,0.086307,[ 70 211] ; [22 61],[ 71.02197802 209.97802198] ; [20.97802198 62.02197802],0
a6,1,0.780156,0.077905,[189  91] ; [54 28],[187.9558011  92.0441989] ; [55.0441989 26.9558011],0
a4,1,0.788787,0.071763,[137 143] ; [42 41],[138.07162534 141.92837466] ; [40.92837466 42.07162534],0
a2,1,0.802876,0.062314,[ 84 197] ; [26 57],[ 84.91758242 196.08241758] ; [25.08241758 57.91758242],0
r1,1,0.812832,0.056062,[229  51] ; [68 14],[229.72375691  50.27624309] ; [67.27624309 14.72375691],0
s6,1,0.864003,0.029337,[228  49] ; [66 15],[227.48044693  49.51955307] ; [66.51955307 14.48044693],0
n1,1,0.874371,0.024998,[22 25] ; [17 18],[22.35365854 24.64634146] ; [16.64634146 18.35365854],0
b4,1,0.896567,0.0169,[158 123] ; [46 37],[157.48351648 123.51648352] ; [46.51648352 36.48351648],0
b2,1,0.971206,0.001303,[ 83 123] ; [18 27],[ 82.89243028 123.10756972] ; [18.10756972 26.89243028],0
b3,1,0.971206,0.001303,[ 83 123] ; [18 27],[ 82.89243028 123.10756972] ; [18.10756972 26.89243028],0
d2,1,0.990576,0.00014,[154 127] ; [45 37],[154.04683196 126.95316804] ; [44.95316804 37.04683196],0
