Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2e-06,23.088955,[249  31] ; [54 27],[235.01385042  44.98614958] ; [67.98614958 13.01385042],1
p7,1,3.4e-05,17.183598,[198  74] ; [39 42],[182.61756374  89.38243626] ; [54.38243626 26.61756374],1
b1,1,4.7e-05,16.575865,[ 99 182] ; [50 33],[115.02472527 165.97527473] ; [33.97527473 49.02472527],1
p8,1,0.000272,13.254931,[153 121] ; [27 55],[138.53932584 135.46067416] ; [41.46067416 40.53932584],1
p2,1,0.002068,9.488033,[245  35] ; [61 22],[236.03305785  43.96694215] ; [69.96694215 13.03305785],0
n4,1,0.004563,8.0448,[237  44] ; [57 24],[228.21546961  52.78453039] ; [65.78453039 15.21546961],0
n5,1,0.004904,7.914393,[227  52] ; [54 27],[217.775  61.225] ; [63.225 17.775],0
n6,1,0.008903,6.842166,[248  31] ; [62 18],[240.91922006  38.08077994] ; [69.08077994 10.91922006],0
s1,1,0.011022,6.461828,[  7 272] ; [ 7 73],[ 10.88022284 268.11977716] ; [ 3.11977716 76.88022284],0
p3,1,0.017193,5.676562,[153 127] ; [33 50],[143.47107438 136.52892562] ; [42.52892562 40.47107438],0
r3,1,0.023236,5.150758,[272   8] ; [75  7],[268.39779006  11.60220994] ; [78.60220994  3.39779006],0
p9,1,0.033712,4.509255,[248  30] ; [65 16],[242.37883008  35.62116992] ; [70.62116992 10.37883008],0
p4,1,0.055222,3.675369,[181  99] ; [44 39],[173.55371901 106.44628099] ; [51.44628099 31.55371901],0
v3,1,0.107781,2.586453,[125 149] ; [28 51],[118.7592068 155.2407932] ; [34.2407932 44.7592068],0
p12,1,0.111137,2.537978,[ 20 259] ; [ 2 81],[ 16.9558011 262.0441989] ; [ 5.0441989 77.9558011],0
s3,1,0.111923,2.52686,[208  69] ; [55 28],[202.36388889  74.63611111] ; [60.63611111 22.36388889],0
u2,1,0.114861,2.486029,[36 15] ; [9 9],[33.26086957 17.73913043] ; [11.73913043  6.26086957],0
d4,1,0.158709,1.986486,[240  40] ; [65 17],[235.91160221  44.08839779] ; [69.08839779 12.91160221],0
v4,1,0.160522,1.969304,[267  10] ; [77  6],[264.68888889  12.31111111] ; [79.31111111  3.68888889],0
a5,1,0.174184,1.846564,[226  55] ; [61 22],[221.55769231  59.44230769] ; [65.44230769 17.55769231],0
u4,1,0.188708,1.727676,[  6 275] ; [ 4 79],[  7.71978022 273.28021978] ; [ 2.28021978 80.71978022],0
s8,1,0.205275,1.604438,[189  90] ; [50 33],[184.20165746  94.79834254] ; [54.79834254 28.20165746],0
s5,1,0.22311,1.484257,[110 163] ; [37 40],[114.66 158.34] ; [32.34 44.66],0
p1,1,0.247141,1.339391,[ 17 263] ; [ 8 74],[ 19.33701657 260.66298343] ; [ 5.66298343 76.33701657],0
b5,1,0.313746,1.014839,[169 112] ; [55 28],[172.92307692 108.07692308] ; [51.07692308 31.92307692],0
a1,1,0.320801,0.98568,[ 10 271] ; [ 5 78],[ 11.57967033 269.42032967] ; [ 3.42032967 79.57967033],0
r2,1,0.32614,0.964164,[266  10] ; [77  5],[264.43575419  11.56424581] ; [78.56424581  3.43575419],0
a7,1,0.338174,0.91734,[191  90] ; [61 22],[194.53846154  86.46153846] ; [57.46153846 25.53846154],0
d1,1,0.362972,0.827583,[178 103] ; [48 35],[174.46703297 106.53296703] ; [51.53296703 31.46703297],0
v2,1,0.381997,0.764265,[171 104] ; [46 35],[167.62640449 107.37359551] ; [49.37359551 31.62640449],0
n3,1,0.388841,0.742564,[35 12] ; [23 12],[33.24390244 13.75609756] ; [24.75609756 10.24390244],0
r4,1,0.394715,0.724369,[253  28] ; [72 11],[250.89285714  30.10714286] ; [74.10714286  8.89285714],0
u3,1,0.417514,0.657301,[38 14] ; [12  7],[36.61971831 15.38028169] ; [13.38028169  5.61971831],0
