Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.009875,6.657249,[ 3 22] ; [12 15],[ 7.21153846 17.78846154] ; [ 7.78846154 19.21153846],0
d5,1,0.012368,6.257333,[11 14] ; [21  6],[15.38461538  9.61538462] ; [16.61538462 10.38461538],0
a4,1,0.02034,5.382462,[ 4 21] ; [12 14],[ 7.84313725 17.15686275] ; [ 8.15686275 17.84313725],0
p7,1,0.049123,3.871146,[ 4 21] ; [11 16],[ 7.21153846 17.78846154] ; [ 7.78846154 19.21153846],0
s5,1,0.055878,3.655691,[ 2 22] ; [ 8 19],[ 4.70588235 19.29411765] ; [ 5.29411765 21.70588235],0
p3,1,0.06811,3.328,[ 3 22] ; [ 9 18],[ 5.76923077 19.23076923] ; [ 6.23076923 20.76923077],0
a3,1,0.069429,3.296474,[10 15] ; [17  9],[13.23529412 11.76470588] ; [13.76470588 12.23529412],0
p9,1,0.111406,2.534161,[ 8 16] ; [15 12],[10.82352941 13.17647059] ; [12.17647059 14.82352941],0
a8,1,0.122823,2.380952,[ 2 23] ; [ 6 19],[ 4. 21.] ; [ 4. 21.],0
d1,1,0.147697,2.095874,[ 8 17] ; [14 13],[10.57692308 14.42307692] ; [11.42307692 15.57692308],0
d4,1,0.165205,1.925926,[15 10] ; [21  6],[17.30769231  7.69230769] ; [18.69230769  8.30769231],0
p10,1,0.165802,1.920497,[ 7 17] ; [13 14],[ 9.41176471 14.58823529] ; [10.58823529 16.41176471],0
v3,1,0.201652,1.63037,[ 5 20] ; [ 2 24],[ 3.43137255 21.56862745] ; [ 3.56862745 22.43137255],0
d2,1,0.206415,1.596391,[10 15] ; [15 11],[12.25490196 12.74509804] ; [12.74509804 13.25490196],0
n1,1,0.264589,1.244589,[3 6] ; [8 6],[4.30434783 4.69565217] ; [6.69565217 7.30434783],0
u2,1,0.275234,1.190476,[ 3 12] ; [4 6],[ 4.2 10.8] ; [2.8 7.2],0
s4,1,0.332546,0.938959,[ 4 21] ; [ 2 25],[ 2.88461538 22.11538462] ; [ 3.11538462 23.88461538],0
r1,1,0.356741,0.849333,[ 8 17] ; [12 15],[ 9.61538462 15.38461538] ; [10.38461538 16.61538462],0
a7,1,0.391691,0.733686,[10 15] ; [14 13],[11.53846154 13.46153846] ; [12.46153846 14.53846154],0
b5,1,0.415801,0.662152,[13 12] ; [11 16],[11.53846154 13.46153846] ; [12.46153846 14.53846154],0
n4,1,0.432239,0.6168,[15 10] ; [19  8],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
b4,1,0.432239,0.6168,[15 10] ; [19  8],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
v2,1,0.514453,0.425,[ 6 18] ; [ 9 18],[ 7.05882353 16.94117647] ; [ 7.94117647 19.05882353],0
n3,1,0.547617,0.361604,[3 6] ; [6 7],[3.68181818 5.31818182] ; [5.31818182 7.68181818],0
d3,1,0.554464,0.349381,[10 15] ; [13 14],[11.05769231 13.94230769] ; [11.94230769 15.05769231],0
a6,1,0.554464,0.349381,[10 15] ; [13 14],[11.05769231 13.94230769] ; [11.94230769 15.05769231],0
r2,1,0.568811,0.324675,[15 10] ; [13 12],[14. 11.] ; [14. 11.],0
p8,1,0.5713,0.320513,[ 4 20] ; [ 6 20],[ 4.8 19.2] ; [ 5.2 20.8],0
b1,1,0.585864,0.296849,[12 13] ; [15 12],[12.98076923 12.01923077] ; [14.01923077 12.98076923],0
r3,1,0.609156,0.261405,[14 11] ; [17 10],[14.90384615 10.09615385] ; [16.09615385 10.90384615],0
s6,1,0.610764,0.259063,[ 7 18] ; [ 9 17],[ 7.84313725 17.15686275] ; [ 8.15686275 17.84313725],0
n5,1,0.617919,0.248804,[15 10] ; [18  9],[15.86538462  9.13461538] ; [17.13461538  9.86538462],0
s2,1,0.628688,0.233844,[ 6 19] ; [ 5 22],[ 5.28846154 19.71153846] ; [ 5.71153846 21.28846154],0
r4,1,0.629064,0.233332,[ 8 17] ; [ 7 20],[ 7.21153846 17.78846154] ; [ 7.78846154 19.21153846],0
n2,1,0.647854,0.208617,[3 6] ; [6 8],[3.52173913 5.47826087] ; [5.47826087 8.52173913],0
n6,1,0.676314,0.174305,[13 12] ; [12 14],[12.25490196 12.74509804] ; [12.74509804 13.25490196],0
a1,1,0.703782,0.144567,[ 2 23] ; [ 3 24],[ 2.40384615 22.59615385] ; [ 2.59615385 24.40384615],0
p11,1,0.764334,0.089877,[11 14] ; [13 14],[11.53846154 13.46153846] ; [12.46153846 14.53846154],0
p1,1,0.766366,0.088287,[ 3 22] ; [ 4 23],[ 3.36538462 21.63461538] ; [ 3.63461538 23.36538462],0
p6,1,0.768999,0.086251,[ 3 21] ; [ 4 22],[ 3.36 20.64] ; [ 3.64 22.36],0
u3,1,0.801614,0.063131,[ 2 13] ; [1 9],[ 1.8 13.2] ; [1.2 8.8],0
s3,1,0.841542,0.039969,[10 14] ; [12 15],[10.35294118 13.64705882] ; [11.64705882 15.35294118],0
s8,1,0.90579,0.014007,[ 4 21] ; [ 4 23],[ 3.84615385 21.15384615] ; [ 4.15384615 22.84615385],0
p2,1,0.917616,0.010699,[ 9 16] ; [ 9 17],[ 8.82352941 16.17647059] ; [ 9.17647059 16.82352941],0
b2,1,0.928453,0.008062,[6 8] ; [ 8 10],[6.125 7.875] ; [ 7.875 10.125],0
b3,1,0.928453,0.008062,[6 8] ; [ 8 10],[6.125 7.875] ; [ 7.875 10.125],0
s1,1,0.936139,0.00642,[ 2 23] ; [ 2 25],[ 1.92307692 23.07692308] ; [ 2.07692308 24.92307692],0
u1,1,0.955731,0.003081,[ 1 24] ; [ 1 26],[ 0.96153846 24.03846154] ; [ 1.03846154 25.96153846],0
s7,1,1.0,0.0,[ 4 20] ; [ 4 20],[ 4. 20.] ; [ 4. 20.],0
