Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.856005,[43 31] ; [94 11],[56.63687151 17.36312849] ; [80.36312849 24.63687151],1
a5,1,0.002111,9.45054,[41 33] ; [81 24],[50.43575419 23.56424581] ; [71.56424581 33.43575419],0
p12,1,0.002655,9.030585,[ 1 73] ; [15 89],[ 6.65168539 67.34831461] ; [ 9.34831461 94.65168539],0
b1,1,0.003152,8.717559,[23 51] ; [56 49],[32.65921788 41.34078212] ; [46.34078212 58.65921788],0
n4,1,0.003979,8.293479,[53 21] ; [93 12],[60.3575419 13.6424581] ; [85.6424581 19.3575419],0
a2,1,0.008359,6.954933,[10 64] ; [32 73],[17.36312849 56.63687151] ; [24.63687151 80.36312849],0
p8,1,0.01083,6.492971,[41 33] ; [76 27],[48.91525424 25.08474576] ; [68.08474576 34.91525424],0
p5,1,0.024995,5.024211,[ 3 71] ; [15 90],[ 7.44134078 66.55865922] ; [10.55865922 94.44134078],0
a3,1,0.039912,4.221633,[44 30] ; [77 27],[50.30337079 23.69662921] ; [70.69662921 33.30337079],0
s7,1,0.04002,4.217054,[28 42] ; [56 44],[34.58823529 35.41176471] ; [49.41176471 50.58823529],0
d2,1,0.044443,4.039658,[31 43] ; [60 45],[37.62011173 36.37988827] ; [53.37988827 51.62011173],0
p10,1,0.051422,3.794475,[52 21] ; [86 17],[57.23863636 15.76136364] ; [80.76136364 22.23863636],0
n6,1,0.063611,3.440641,[59 14] ; [95 10],[63.15730337  9.84269663] ; [90.84269663 14.15730337],0
p9,1,0.07112,3.256984,[59 15] ; [93 11],[63.19101124 10.80898876] ; [88.80898876 15.19101124],0
r4,1,0.072184,3.232644,[62 12] ; [97  8],[65.73184358  8.26815642] ; [93.26815642 11.73184358],0
d1,1,0.07219,3.232501,[38 36] ; [68 37],[43.82122905 30.17877095] ; [62.17877095 42.82122905],0
r1,1,0.077879,3.108609,[54 20] ; [88 17],[58.70391061 15.29608939] ; [83.29608939 21.70391061],0
u1,1,0.093886,2.806445,[ 9 65] ; [23 82],[13.22905028 60.77094972] ; [18.77094972 86.22905028],0
v3,1,0.104046,2.64241,[23 48] ; [46 57],[28.15517241 42.84482759] ; [40.84482759 62.15517241],0
b5,1,0.108877,2.570449,[53 21] ; [63 42],[47.95530726 26.04469274] ; [68.04469274 36.95530726],0
a4,1,0.110236,2.550836,[28 45] ; [53 52],[33.21910112 39.78089888] ; [47.78089888 57.21910112],0
p1,1,0.116976,2.457348,[ 4 70] ; [13 92],[ 7.02793296 66.97206704] ; [ 9.97206704 95.02793296],0
p7,1,0.178888,1.80684,[55 17] ; [87 16],[58.42285714 13.57714286] ; [83.57714286 19.42285714],0
a7,1,0.186811,1.742593,[52 21] ; [83 21],[55.6779661 17.3220339] ; [79.3220339 24.6779661],0
a6,1,0.192065,1.701703,[46 28] ; [75 30],[50.02234637 23.97765363] ; [70.97765363 34.02234637],0
