Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9e-06,19.751722,[12 25] ; [63 21],[22.9338843 14.0661157] ; [52.0661157 31.9338843],1
b5,1,0.245542,1.348494,[22 15] ; [59 25],[24.76859504 12.23140496] ; [56.23140496 27.76859504],0
a5,1,0.29276,1.106884,[29  8] ; [58 26],[26.60330579 10.39669421] ; [60.39669421 23.60330579],0
n1,1,0.298799,1.079545,[10  6] ; [10 12],[8.42105263 7.57894737] ; [11.57894737 10.42105263],0
u3,1,0.460181,0.545455,[6 2] ; [19  3],[6.66666667 1.33333333] ; [18.33333333  3.66666667],0
s2,1,0.490884,0.474588,[28  9] ; [57 25],[26.42857143 10.57142857] ; [58.57142857 23.42857143],0
p10,1,0.493324,0.469269,[26 10] ; [64 18],[27.45762712  8.54237288] ; [62.54237288 19.45762712],0
r3,1,0.499585,0.455818,[33  4] ; [78  6],[33.94214876  3.05785124] ; [77.05785124  6.94214876],0
p1,1,0.513778,0.426364,[ 5 32] ; [ 8 76],[ 3.97520661 33.02479339] ; [ 9.02479339 74.97520661],0
n5,1,0.515008,0.423879,[26 11] ; [63 20],[27.44166667  9.55833333] ; [61.55833333 21.44166667],0
n3,1,0.543512,0.36907,[9 6] ; [16  7],[9.86842105 5.13157895] ; [15.13157895  7.86842105],0
b3,1,0.568233,0.325648,[12 17] ; [20 37],[10.79069767 18.20930233] ; [21.20930233 35.79069767],0
b2,1,0.568233,0.325648,[12 17] ; [20 37],[10.79069767 18.20930233] ; [21.20930233 35.79069767],0
p5,1,0.574297,0.315546,[ 2 34] ; [ 7 75],[ 2.74576271 33.25423729] ; [ 6.25423729 75.74576271],0
p8,1,0.586786,0.295392,[11 26] ; [21 63],[ 9.78512397 27.21487603] ; [22.21487603 61.78512397],0
a3,1,0.591793,0.287553,[29  8] ; [62 22],[27.82644628  9.17355372] ; [63.17355372 20.82644628],0
s1,1,0.592073,0.287118,[ 1 36] ; [ 4 79],[ 1.54166667 35.45833333] ; [ 3.45833333 79.54166667],0
s4,1,0.59298,0.285714,[ 5 31] ; [15 69],[ 6. 30.] ; [14. 70.],0
u4,1,0.600038,0.274939,[ 1 36] ; [ 4 80],[ 1.52892562 35.47107438] ; [ 3.47107438 80.52892562],0
v4,1,0.600038,0.274939,[36  1] ; [80  4],[35.47107438  1.52892562] ; [80.52892562  3.47107438],0
n4,1,0.614117,0.254223,[28  9] ; [67 17],[29.04958678  7.95041322] ; [65.95041322 18.04958678],0
d2,1,0.631541,0.229977,[23 14] ; [56 28],[24.15702479 12.84297521] ; [54.84297521 29.15702479],0
a1,1,0.640503,0.218085,[ 2 35] ; [ 3 81],[ 1.52892562 35.47107438] ; [ 3.47107438 80.52892562],0
p6,1,0.705703,0.142607,[10 27] ; [20 64],[ 9.17355372 27.82644628] ; [20.82644628 63.17355372],0
r2,1,0.71152,0.136763,[35  2] ; [77  6],[34.53333333  2.46666667] ; [77.46666667  5.53333333],0
p12,1,0.763285,0.090703,[ 5 31] ; [10 74],[ 4.5 31.5] ; [10.5 73.5],0
p9,1,0.784606,0.074705,[31  5] ; [69 13],[30.50847458  5.49152542] ; [69.49152542 12.50847458],0
n2,1,0.817941,0.052989,[11  5] ; [15  8],[10.66666667  5.33333333] ; [15.33333333  7.66666667],0
p4,1,0.82166,0.05081,[19 18] ; [45 39],[19.57024793 17.42975207] ; [44.42975207 39.57024793],0
a8,1,0.821722,0.050774,[ 4 31] ; [ 7 63],[ 3.66666667 31.33333333] ; [ 7.33333333 62.66666667],0
u2,1,0.847486,0.03699,[6 2] ; [15  6],[5.79310345 2.20689655] ; [15.20689655  5.79310345],0
s5,1,0.856964,0.032487,[11 22] ; [24 52],[10.59633028 22.40366972] ; [24.40366972 51.59633028],0
s7,1,0.865634,0.028631,[24 10] ; [57 22],[24.37168142  9.62831858] ; [56.62831858 22.37168142],0
v3,1,0.866729,0.028162,[14 19] ; [34 43],[14.4 18.6] ; [33.6 43.4],0
p11,1,0.922679,0.009421,[25 12] ; [56 28],[24.76859504 12.23140496] ; [56.23140496 27.76859504],0
a4,1,0.986986,0.000266,[18 19] ; [41 43],[18.04132231 18.95867769] ; [40.95867769 43.04132231],0
