Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.316594,[1 4] ; [55  1],[4.59016393 0.40983607] ; [51.40983607  4.59016393],1
v4,1,0.0,25.387046,[2 3] ; [55  1],[4.67213115 0.32786885] ; [52.32786885  3.67213115],1
s7,1,0.011995,6.311573,[1 4] ; [40 14],[3.47457627 1.52542373] ; [37.52542373 16.47457627],0
s3,1,0.015239,5.888668,[1 4] ; [40 15],[3.41666667 1.58333333] ; [37.58333333 17.41666667],0
s2,1,0.045339,4.005982,[1 4] ; [36 19],[3.08333333 1.91666667] ; [33.91666667 21.08333333],0
a3,1,0.077751,3.111287,[1 4] ; [34 22],[2.86885246 2.13114754] ; [32.13114754 23.86885246],0
n6,1,0.096649,2.759989,[3 2] ; [49  7],[4.26229508 0.73770492] ; [47.73770492  8.26229508],0
n4,1,0.100746,2.693695,[2 3] ; [41 14],[3.58333333 1.41666667] ; [39.41666667 15.58333333],0
d5,1,0.129301,2.300881,[1 4] ; [31 25],[2.62295082 2.37704918] ; [29.37704918 26.62295082],0
s6,1,0.190955,1.710238,[3 2] ; [46  9],[4.08333333 0.91666667] ; [44.91666667 10.08333333],0
u1,1,0.205024,1.606219,[1 4] ; [ 3 53],[0.32786885 4.67213115] ; [ 3.67213115 52.32786885],0
s1,1,0.211894,1.558442,[1 4] ; [ 3 52],[0.33333333 4.66666667] ; [ 3.66666667 51.33333333],0
a6,1,0.323751,0.973733,[2 3] ; [35 21],[3.03278689 1.96721311] ; [33.96721311 22.03278689],0
n5,1,0.344054,0.895267,[3 2] ; [44 12],[3.85245902 1.14754098] ; [43.14754098 12.85245902],0
u2,1,0.356216,0.85119,[3 1] ; [11 11],[2.15384615 1.84615385] ; [11.84615385 10.15384615],0
r1,1,0.371347,0.799153,[3 2] ; [42 12],[3.81355932 1.18644068] ; [41.18644068 12.81355932],0
b1,1,0.459637,0.546779,[3 2] ; [24 32],[2.21311475 2.78688525] ; [24.78688525 31.21311475],0
d2,1,0.478575,0.502109,[1 4] ; [20 36],[1.72131148 3.27868852] ; [19.27868852 36.72131148],0
p8,1,0.509084,0.43595,[3 2] ; [25 31],[2.29508197 2.70491803] ; [25.70491803 30.29508197],0
p7,1,0.574268,0.315593,[4 1] ; [38 18],[3.44262295 1.55737705] ; [38.55737705 17.44262295],0
b4,1,0.613504,0.255104,[2 3] ; [29 27],[2.54098361 2.45901639] ; [28.45901639 27.54098361],0
a4,1,0.655513,0.19902,[2 3] ; [17 39],[1.55737705 3.44262295] ; [17.44262295 38.55737705],0
p3,1,0.66825,0.183656,[2 3] ; [28 28],[2.45901639 2.54098361] ; [27.54098361 28.45901639],0
v2,1,0.698458,0.150081,[2 3] ; [26 27],[2.4137931 2.5862069] ; [25.5862069 27.4137931],0
v1,1,0.698458,0.150081,[3 2] ; [27 26],[2.5862069 2.4137931] ; [27.4137931 25.5862069],0
u3,1,0.734966,0.114601,[2 2] ; [13  9],[2.30769231 1.69230769] ; [12.69230769  9.30769231],0
p6,1,0.784257,0.074953,[2 3] ; [19 37],[1.72131148 3.27868852] ; [19.27868852 36.72131148],0
p9,1,0.820152,0.051688,[4 1] ; [47  9],[4.18032787 0.81967213] ; [46.81967213  9.18032787],0
b5,1,0.841272,0.040107,[3 2] ; [31 25],[2.78688525 2.21311475] ; [31.21311475 24.78688525],0
d3,1,0.869918,0.026818,[1 4] ; [13 43],[1.14754098 3.85245902] ; [12.85245902 43.14754098],0
a8,1,0.895698,0.017187,[1 4] ; [ 9 42],[0.89285714 4.10714286] ; [ 9.10714286 41.89285714],0
a5,1,0.912,0.012214,[3 2] ; [35 21],[3.1147541 1.8852459] ; [34.8852459 21.1147541],0
p2,1,0.940422,0.005586,[4 1] ; [44 12],[3.93442623 1.06557377] ; [44.06557377 11.93442623],0
p4,1,0.975009,0.000981,[3 2] ; [34 22],[3.03278689 1.96721311] ; [33.96721311 22.03278689],0
a7,1,0.975009,0.000981,[3 2] ; [34 22],[3.03278689 1.96721311] ; [33.96721311 22.03278689],0
s4,1,0.984643,0.000371,[1 4] ; [11 45],[0.98360656 4.01639344] ; [11.01639344 44.98360656],0
