Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,36.459279,[79 43] ; [14 57],[58.78756477 63.21243523] ; [34.21243523 36.78756477],1
p6,1,0.0,34.680331,[61 60] ; [ 6 65],[42.22395833 78.77604167] ; [24.77604167 46.22395833],1
p2,1,0.0,28.111888,[110  13] ; [40 31],[95.10309278 27.89690722] ; [54.89690722 16.10309278],1
p4,1,0.000542,11.963974,[75 48] ; [25 46],[63.40206186 59.59793814] ; [36.59793814 34.40206186],1
p10,1,0.001326,10.306533,[101  20] ; [44 26],[91.85863874 29.14136126] ; [53.14136126 16.85863874],0
p3,1,0.001748,9.796633,[72 51] ; [25 46],[61.5 61.5] ; [35.5 35.5],0
r3,1,0.001779,9.764685,[120   3] ; [61 10],[114.75773196   8.24226804] ; [66.24226804  4.75773196],0
r4,1,0.005315,7.768897,[118   5] ; [60 11],[112.8556701  10.1443299] ; [65.1443299  5.8556701],0
n5,1,0.006241,7.479246,[99 23] ; [45 26],[91.02590674 30.97409326] ; [52.97409326 18.02590674],0
s5,1,0.008358,6.955115,[58 61] ; [19 47],[49.52972973 69.47027027] ; [27.47027027 38.52972973],0
s8,1,0.009528,6.721159,[70 52] ; [27 44],[61.31606218 60.68393782] ; [35.68393782 35.31606218],0
p11,1,0.01066,6.521127,[104  19] ; [49 22],[97.00515464 25.99484536] ; [55.99484536 15.00515464],0
a6,1,0.011559,6.377359,[43 80] ; [38 33],[51.3556701 71.6443299] ; [29.6443299 41.3556701],0
n6,1,0.013326,6.125337,[105  17] ; [50 20],[98.48958333 23.51041667] ; [56.51041667 13.48958333],0
d4,1,0.019322,5.472177,[101  20] ; [49 22],[94.53125 26.46875] ; [55.46875 15.53125],0
d5,1,0.01962,5.445377,[99 23] ; [47 24],[92.29015544 29.70984456] ; [53.70984456 17.29015544],0
d3,1,0.023518,5.129825,[64 59] ; [25 46],[56.42783505 66.57216495] ; [32.57216495 38.42783505],0
s7,1,0.025563,4.98535,[72 46] ; [29 37],[64.77173913 53.22826087] ; [36.22826087 29.77173913],0
d1,1,0.033445,4.52286,[68 55] ; [28 43],[60.86597938 62.13402062] ; [35.13402062 35.86597938],0
p9,1,0.033533,4.518362,[100  22] ; [48 22],[94.04166667 27.95833333] ; [53.95833333 16.04166667],0
v2,1,0.036767,4.361168,[67 54] ; [26 40],[60.17647059 60.82352941] ; [32.82352941 33.17647059],0
s3,1,0.044549,4.035644,[78 45] ; [34 36],[71.37823834 51.62176166] ; [40.62176166 29.37823834],0
v4,1,0.0485,3.892586,[116   6] ; [61  9],[112.46875   9.53125] ; [64.53125  5.46875],0
s1,1,0.05375,3.720454,[  4 118] ; [ 7 63],[  6.98958333 115.01041667] ; [ 4.01041667 65.98958333],0
v3,1,0.088847,2.895143,[57 66] ; [21 42],[51.58064516 71.41935484] ; [26.41935484 36.58064516],0
